"expName","date","participant","trial","verb","target","distrOne","distrTwo","w1","w2","w3","corr_answer","answer","correct","type"
"verb_norming","2018_Jun_08_1550",901,95,"sway","vingla","tassa","ramla","tassa","ramla","vingla",3,3,1,"leg"
"verb_norming","2018_Jun_08_1550",901,96,"wade","vada","pulsa","plöja","plöja","pulsa","vada",3,3,1,"leg"
"verb_norming","2018_Jun_08_1550",901,97,"clap","klappa","knäppa","klämma","klämma","knäppa","klappa",3,3,1,"arm"
"verb_norming","2018_Jun_08_1550",901,98,"pace","gå fram och tillbaka","luffa runt","rusa fram","luffa runt","rusa fram","gå fram och tillbaka",3,3,1,"leg"
"verb_norming","2018_Jun_08_1550",901,99,"bind","binda","linda","vinda","vinda","binda","linda",2,2,1,"arm"
"verb_norming","2018_Jun_08_1550",901,100,"slip","halka","snava","ramla","halka","snava","ramla",1,1,1,"leg"
"verb_norming","2018_Jun_08_1550",901,101,"scrape","skrapa","rispa","klösa","rispa","klösa","skrapa",3,3,1,"arm"
"verb_norming","2018_Jun_08_1550",901,102,"hack","hacka","skära","kåpa","kåpa","skära","hacka",3,3,1,"arm"
"verb_norming","2018_Jun_08_1550",901,103,"carve","tälja","hacka","riva","tälja","hacka","riva",1,1,1,"arm"
"verb_norming","2018_Jun_08_1550",901,104,"bash","slå","knuffa","trycka","knuffa","trycka","slå",3,3,1,"arm"
"verb_norming","2018_Jun_08_1550",901,105,"toss","slänga","fånga","gripa","slänga","gripa","fånga",1,1,1,"arm"
"verb_norming","2018_Jun_08_1550",901,106,"jog","jogga","spurta","rusa","spurta","jogga","rusa",2,2,1,"leg"
"verb_norming","2018_Jun_08_1550",901,107,"lift","lyfta","pressa","öka","pressa","lyfta","öka",2,2,1,"arm"
"verb_norming","2018_Jun_08_1550",901,108,"delve","gräva","plöja","rensa","plöja","gräva","rensa",2,2,1,"arm"
"verb_norming","2018_Jun_08_1550",901,109,"stagger","ragla","lunka","halka","halka","ragla","lunka",2,2,1,"leg"
"verb_norming","2018_Jun_08_1550",901,110,"dig","gräva","dränera","dika","gräva","dränera","dika",1,1,1,"arm"
"verb_norming","2018_Jun_08_1550",901,111,"leap","hoppa","stega","kliva","kliva","hoppa","stega",2,2,1,"leg"
"verb_norming","2018_Jun_08_1550",901,112,"brush","borsta","skrubba","putsa","borsta","skrubba","putsa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,1,"grab","gripa tag i","fästa ihop","smälla till","fästa ihop","smälla till","gripa tag i",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,2,"carve","tälja","hacka","riva","tälja","riva","hacka",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,3,"tug","rycka","pressa","slå","slå","pressa","rycka",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,4,"hop","skutta","kliva","studsa","skutta","studsa","kliva",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,5,"fold","vika ihop","knyta ihop","bunta ihop","knyta ihop","bunta ihop","vika ihop",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,6,"bind","binda","linda","vinda","vinda","linda","binda",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,7,"stamp","stampa","kliva","skutta","stampa","skutta","kliva",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,8,"whip","piska","klappa","slå","klappa","piska","slå",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,9,"jump","hoppa","kliva","lyfta","kliva","lyfta","hoppa",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,10,"stumble","snubbla","glida","svaja","snubbla","glida","svaja",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,11,"trot","trava","promenera","flanera","trava","promenera","flanera",1,2,0,"leg"
"verb_norming","2018_Jun_11_1400",902,12,"sprint","spurta","springa","löpa","löpa","spurta","springa",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,13,"dunk","dunka","dumpa","dunsa","dunsa","dunka","dumpa",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,14,"trudge","släpa sig fram","kasta sig fram","ta sig fram","släpa sig fram","kasta sig fram","ta sig fram",1,3,0,"leg"
"verb_norming","2018_Jun_11_1400",902,15,"plod","lunka","pulsa","vingla","pulsa","vingla","lunka",3,1,0,"leg"
"verb_norming","2018_Jun_11_1400",902,16,"slip","halka","snava","ramla","ramla","halka","snava",2,1,0,"leg"
"verb_norming","2018_Jun_11_1400",902,17,"stagger","ragla","lunka","halka","lunka","halka","ragla",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,18,"crawl","kravla","huka","klättra","huka","kravla","klättra",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,19,"catch","fånga","krama","omfamna","krama","fånga","omfamna",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,20,"push","knuffa","kasta","klämma","kasta","knuffa","klämma",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,21,"dig","gräva","dränera","dika","dika","gräva","dränera",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,22,"click","klicka","klappa","klämma","klämma","klicka","klappa",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,23,"grasp","gripa","klämma","omfamna","klämma","gripa","omfamna",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,24,"skip","hoppa","kliva","strutta","kliva","strutta","hoppa",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,25,"stir","röra","sleva","vispa","sleva","vispa","röra",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,26,"slither","hasa","glida","trilla","glida","hasa","trilla",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,27,"wade","vada","pulsa","plöja","vada","pulsa","plöja",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,28,"scrape","skrapa","rispa","klösa","rispa","klösa","skrapa",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,29,"braid","fläta","knyta","binda","binda","knyta","fläta",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,30,"mount","gå uppför","ströva runt","kliva över","ströva runt","gå uppför","kliva över",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,31,"glide","glida","hasa","snava","hasa","snava","glida",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,32,"skim","skumma","vispa","sleva","skumma","sleva","vispa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,33,"file","fila","putsa","riva","riva","fila","putsa",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,34,"bash","slå","knuffa","trycka","slå","trycka","knuffa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,35,"chop","hacka","tälja","riva","tälja","riva","hacka",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,36,"skate","åka skridskor","åka skidor","åka kälke","åka kälke","åka skidor","åka skridskor",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,37,"rub","gnugga","riva","klappa","riva","klappa","gnugga",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,38,"pull","dra","slänga","släpa","dra","slänga","släpa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,39,"roam","ströva omkring","ta sig fram","luffa runt","ta sig fram","ströva omkring","luffa runt",2,3,0,"leg"
"verb_norming","2018_Jun_11_1400",902,40,"pinch","nypa","plocka","pensla","nypa","pensla","plocka",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,41,"delve","gräva","plöja","rensa","rensa","plöja","gräva",3,1,0,"arm"
"verb_norming","2018_Jun_11_1400",902,42,"pace","gå fram och tillbaka","luffa runt","rusa fram","luffa runt","rusa fram","gå fram och tillbaka",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,43,"leap","hoppa","stega","kliva","kliva","stega","hoppa",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,44,"slide","glida","ramla","hasa","hasa","ramla","glida",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,45,"walk","gå","promenera","marschera","marschera","gå","promenera",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,46,"squeeze","klämma","knuffa","knäppa","klämma","knäppa","knuffa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,47,"poke","peta","trycka","knuffa","knuffa","trycka","peta",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,48,"grate","riva","hugga","rispa","riva","rispa","hugga",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,49,"hack","hacka","skära","kåpa","hacka","kåpa","skära",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,50,"clap","klappa","knäppa","klämma","klämma","klappa","knäppa",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,51,"toss","slänga","fånga","gripa","slänga","gripa","fånga",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,52,"brush","borsta","skrubba","putsa","skrubba","borsta","putsa",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,53,"knock","knacka","krocka","klicka","krocka","knacka","klicka",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,54,"stroll","strosa","trava","marschera","marschera","trava","strosa",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,55,"clutch","gripa tag i","sätta ihop","dra ut","sätta ihop","dra ut","gripa tag i",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,56,"stomp","stampa","stiga","kliva","kliva","stiga","stampa",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,57,"snatch","rycka till sig","knuffa ifrån sig","plocka åt sig","rycka till sig","plocka åt sig","knuffa ifrån sig",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,58,"strut","svassa","lunka","strosa","strosa","lunka","svassa",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,59,"dance","dansa","snurra","svänga","dansa","snurra","svänga",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,60,"hike","vandra","flanera","lunka","lunka","vandra","flanera",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,61,"climb","klättra","kliva","krypa","krypa","klättra","kliva",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,62,"claw","klösa","nypa","rispa","rispa","klösa","nypa",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,63,"slap","smälla till","knäppa fast","klämma åt","klämma åt","smälla till","knäppa fast",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,64,"scuff","hasa sig fram","dra sig fram","kasta sig fram","dra sig fram","kasta sig fram","hasa sig fram",3,2,0,"leg"
"verb_norming","2018_Jun_11_1400",902,65,"wash","tvätta","skura","sopa","sopa","tvätta","skura",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,66,"flit","rusa","hasa","svassa","svassa","rusa","hasa",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,67,"clean","rengöra","rensa","plocka","rengöra","plocka","rensa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,68,"twine","tvinna","binda","knyta","tvinna","knyta","binda",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,69,"throw","kasta","greppa","träffa","träffa","greppa","kasta",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,70,"scratch","repa","riva","klösa","repa","klösa","riva",1,2,0,"arm"
"verb_norming","2018_Jun_11_1400",902,71,"march","marschera","trava","traska","marschera","trava","traska",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,72,"flee","fly","lyfta","flyga","fly","flyga","lyfta",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,73,"jog","jogga","spurta","rusa","rusa","jogga","spurta",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,74,"tiptoe","gå på tå","snava","sparka","gå på tå","snava","sparka",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,75,"scrub","skrubba","sopa","skrapa","skrapa","sopa","skrubba",3,1,0,"arm"
"verb_norming","2018_Jun_11_1400",902,76,"rush","rusa","springa","löpa","löpa","rusa","springa",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,77,"step","gå","klampa","traska","gå","traska","klampa",1,3,0,"leg"
"verb_norming","2018_Jun_11_1400",902,78,"prance","kråma sig","promenera","traska","traska","kråma sig","promenera",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,79,"wobble","vingla","ramla","glida","vingla","glida","ramla",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,80,"shake","skaka","röra","vispa","skaka","vispa","röra",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,81,"inch","röra sig långsamt framåt","dra sig snabbt tillbaka","hasa sig bakåt","dra sig snabbt tillbaka","hasa sig bakåt","röra sig långsamt framåt",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,82,"sneak","smyga","hasa","glida","smyga","hasa","glida",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,83,"switch","slå på/av","knäppa","nypa","nypa","slå på/av","knäppa",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,84,"stray","ströva","vandra","promenera","promenera","vandra","ströva",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,85,"ramble","ströva","strutta","spurta","strutta","spurta","ströva",3,2,0,"leg"
"verb_norming","2018_Jun_11_1400",902,86,"traipse","traska","stappla","vandra","traska","vandra","stappla",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,87,"trip","snubbla","stampa","stappla","stappla","snubbla","stampa",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,88,"sway","vingla","tassa","ramla","tassa","vingla","ramla",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,89,"run","springa","rusa","jogga","jogga","springa","rusa",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,90,"stride","kliva","tassa","lunka","lunka","kliva","tassa",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,91,"polish","polera","sopa","tvätta","sopa","polera","tvätta",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,92,"pluck","plocka","rensa","picka","plocka","picka","rensa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,93,"limp","halta","hasa","halka","hasa","halta","halka",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,94,"wrap","slå in","slå ihop","slå till","slå till","slå ihop","slå in",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,95,"wander","vandra","marschera","spatsera","vandra","spatsera","marschera",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,96,"scoop","skyffla","dika","skrapa","skrapa","skyffla","dika",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,97,"punch","slå","knuffa","kasta","kasta","knuffa","slå",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,98,"kick","sparka","knäa","tåa","sparka","tåa","knäa",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,99,"cut","skära","sticka","spetsa","skära","spetsa","sticka",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,100,"nip","nypa","peta","nudda","nypa","nudda","peta",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,101,"tread","trampa","stampa","klampa","klampa","trampa","stampa",2,2,1,"leg"
"verb_norming","2018_Jun_11_1400",902,102,"lift","lyfta","pressa","öka","öka","pressa","lyfta",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,103,"peel","skala","rensa","plocka","skala","plocka","rensa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,104,"stab","sticka","hacka","skära","sticka","hacka","skära",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,105,"pat","klappa","slå","borsta","slå","borsta","klappa",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,106,"kneel","knäböja","krypa","kräla","knäböja","kräla","krypa",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,107,"bounce","studsa","dunka","kasta","studsa","dunka","kasta",1,1,1,"leg"
"verb_norming","2018_Jun_11_1400",902,108,"grip","gripa om","hålla om","kasta om","kasta om","gripa om","hålla om",2,2,1,"arm"
"verb_norming","2018_Jun_11_1400",902,109,"seize","fånga","klämma","fästa","fånga","klämma","fästa",1,1,1,"arm"
"verb_norming","2018_Jun_11_1400",902,110,"creep","krypa","knäböja","klättra","klättra","knäböja","krypa",3,3,1,"leg"
"verb_norming","2018_Jun_11_1400",902,111,"wipe","torka","putsa","gnugga","putsa","gnugga","torka",3,3,1,"arm"
"verb_norming","2018_Jun_11_1400",902,112,"roll","vingla","snubbla","svassa","vingla","snubbla","svassa",1,3,0,"leg"
"verb_norming","2018_Jun_12_1246",903,1,"rub","gnugga","riva","klappa","klappa","riva","gnugga",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,2,"clutch","gripa tag i","sätta ihop","dra ut","dra ut","gripa tag i","sätta ihop",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,3,"jog","jogga","spurta","rusa","jogga","rusa","spurta",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,4,"creep","krypa","knäböja","klättra","krypa","klättra","knäböja",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,5,"hike","vandra","flanera","lunka","lunka","vandra","flanera",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,6,"dunk","dunka","dumpa","dunsa","dumpa","dunsa","dunka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,7,"click","klicka","klappa","klämma","klappa","klicka","klämma",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,8,"skip","hoppa","kliva","strutta","hoppa","kliva","strutta",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,9,"march","marschera","trava","traska","marschera","traska","trava",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,10,"wash","tvätta","skura","sopa","skura","tvätta","sopa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,11,"grasp","gripa","klämma","omfamna","omfamna","gripa","klämma",2,1,0,"arm"
"verb_norming","2018_Jun_12_1246",903,12,"throw","kasta","greppa","träffa","träffa","kasta","greppa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,13,"roam","ströva omkring","ta sig fram","luffa runt","luffa runt","ströva omkring","ta sig fram",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,14,"carve","tälja","hacka","riva","tälja","hacka","riva",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,15,"stumble","snubbla","glida","svaja","snubbla","glida","svaja",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,16,"switch","slå på/av","knäppa","nypa","nypa","knäppa","slå på/av",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,17,"knock","knacka","krocka","klicka","klicka","knacka","krocka",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,18,"toss","slänga","fånga","gripa","fånga","gripa","slänga",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,19,"stamp","stampa","kliva","skutta","skutta","kliva","stampa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,20,"dig","gräva","dränera","dika","dika","dränera","gräva",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,21,"sneak","smyga","hasa","glida","glida","hasa","smyga",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,22,"grate","riva","hugga","rispa","riva","hugga","rispa",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,23,"stomp","stampa","stiga","kliva","stampa","kliva","stiga",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,24,"plod","lunka","pulsa","vingla","pulsa","lunka","vingla",2,1,0,"leg"
"verb_norming","2018_Jun_12_1246",903,25,"clap","klappa","knäppa","klämma","klämma","knäppa","klappa",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,26,"climb","klättra","kliva","krypa","krypa","klättra","kliva",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,27,"claw","klösa","nypa","rispa","nypa","rispa","klösa",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,28,"whip","piska","klappa","slå","klappa","piska","slå",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,29,"push","knuffa","kasta","klämma","knuffa","kasta","klämma",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,30,"chop","hacka","tälja","riva","tälja","riva","hacka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,31,"twine","tvinna","binda","knyta","binda","tvinna","knyta",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,32,"wade","vada","pulsa","plöja","plöja","vada","pulsa",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,33,"sway","vingla","tassa","ramla","tassa","ramla","vingla",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,34,"stroll","strosa","trava","marschera","trava","strosa","marschera",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,35,"crawl","kravla","huka","klättra","huka","kravla","klättra",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,36,"mount","gå uppför","ströva runt","kliva över","kliva över","gå uppför","ströva runt",2,1,0,"leg"
"verb_norming","2018_Jun_12_1246",903,37,"scrape","skrapa","rispa","klösa","klösa","rispa","skrapa",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,38,"shake","skaka","röra","vispa","röra","skaka","vispa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,39,"trudge","släpa sig fram","kasta sig fram","ta sig fram","ta sig fram","kasta sig fram","släpa sig fram",3,1,0,"leg"
"verb_norming","2018_Jun_12_1246",903,40,"scrub","skrubba","sopa","skrapa","skrubba","sopa","skrapa",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,41,"flee","fly","lyfta","flyga","lyfta","fly","flyga",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,42,"squeeze","klämma","knuffa","knäppa","knuffa","klämma","knäppa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,43,"run","springa","rusa","jogga","springa","rusa","jogga",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,44,"wobble","vingla","ramla","glida","vingla","ramla","glida",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,45,"pace","gå fram och tillbaka","luffa runt","rusa fram","gå fram och tillbaka","rusa fram","luffa runt",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,46,"trot","trava","promenera","flanera","trava","flanera","promenera",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,47,"wrap","slå in","slå ihop","slå till","slå till","slå ihop","slå in",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,48,"hack","hacka","skära","kåpa","skära","kåpa","hacka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,49,"braid","fläta","knyta","binda","fläta","knyta","binda",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,50,"slither","hasa","glida","trilla","hasa","glida","trilla",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,51,"polish","polera","sopa","tvätta","tvätta","sopa","polera",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,52,"slip","halka","snava","ramla","ramla","halka","snava",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,53,"nip","nypa","peta","nudda","nypa","nudda","peta",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,54,"kick","sparka","knäa","tåa","knäa","tåa","sparka",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,55,"stir","röra","sleva","vispa","sleva","vispa","röra",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,56,"prance","kråma sig","promenera","traska","traska","kråma sig","promenera",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,57,"bind","binda","linda","vinda","linda","vinda","binda",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,58,"peel","skala","rensa","plocka","plocka","rensa","skala",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,59,"stagger","ragla","lunka","halka","ragla","lunka","halka",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,60,"pluck","plocka","rensa","picka","rensa","plocka","picka",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,61,"clean","rengöra","rensa","plocka","rengöra","rensa","plocka",1,2,0,"arm"
"verb_norming","2018_Jun_12_1246",903,62,"walk","gå","promenera","marschera","promenera","marschera","gå",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,63,"poke","peta","trycka","knuffa","trycka","peta","knuffa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,64,"roll","vingla","snubbla","svassa","vingla","snubbla","svassa",1,2,0,"leg"
"verb_norming","2018_Jun_12_1246",903,65,"ramble","ströva","strutta","spurta","strutta","ströva","spurta",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,66,"stab","sticka","hacka","skära","skära","hacka","sticka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,67,"stray","ströva","vandra","promenera","vandra","promenera","ströva",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,68,"scuff","hasa sig fram","dra sig fram","kasta sig fram","kasta sig fram","hasa sig fram","dra sig fram",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,69,"cut","skära","sticka","spetsa","skära","spetsa","sticka",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,70,"rush","rusa","springa","löpa","springa","rusa","löpa",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,71,"hop","skutta","kliva","studsa","skutta","kliva","studsa",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,72,"fold","vika ihop","knyta ihop","bunta ihop","bunta ihop","knyta ihop","vika ihop",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,73,"kneel","knäböja","krypa","kräla","krypa","kräla","knäböja",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,74,"grab","gripa tag i","fästa ihop","smälla till","gripa tag i","fästa ihop","smälla till",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,75,"tread","trampa","stampa","klampa","klampa","stampa","trampa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,76,"strut","svassa","lunka","strosa","strosa","svassa","lunka",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,77,"bounce","studsa","dunka","kasta","studsa","kasta","dunka",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,78,"bash","slå","knuffa","trycka","trycka","slå","knuffa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,79,"wander","vandra","marschera","spatsera","marschera","vandra","spatsera",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,80,"brush","borsta","skrubba","putsa","borsta","putsa","skrubba",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,81,"flit","rusa","hasa","svassa","hasa","svassa","rusa",3,1,0,"leg"
"verb_norming","2018_Jun_12_1246",903,82,"scratch","repa","riva","klösa","repa","klösa","riva",1,2,0,"arm"
"verb_norming","2018_Jun_12_1246",903,83,"wipe","torka","putsa","gnugga","torka","gnugga","putsa",1,1,1,"arm"
"verb_norming","2018_Jun_12_1246",903,84,"slap","smälla till","knäppa fast","klämma åt","klämma åt","knäppa fast","smälla till",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,85,"punch","slå","knuffa","kasta","knuffa","kasta","slå",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,86,"skate","åka skridskor","åka skidor","åka kälke","åka kälke","åka skidor","åka skridskor",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,87,"pat","klappa","slå","borsta","borsta","klappa","slå",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,88,"slide","glida","ramla","hasa","ramla","hasa","glida",3,3,1,"leg"
