word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,date,frameRate,expName,session,participant,
STRIDE,kliva,tassa,lunka,1,kliva,tassa,lunka,Arm,arm,0,1,1,88,0,1,1,1,,,,,,,,,,,,,1,5.278,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
STRIDE,kliva,tassa,lunka,1,kliva,tassa,lunka,,,0,1,1,88,,,,,,,,,,,,,,,,,,,1,1,11.1197827807,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
KICK,sparka,knäa,tåa,2,knäa,sparka,tåa,Leg,leg,0,2,2,36,0,0,0,0,,,,,,,,,,,,,7,8.261,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
KICK,sparka,knäa,tåa,2,knäa,sparka,tåa,Arm,arm,0,2,2,36,0,1,1,1,,,,,,,,,,,,,1,3.467,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
KICK,sparka,knäa,tåa,2,knäa,sparka,tåa,,,0,2,2,36,,,,,,,,,,,,,,,,,,,2,1,5.2665366206,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,Leg,leg,0,3,3,49,0,0,0,0,,,,,,,,,,,,,5,19.629,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,Arm,arm,0,3,3,49,0,1,1,1,,,,,,,,,,,,,7,26.259,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,,,0,3,3,49,,,,,,,,,,,,,,,,,,,1,1,8.70468821738,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
MOUNT,gå uppför,ströva runt,kliva över,3,ströva runt,kliva över,gå uppför,Leg,leg,0,4,4,43,0,0,0,0,,,,,,,,,,,,,1,16.459,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
MOUNT,gå uppför,ströva runt,kliva över,3,ströva runt,kliva över,gå uppför,Arm,arm,0,4,4,43,0,1,1,1,,,,,,,,,,,,,7,1.906,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
MOUNT,gå uppför,ströva runt,kliva över,3,ströva runt,kliva över,gå uppför,,,0,4,4,43,,,,,,,,,,,,,,,,,,,3,1,16.3189472669,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FLEE,fly,lyfta,flyga,1,fly,lyfta,flyga,Leg,leg,0,5,5,22,0,0,0,0,,,,,,,,,,,,,5,20.856,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FLEE,fly,lyfta,flyga,1,fly,lyfta,flyga,Arm,arm,0,5,5,22,0,1,1,1,,,,,,,,,,,,,3,5.917,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FLEE,fly,lyfta,flyga,1,fly,lyfta,flyga,,,0,5,5,22,,,,,,,,,,,,,,,,,,,1,1,3.13649068433,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,Leg,leg,0,6,6,29,0,0,0,0,,,,,,,,,,,,,2,9.348,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,Arm,arm,0,6,6,29,0,1,1,1,,,,,,,,,,,,,7,1.773,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,,,0,6,6,29,,,,,,,,,,,,,,,,,,,3,1,2.80111604656,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,Leg,leg,0,7,7,85,0,0,0,0,,,,,,,,,,,,,1,4.689,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,Arm,arm,0,7,7,85,0,1,1,1,,,,,,,,,,,,,7,2.545,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,,,0,7,7,85,,,,,,,,,,,,,,,,,,,3,1,3.00238887541,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SEIZE,fånga,klämma,fästa,3,fästa,klämma,fånga,Leg,leg,0,8,8,68,0,0,0,0,,,,,,,,,,,,,1,8.526,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SEIZE,fånga,klämma,fästa,3,fästa,klämma,fånga,Arm,arm,0,8,8,68,0,1,1,1,,,,,,,,,,,,,6,5.143,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SEIZE,fånga,klämma,fästa,3,fästa,klämma,fånga,,,0,8,8,68,,,,,,,,,,,,,,,,,,,3,1,4.00879885321,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CATCH,fånga,krama,omfamna,2,omfamna,fånga,krama,Leg,leg,0,9,9,6,0,0,0,0,,,,,,,,,,,,,1,6.818,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CATCH,fånga,krama,omfamna,2,omfamna,fånga,krama,Arm,arm,0,9,9,6,0,1,1,1,,,,,,,,,,,,,7,2.394,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CATCH,fånga,krama,omfamna,2,omfamna,fånga,krama,,,0,9,9,6,,,,,,,,,,,,,,,,,,,2,1,1.62642745776,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,Leg,leg,0,10,10,57,0,0,0,0,,,,,,,,,,,,,4,9.581,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,Arm,arm,0,10,10,57,0,1,1,1,,,,,,,,,,,,,4,2.292,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,,,0,10,10,57,,,,,,,,,,,,,,,,,,,3,1,9.10726390396,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WANDER,vandra,marschera,spatsera,1,vandra,spatsera,marschera,Leg,leg,0,11,11,106,0,0,0,0,,,,,,,,,,,,,7,4.0,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WANDER,vandra,marschera,spatsera,1,vandra,spatsera,marschera,Arm,arm,0,11,11,106,0,1,1,1,,,,,,,,,,,,,1,3.115,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WANDER,vandra,marschera,spatsera,1,vandra,spatsera,marschera,,,0,11,11,106,,,,,,,,,,,,,,,,,,,2,0,5.93632299682,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
BOUNCE,studsa,dunka,kasta,2,dunka,studsa,kasta,Leg,leg,0,12,12,2,0,0,0,0,,,,,,,,,,,,,7,8.075,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
BOUNCE,studsa,dunka,kasta,2,dunka,studsa,kasta,Arm,arm,0,12,12,2,0,1,1,1,,,,,,,,,,,,,1,2.476,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
BOUNCE,studsa,dunka,kasta,2,dunka,studsa,kasta,,,0,12,12,2,,,,,,,,,,,,,,,,,,,2,1,2.58330007768,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TIPTOE,gå på tå,snava,sparka,2,sparka,gå på tå,snava,Leg,leg,0,13,13,95,0,0,0,0,,,,,,,,,,,,,7,5.575,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TIPTOE,gå på tå,snava,sparka,2,sparka,gå på tå,snava,Arm,arm,0,13,13,95,0,1,1,1,,,,,,,,,,,,,1,2.425,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TIPTOE,gå på tå,snava,sparka,2,sparka,gå på tå,snava,,,0,13,13,95,,,,,,,,,,,,,,,,,,,2,1,2.41541105173,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
HIKE,vandra,flanera,lunka,2,lunka,vandra,flanera,Leg,leg,0,14,14,31,0,0,0,0,,,,,,,,,,,,,7,6.684,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
HIKE,vandra,flanera,lunka,2,lunka,vandra,flanera,Arm,arm,0,14,14,31,0,1,1,1,,,,,,,,,,,,,1,1.841,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
HIKE,vandra,flanera,lunka,2,lunka,vandra,flanera,,,0,14,14,31,,,,,,,,,,,,,,,,,,,2,1,1.79486213984,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
GRAB,gripa tag i,fästa ihop,smälla till,2,smälla till,gripa tag i,fästa ihop,Leg,leg,0,15,15,26,0,0,0,0,,,,,,,,,,,,,1,4.72,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
GRAB,gripa tag i,fästa ihop,smälla till,2,smälla till,gripa tag i,fästa ihop,Arm,arm,0,15,15,26,0,1,1,1,,,,,,,,,,,,,7,2.292,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
GRAB,gripa tag i,fästa ihop,smälla till,2,smälla till,gripa tag i,fästa ihop,,,0,15,15,26,,,,,,,,,,,,,,,,,,,2,1,2.80103109647,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PINCH,nypa,plocka,pensla,2,pensla,nypa,plocka,Leg,leg,0,16,16,48,0,0,0,0,,,,,,,,,,,,,2,9.485,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PINCH,nypa,plocka,pensla,2,pensla,nypa,plocka,Arm,arm,0,16,16,48,0,1,1,1,,,,,,,,,,,,,7,4.708,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PINCH,nypa,plocka,pensla,2,pensla,nypa,plocka,,,0,16,16,48,,,,,,,,,,,,,,,,,,,2,1,2.78435480213,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
DELVE,gräva,plöja,rensa,3,plöja,rensa,gräva,Leg,leg,0,17,17,18,0,0,0,0,,,,,,,,,,,,,1,12.316,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
DELVE,gräva,plöja,rensa,3,plöja,rensa,gräva,Arm,arm,0,17,17,18,0,1,1,1,,,,,,,,,,,,,5,2.845,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
DELVE,gräva,plöja,rensa,3,plöja,rensa,gräva,,,0,17,17,18,,,,,,,,,,,,,,,,,,,2,0,9.45821325079,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
DUNK,dunka,dumpa,dunsa,3,dunsa,dumpa,dunka,Leg,leg,0,18,18,20,0,0,0,0,,,,,,,,,,,,,1,6.768,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
DUNK,dunka,dumpa,dunsa,3,dunsa,dumpa,dunka,Arm,arm,0,18,18,20,0,1,1,1,,,,,,,,,,,,,7,1.388,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
DUNK,dunka,dumpa,dunsa,3,dunsa,dumpa,dunka,,,0,18,18,20,,,,,,,,,,,,,,,,,,,3,1,2.06321076551,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SHAKE,skaka,röra,vispa,1,skaka,röra,vispa,Leg,leg,0,19,19,69,0,0,0,0,,,,,,,,,,,,,1,13.208,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SHAKE,skaka,röra,vispa,1,skaka,röra,vispa,Arm,arm,0,19,19,69,0,1,1,1,,,,,,,,,,,,,7,1.337,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SHAKE,skaka,röra,vispa,1,skaka,röra,vispa,,,0,19,19,69,,,,,,,,,,,,,,,,,,,1,1,4.86393604167,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
LEAP,hoppa,stega,kliva,2,stega,hoppa,kliva,Leg,leg,0,20,20,39,0,0,0,0,,,,,,,,,,,,,7,8.781,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
LEAP,hoppa,stega,kliva,2,stega,hoppa,kliva,Arm,arm,0,20,20,39,0,1,1,1,,,,,,,,,,,,,1,1.405,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
LEAP,hoppa,stega,kliva,2,stega,hoppa,kliva,,,0,20,20,39,,,,,,,,,,,,,,,,,,,2,1,9.44261957614,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FOLD,vika ihop,knyta ihop,bunta ihop,3,bunta ihop,knyta ihop,vika ihop,Leg,leg,0,21,21,24,0,0,0,0,,,,,,,,,,,,,3,9.449,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FOLD,vika ihop,knyta ihop,bunta ihop,3,bunta ihop,knyta ihop,vika ihop,Arm,arm,0,21,21,24,0,1,1,1,,,,,,,,,,,,,7,0.984,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FOLD,vika ihop,knyta ihop,bunta ihop,3,bunta ihop,knyta ihop,vika ihop,,,0,21,21,24,,,,,,,,,,,,,,,,,,,3,1,2.85144679873,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,Leg,leg,0,22,22,101,0,0,0,0,,,,,,,,,,,,,7,7.839,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,Arm,arm,0,22,22,101,0,1,1,1,,,,,,,,,,,,,1,2.09,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,,,0,22,22,101,,,,,,,,,,,,,,,,,,,1,0,5.85338800694,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TROT,trava,promenera,flanera,2,promenera,trava,flanera,Leg,leg,0,23,23,100,0,0,0,0,,,,,,,,,,,,,7,11.144,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TROT,trava,promenera,flanera,2,promenera,trava,flanera,Arm,arm,0,23,23,100,0,1,1,1,,,,,,,,,,,,,1,1.302,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TROT,trava,promenera,flanera,2,promenera,trava,flanera,,,0,23,23,100,,,,,,,,,,,,,,,,,,,1,0,5.81998681891,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PRANCE,kråma sig,promenera,traska,1,kråma sig,traska,promenera,Leg,leg,0,24,24,53,0,0,0,0,,,,,,,,,,,,,7,6.801,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PRANCE,kråma sig,promenera,traska,1,kråma sig,traska,promenera,Arm,arm,0,24,24,53,0,1,1,1,,,,,,,,,,,,,1,1.957,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PRANCE,kråma sig,promenera,traska,1,kråma sig,traska,promenera,,,0,24,24,53,,,,,,,,,,,,,,,,,,,2,0,2.86833882677,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,Leg,leg,0,25,25,79,0,0,0,0,,,,,,,,,,,,,7,5.593,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,Arm,arm,0,25,25,79,0,1,1,1,,,,,,,,,,,,,1,3.232,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,,,0,25,25,79,,,,,,,,,,,,,,,,,,,2,1,4.6460750295,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FILE,fila,putsa,riva,2,riva,fila,putsa,Leg,leg,0,26,26,21,0,0,0,0,,,,,,,,,,,,,1,25.887,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FILE,fila,putsa,riva,2,riva,fila,putsa,Arm,arm,0,26,26,21,0,1,1,1,,,,,,,,,,,,,4,3.585,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
FILE,fila,putsa,riva,2,riva,fila,putsa,,,0,26,26,21,,,,,,,,,,,,,,,,,,,2,1,6.59156789408,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WRAP,slå in,slå ihop,slå till,2,slå ihop,slå in,slå till,Leg,leg,0,27,27,111,0,0,0,0,,,,,,,,,,,,,3,15.758,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WRAP,slå in,slå ihop,slå till,2,slå ihop,slå in,slå till,Arm,arm,0,27,27,111,0,1,1,1,,,,,,,,,,,,,7,1.992,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WRAP,slå in,slå ihop,slå till,2,slå ihop,slå in,slå till,,,0,27,27,111,,,,,,,,,,,,,,,,,,,2,1,9.02306730655,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
POKE,peta,trycka,knuffa,2,trycka,peta,knuffa,Leg,leg,0,28,28,51,0,0,0,0,,,,,,,,,,,,,3,35.848,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
POKE,peta,trycka,knuffa,2,trycka,peta,knuffa,Arm,arm,0,28,28,51,0,1,1,1,,,,,,,,,,,,,7,1.503,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
POKE,peta,trycka,knuffa,2,trycka,peta,knuffa,,,0,28,28,51,,,,,,,,,,,,,,,,,,,2,1,1.64402713977,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
RUN,springa,rusa,jogga,2,rusa,springa,jogga,Leg,leg,0,29,29,61,0,0,0,0,,,,,,,,,,,,,7,8.161,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
RUN,springa,rusa,jogga,2,rusa,springa,jogga,Arm,arm,0,29,29,61,0,1,1,1,,,,,,,,,,,,,2,9.288,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
RUN,springa,rusa,jogga,2,rusa,springa,jogga,,,0,29,29,61,,,,,,,,,,,,,,,,,,,2,1,6.77597832864,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CARVE,tälja,hacka,riva,3,riva,hacka,tälja,Leg,leg,0,30,30,5,0,0,0,0,,,,,,,,,,,,,1,5.558,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CARVE,tälja,hacka,riva,3,riva,hacka,tälja,Arm,arm,0,30,30,5,0,1,1,1,,,,,,,,,,,,,7,2.158,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CARVE,tälja,hacka,riva,3,riva,hacka,tälja,,,0,30,30,5,,,,,,,,,,,,,,,,,,,3,1,4.72997133824,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
JOG,jogga,spurta,rusa,1,jogga,rusa,spurta,Leg,leg,0,31,31,34,0,0,0,0,,,,,,,,,,,,,7,6.799,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
JOG,jogga,spurta,rusa,1,jogga,rusa,spurta,Arm,arm,0,31,31,34,0,1,1,1,,,,,,,,,,,,,1,1.521,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
JOG,jogga,spurta,rusa,1,jogga,rusa,spurta,,,0,31,31,34,,,,,,,,,,,,,,,,,,,1,1,1.6607528237,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TRIP,snubbla,stampa,stappla,1,snubbla,stappla,stampa,Leg,leg,0,32,32,99,0,0,0,0,,,,,,,,,,,,,7,4.974,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TRIP,snubbla,stampa,stappla,1,snubbla,stappla,stampa,Arm,arm,0,32,32,99,0,1,1,1,,,,,,,,,,,,,1,2.897,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
TRIP,snubbla,stampa,stappla,1,snubbla,stappla,stampa,,,0,32,32,99,,,,,,,,,,,,,,,,,,,1,1,3.94156935601,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CLICK,klicka,klappa,klämma,1,klicka,klappa,klämma,Leg,leg,0,33,33,11,0,0,0,0,,,,,,,,,,,,,1,11.129,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CLICK,klicka,klappa,klämma,1,klicka,klappa,klämma,Arm,arm,0,33,33,11,0,1,1,1,,,,,,,,,,,,,7,2.679,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CLICK,klicka,klappa,klämma,1,klicka,klappa,klämma,,,0,33,33,11,,,,,,,,,,,,,,,,,,,1,1,1.56064882899,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SLIDE,glida,ramla,hasa,2,hasa,glida,ramla,Leg,leg,0,34,34,74,0,0,0,0,,,,,,,,,,,,,5,14.416,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SLIDE,glida,ramla,hasa,2,hasa,glida,ramla,Arm,arm,0,34,34,74,0,1,1,1,,,,,,,,,,,,,2,1.435,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SLIDE,glida,ramla,hasa,2,hasa,glida,ramla,,,0,34,34,74,,,,,,,,,,,,,,,,,,,2,1,2.70060034027,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka kälke,åka skidor,Leg,leg,0,35,35,70,0,0,0,0,,,,,,,,,,,,,7,7.003,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka kälke,åka skidor,Arm,arm,0,35,35,70,0,1,1,1,,,,,,,,,,,,,1,1.807,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka kälke,åka skidor,,,0,35,35,70,,,,,,,,,,,,,,,,,,,1,1,16.4529704476,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,Leg,leg,0,36,36,89,0,0,0,0,,,,,,,,,,,,,7,2.774,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,Arm,arm,0,36,36,89,0,1,1,1,,,,,,,,,,,,,1,3.835,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,,,0,36,36,89,,,,,,,,,,,,,,,,,,,3,1,2.91859411166,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WOBBLE,vingla,ramla,glida,2,ramla,vingla,glida,Leg,leg,0,37,37,110,0,0,0,0,,,,,,,,,,,,,7,6.648,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WOBBLE,vingla,ramla,glida,2,ramla,vingla,glida,Arm,arm,0,37,37,110,0,1,1,1,,,,,,,,,,,,,1,2.76,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
WOBBLE,vingla,ramla,glida,2,ramla,vingla,glida,,,0,37,37,110,,,,,,,,,,,,,,,,,,,2,1,3.63967453449,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CLEAN,rengöra,rensa,plocka,1,rengöra,rensa,plocka,Leg,leg,0,38,38,10,0,0,0,0,,,,,,,,,,,,,1,6.265,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CLEAN,rengöra,rensa,plocka,1,rengöra,rensa,plocka,Arm,arm,0,38,38,10,0,1,1,1,,,,,,,,,,,,,7,0.683,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
CLEAN,rengöra,rensa,plocka,1,rengöra,rensa,plocka,,,0,38,38,10,,,,,,,,,,,,,,,,,,,1,1,2.31476653741,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PLUCK,plocka,rensa,picka,1,plocka,rensa,picka,Leg,leg,0,39,39,50,0,0,0,0,,,,,,,,,,,,,1,2.726,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PLUCK,plocka,rensa,picka,1,plocka,rensa,picka,Arm,arm,0,39,39,50,0,1,1,1,,,,,,,,,,,,,7,1.002,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
PLUCK,plocka,rensa,picka,1,plocka,rensa,picka,,,0,39,39,50,,,,,,,,,,,,,,,,,,,3,0,9.09042363619,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
ROAM,ströva omkring,ta sig fram,luffa runt,2,ta sig fram,ströva omkring,luffa runt,Leg,leg,0,40,40,58,0,0,0,0,,,,,,,,,,,,,7,2.875,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
ROAM,ströva omkring,ta sig fram,luffa runt,2,ta sig fram,ströva omkring,luffa runt,Arm,arm,0,40,40,58,0,1,1,1,,,,,,,,,,,,,1,1.939,,,,2018_Jun_19_1257,59.6199809192,verb_norming,001,911,
