item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_13.keys,key_resp_13.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,1374.88619845,,,,,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.77385522423,,,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
2,training,like,thank,stare,yell,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,space,28.41008765,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
3,training,lick,ruin,chew,soothe,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,space,6.13702540048,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
1,training,wait,bless,blush,sigh,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,space,10.1297819497,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
4,training,save,look,stay,print,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,space,6.9769033764,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,p,7.71493012972,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
3,training,lick,ruin,chew,soothe,,,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,space,5.40147121111,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
1,training,wait,bless,blush,sigh,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,space,4.81362802334,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
4,training,save,look,stay,print,,,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,space,4.09279068628,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
2,training,like,thank,stare,yell,,,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,space,6.18878013857,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,s,3.53888381399,space,7.24579411263,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
,leg,roll,climb,bounce,dance,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,space,6.97691443933,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
,arm,pinch,push,skim,twine,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,space,7.81546604946,,,,,2018_Jun_21_1543,59.6537176097,sheb_replic_pilot_control,001,915,
