item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_13.keys,key_resp_13.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,arm,chop,dunk,push,catch,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,space,13.5854096724,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,slither,march,slip,skate,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,4,4,4,,,,,space,17.5585156802,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,step,kick,crawl,inch,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,5,5,5,,,,,space,7.61421955584,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,scoop,click,clap,scrub,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,6,6,6,,,,,space,20.5619120508,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,dance,climb,jump,trip,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,7,7,7,,,,,space,16.3185650216,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,jog,stomp,skip,wade,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,8,8,8,,,,,space,32.1671712887,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,delve,peel,skim,carve,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,9,9,9,,,,,space,7.74890485223,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,scrape,polish,wrap,file,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,10,10,10,,,,,space,18.8509903644,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,plod,bounce,trek,stagger,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,11,11,11,,,,,space,8.9891158887,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,tiptoe,run,glide,stroll,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,12,12,12,,,,,space,18.4988041978,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,scratch,pat,clean,rub,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,13,13,13,,,,,space,10.7673446633,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,switch,lift,clutch,punch,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,14,14,14,,,,,space,23.8822914201,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,creep,traipse,stumble,scuff,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,15,15,15,,,,,space,21.6015037119,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,shake,cut,braid,grate,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,16,16,16,,,,,space,14.6244260525,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,hack,twine,tug,snatch,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,17,17,17,,,,,space,9.71142387187,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,seize,wipe,pinch,pull,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,18,18,18,,,,,space,21.1989377847,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,ramble,flee,mount,kneel,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,19,19,19,,,,,space,15.4464326848,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,hike,rush,stamp,trot,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,20,20,20,,,,,space,19.3540570152,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,roam,roll,sneak,wander,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,21,21,21,,,,,space,15.7829677309,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,fold,knock,poke,whip,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,22,22,22,,,,,space,8.43610923543,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,sway,flit,leap,limp,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,23,23,23,,,,,space,7.04420734297,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,slap,stir,toss,wash,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,24,24,24,,,,,space,24.4023256999,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,claw,nip,bind,squeeze,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,25,25,25,,,,,space,9.34191605718,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,trudge,slide,wobble,strut,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,26,26,26,,,,,space,17.5275050307,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,stride,stray,sprint,prance,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,27,27,27,,,,,space,32.4536691352,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,,,,,,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,stir,file,pull,whip,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,0,0,0,,,,,space,5.58533262582,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,stray,jump,scuff,ramble,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,1,1,1,,,,,space,15.3793587118,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,hop,stamp,roll,trip,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,2,2,2,,,,,space,19.7566344006,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,stroll,slide,roam,slip,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,3,3,3,,,,,space,9.12356174808,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,snatch,rub,clean,bind,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,4,4,4,,,,,space,7.96570677184,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,stomp,jog,limp,run,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,5,5,5,,,,,space,21.2000255241,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,pinch,scratch,poke,dunk,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,6,6,6,,,,,space,21.6019620401,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,kick,pace,mount,creep,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,7,7,7,,,,,space,10.0293417023,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,flit,trudge,sprint,leap,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,8,8,8,,,,,space,22.6244959871,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,inch,walk,kneel,hike,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,9,9,9,,,,,space,7.11118688454,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,peel,switch,click,lift,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,10,10,10,,,,,space,22.8759218424,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,bash,punch,throw,clutch,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,11,11,11,,,,,space,13.7190368626,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,wander,glide,crawl,bounce,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,12,12,12,,,,,space,12.6121614248,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,hack,skim,cut,tug,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,13,13,13,,,,,space,16.0333560259,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,carve,braid,scoop,shake,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,14,14,14,,,,,space,21.0644504387,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,dance,skate,wade,sneak,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,15,15,15,,,,,space,20.6459998807,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,strut,trot,flee,prance,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,16,16,16,,,,,space,13.8531243567,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,dig,scrape,catch,scrub,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,17,17,17,,,,,space,16.9224354458,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,knock,grip,polish,grate,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,18,18,18,,,,,space,8.85547249892,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,stumble,tread,traipse,tiptoe,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,19,19,19,,,,,space,16.2342144431,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,twine,grasp,wash,brush,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,20,20,20,,,,,space,9.057219915,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,grab,wrap,delve,slap,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,21,21,21,,,,,space,9.35952139465,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,climb,wobble,step,rush,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,22,22,22,,,,,space,14.7933464958,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,nip,pat,wipe,stab,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,23,23,23,,,,,space,7.09469773448,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,claw,chop,toss,push,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,24,24,24,,,,,space,18.2310899086,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,plod,march,slither,skip,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,25,25,25,,,,,space,7.17830510993,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,trek,stagger,sway,stride,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,26,26,26,,,,,space,15.3123044943,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,clap,seize,fold,squeeze,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,0,27,27,27,,,,,space,13.4513688014,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,,,,,,0.3,0.4,0.7,1,0,1,0,,,,,0,1,1,2,,,,,,,,,,,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,hop,rush,run,step,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,0,0,0,,,,,space,9.05675526495,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,clean,brush,punch,braid,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,1,1,1,,,,,space,12.3780828997,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,pull,knock,pat,rub,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,2,2,2,,,,,space,7.54716691881,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,mount,slither,trek,slide,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,3,3,3,,,,,space,12.5961313932,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,slip,roam,jog,trip,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,4,4,4,,,,,space,18.1297946176,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,skim,scrub,seize,slap,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,5,5,5,,,,,space,13.7189088468,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,stab,wrap,twine,delve,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,6,6,6,,,,,space,19.5554140621,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,skate,strut,crawl,kick,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,7,7,7,,,,,space,10.5666253249,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,claw,grate,tug,catch,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,8,8,8,,,,,space,12.4441042981,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,bounce,sneak,walk,limp,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,9,9,9,,,,,space,12.5618816272,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,fold,chop,squeeze,shake,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,10,10,10,,,,,space,11.5724338456,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,pace,stride,kneel,leap,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,11,11,11,,,,,space,11.7401085053,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,plod,stray,creep,ramble,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,12,12,12,,,,,space,10.7503051241,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,file,grab,lift,bash,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,13,13,13,,,,,space,18.6330900374,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,stir,grasp,clutch,switch,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,14,14,14,,,,,space,5.83685212236,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,scoop,cut,dig,scratch,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,15,15,15,,,,,space,6.50746383651,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,trudge,tread,flee,hike,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,16,16,16,,,,,space,17.3080744404,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,throw,pinch,nip,wipe,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,17,17,17,,,,,space,13.6686484097,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,peel,wash,snatch,grip,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,18,18,18,,,,,space,27.2201990804,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,sprint,climb,wander,stomp,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,19,19,19,,,,,space,7.11146464728,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,roll,skip,wobble,inch,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,20,20,20,,,,,space,21.3324788408,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,stamp,stroll,tiptoe,dance,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,21,21,21,,,,,space,23.3456182434,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,clap,dunk,bind,hack,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,22,22,22,,,,,space,19.757439636,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,stumble,trot,march,stagger,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,23,23,23,,,,,space,8.53678420285,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,scuff,glide,prance,sway,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,24,24,24,,,,,space,23.4464623181,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,wade,jump,flit,traipse,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,25,25,25,,,,,space,14.9769373951,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,click,push,toss,polish,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,26,26,26,,,,,space,24.519802745,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,whip,carve,scrape,poke,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,0,27,27,27,,,,,space,26.9345902328,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,,,,,,0.4,0.4,0.8,1,0,1,0,,,,,0,2,2,3,,,,,,,,,,,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,claw,catch,push,lift,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,0,0,0,,,,,space,12.3104589328,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,sway,rush,kick,glide,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,1,1,1,,,,,space,19.1696561392,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,sprint,kneel,wade,slip,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,2,2,2,,,,,space,12.8812661082,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,dig,bind,click,grasp,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,3,3,3,,,,,space,19.4721287017,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,fold,file,stir,polish,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,4,4,4,,,,,space,5.68474205403,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,walk,limp,sneak,stomp,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,5,5,5,,,,,space,22.0207069556,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,braid,tug,grab,wipe,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,6,6,6,,,,,space,14.8424536051,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,inch,trot,trek,climb,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,7,7,7,,,,,space,11.1196339537,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,step,ramble,stroll,slide,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,8,8,8,,,,,space,21.4170696465,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,cut,snatch,switch,throw,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,9,9,9,,,,,space,12.9806830435,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,carve,squeeze,pat,bash,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,10,10,10,,,,,space,12.1090078497,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,crawl,traipse,flee,stray,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,11,11,11,,,,,space,24.6705366431,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,scuff,tiptoe,prance,mount,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,12,12,12,,,,,space,23.6139801188,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,stumble,creep,wander,trip,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,13,13,13,,,,,space,12.293541878,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,slap,scrub,skim,grate,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,14,14,14,,,,,space,7.98356577031,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,run,flit,roll,march,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,15,15,15,,,,,space,25.7105427753,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,leap,skip,hike,hop,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,16,16,16,,,,,space,14.5911206008,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,toss,delve,twine,whip,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,17,17,17,,,,,space,21.2324850441,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,trudge,plod,bounce,slither,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,18,18,18,,,,,space,11.9580819278,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,arm,brush,chop,poke,clean,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,19,19,19,,,,,space,14.6077926871,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
,leg,jump,stagger,tread,skate,0.2,0.4,0.6,1,0,1,0,,,,,0,3,3,1,0,20,20,20,,,,,space,11.20361945,,,,,,,2018_Jun_20_1145,60.0144882516,sheb_replic_pilot_control,001,913,
