item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_13.keys,key_resp_13.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,arm,clap,grate,snatch,lift,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,3,3,3,,,,,space,25.7775344373,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,scoop,peel,rub,poke,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,4,4,4,,,,,space,10.5156410017,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,glide,dance,strut,kick,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,5,5,5,,,,,space,11.3205482786,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,grab,polish,catch,scrape,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,6,6,6,,,,,space,15.2280871095,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,roll,crawl,skate,plod,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,7,7,7,,,,,space,24.1512807707,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,hack,grasp,shake,bind,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,8,8,8,,,,,space,31.7642703842,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,run,rush,kneel,stomp,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,9,9,9,,,,,space,3.62324968708,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,nip,wrap,toss,claw,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,10,10,10,,,,,space,12.5964485637,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,file,grip,stab,knock,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,11,11,11,,,,,space,12.9974729116,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,scrub,dig,twine,chop,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,12,12,12,,,,,space,13.2326047343,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,pace,stumble,bounce,tread,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,13,13,13,,,,,space,25.357784902,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,switch,click,fold,clutch,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,14,14,14,,,,,space,18.8837894946,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,ramble,slither,climb,creep,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,15,15,15,,,,,space,16.0332701693,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,stride,slip,wander,hike,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,16,16,16,,,,,space,5.35007838873,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,stir,slap,braid,throw,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,17,17,17,,,,,space,4.96451922104,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,stamp,jog,trot,scuff,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,18,18,18,,,,,space,10.8006595084,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,walk,march,trip,trudge,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,19,19,19,,,,,space,6.64127632976,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,traipse,inch,flit,flee,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,20,20,20,,,,,space,36.4609948889,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,seize,wipe,pinch,clean,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,21,21,21,,,,,space,18.2636536261,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,tiptoe,hop,mount,stroll,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,22,22,22,,,,,space,16.7211467039,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,pull,scratch,whip,pat,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,23,23,23,,,,,space,73.5055930993,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,roam,stagger,prance,step,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,24,24,24,,,,,space,5.87008766579,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,wash,tug,delve,dunk,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,25,25,25,,,,,space,18.0456847477,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,cut,skim,push,punch,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,26,26,26,,,,,space,12.5616805533,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,sway,sneak,stray,sprint,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,0,27,27,27,,,,,space,33.2400587757,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,,,,,,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,2,,,,,,,,,,,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,walk,jog,roam,stomp,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,space,4.84722178322,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,braid,squeeze,fold,peel,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,1,1,1,,,,,space,13.3666435399,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,scuff,stamp,trudge,march,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,2,2,2,,,,,space,21.6023854039,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,kick,dance,wobble,mount,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,3,3,3,,,,,space,4.1925865753,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,wash,claw,wipe,twine,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,4,4,4,,,,,space,18.3978117533,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,clutch,cut,switch,pull,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,5,5,5,,,,,space,21.0304167246,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,limp,slither,flit,traipse,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,6,6,6,,,,,space,31.9486320692,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,roll,hop,rush,slip,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,7,7,7,,,,,space,4.62914820212,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,sway,slide,trek,crawl,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,8,8,8,,,,,space,6.22300132439,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,knock,grab,hack,lift,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,9,9,9,,,,,space,3.48777151581,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,creep,stroll,kneel,skate,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,10,10,10,,,,,space,4.37783013351,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,scratch,wrap,grip,polish,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,11,11,11,,,,,space,9.10686786441,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,grasp,rub,catch,chop,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,12,12,12,,,,,space,20.023975336,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,prance,stumble,sneak,wander,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,13,13,13,,,,,space,32.3678798219,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,inch,strut,wade,flee,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,14,14,14,,,,,space,6.54109284324,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,punch,carve,tug,bind,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,15,15,15,,,,,space,11.3207284463,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,brush,slap,stir,skim,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,16,16,16,,,,,space,14.0710457152,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,whip,scrape,pat,throw,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,17,17,17,,,,,space,10.0962691863,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,climb,leap,bounce,skip,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,18,18,18,,,,,space,10.3311607854,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,clean,scoop,clap,dig,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,19,19,19,,,,,space,14.3896441531,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,scrub,delve,stab,grate,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,20,20,20,,,,,space,15.9826466154,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,tiptoe,stagger,step,jump,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,21,21,21,,,,,space,5.85325028764,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,bash,seize,push,click,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,22,22,22,,,,,space,27.3871704038,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,toss,snatch,poke,pinch,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,23,23,23,,,,,space,5.28297542134,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,dunk,nip,file,shake,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,24,24,24,,,,,space,16.3014271965,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,sprint,run,glide,ramble,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,25,25,25,,,,,space,26.3808546584,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,stride,tread,pace,stray,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,26,26,26,,,,,space,16.653686562,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,trip,hike,trot,plod,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,27,27,27,,,,,space,14.3399190668,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,,,,,,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,march,slide,sway,slip,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,0,0,0,,,,,space,5.56809705031,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,stir,dig,file,catch,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,1,1,1,,,,,space,5.2328773564,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,stamp,roll,tread,hike,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,2,2,2,,,,,space,6.44079793724,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,nip,push,throw,chop,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,3,3,3,,,,,space,14.1716946348,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,bounce,stagger,kick,skate,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,4,4,4,,,,,space,21.9198020843,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,bash,braid,delve,click,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,5,5,5,,,,,space,6.07135152605,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,prance,wobble,pace,rush,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,6,6,6,,,,,space,13.2493382,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,lift,rub,slap,dunk,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,7,7,7,,,,,space,8.95587986611,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,flit,stride,skip,tiptoe,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,8,8,8,,,,,space,11.1019401211,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,wade,stray,stomp,dance,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,9,9,9,,,,,space,8.70432512991,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,wash,stab,peel,whip,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,10,10,10,,,,,space,5.09851021898,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,toss,scrub,snatch,grate,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,11,11,11,,,,,space,11.6894672253,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,sprint,climb,kneel,jog,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,12,12,12,,,,,space,4.76342525571,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,knock,pat,squeeze,skim,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,13,13,13,,,,,space,4.83012798225,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,wrap,fold,shake,clutch,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,14,14,14,,,,,space,5.43369395838,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,jump,mount,sneak,roam,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,15,15,15,,,,,space,5.26623958505,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,trot,walk,stumble,ramble,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,16,16,16,,,,,space,4.76409969909,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,hack,scratch,switch,punch,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,17,17,17,,,,,space,11.4385636213,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,brush,scoop,grab,pinch,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,18,18,18,,,,,space,9.42476815268,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,slither,creep,run,inch,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,19,19,19,,,,,space,4.6290059645,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,crawl,step,traipse,trudge,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,20,20,20,,,,,space,10.6667080209,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,cut,claw,twine,grip,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,21,21,21,,,,,space,4.86321956431,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,carve,seize,clean,clap,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,22,22,22,,,,,space,10.7329413633,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,hop,trek,wander,limp,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,23,23,23,,,,,space,5.51783343659,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,scrape,wipe,poke,tug,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,24,24,24,,,,,space,11.5225616521,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,grasp,polish,pull,bind,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,25,25,25,,,,,space,8.4203508844,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,leap,glide,flee,trip,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,26,26,26,,,,,space,4.83018171646,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,stroll,plod,strut,scuff,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,0,27,27,27,,,,,space,22.5739766003,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,,,,,,0.1,0.4,0.5,0,0,0,0,,,,,0,2,2,0,,,,,,,,,,,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,skip,jump,flee,stagger,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,0,0,0,,,,,space,4.88069859216,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,trudge,jog,kneel,roll,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,1,1,1,,,,,space,12.3275285898,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,fold,bind,clutch,tug,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,2,2,2,,,,,space,12.8140112747,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,glide,roam,plod,flit,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,3,3,3,,,,,space,9.79399488577,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,slither,climb,scuff,leap,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,4,4,4,,,,,space,6.92662119277,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,grasp,scoop,lift,pull,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,5,5,5,,,,,space,11.7895147959,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,wipe,dunk,catch,scratch,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,6,6,6,,,,,space,4.61310379869,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,clap,throw,claw,click,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,7,7,7,,,,,space,18.4995681508,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,creep,skate,stride,strut,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,8,8,8,,,,,space,18.748759767,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,clean,cut,dig,grab,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,9,9,9,,,,,space,13.031246049,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,crawl,pace,march,slip,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,10,10,10,,,,,space,15.9996779898,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,knock,rub,seize,switch,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,11,11,11,,,,,space,6.55800489614,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,sneak,traipse,hike,dance,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,12,12,12,,,,,space,34.4809421346,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,nip,peel,punch,skim,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,13,13,13,,,,,space,5.78616470484,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,wrap,snatch,file,delve,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,14,14,14,,,,,space,6.9097905314,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,hop,sprint,prance,wade,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,15,15,15,,,,,space,13.2826459042,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,tiptoe,inch,trot,step,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,16,16,16,,,,,space,8.10045097227,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,brush,hack,slap,toss,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,17,17,17,,,,,space,5.75271950425,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,sway,ramble,stomp,mount,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,18,18,18,,,,,space,4.94777548266,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,grate,carve,push,wash,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,19,19,19,,,,,space,5.76932298054,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,rush,stray,bounce,limp,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,20,20,20,,,,,space,4.84705228339,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,squeeze,stab,polish,poke,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,21,21,21,,,,,space,4.67950110945,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,twine,pat,bash,scrub,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,22,22,22,,,,,space,17.9621651884,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,arm,grip,pinch,shake,stir,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,23,23,23,,,,,space,3.70667442125,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
,leg,tread,kick,wander,trip,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,24,24,24,,,,,space,19.9080433793,,,,,,,2018_Jun_21_1348,59.1261119833,sheb_replic_pilot_control,001,914,
