item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_13.keys,key_resp_13.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,leg,sneak,trot,jump,tread,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,4,4,4,,,,,space,4.94869311763,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,scoop,punch,scrub,clutch,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,5,5,5,,,,,space,11.0020442941,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,ramble,roam,creep,run,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,6,6,6,,,,,space,3.05261666878,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,march,leap,rush,limp,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,7,7,7,,,,,space,6.94408693663,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,push,pat,wrap,lift,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,8,8,8,,,,,space,7.69835006422,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,squeeze,grip,delve,tug,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,9,9,9,,,,,space,9.10733373713,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,climb,trip,skip,kneel,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,10,10,10,,,,,space,15.2123410723,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,wobble,tiptoe,skate,slide,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,11,11,11,,,,,space,3.52223890899,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,toss,wash,carve,wipe,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,12,12,12,,,,,space,7.94978954518,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stomp,jog,sprint,slip,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,13,13,13,,,,,space,8.3356131124,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,switch,grab,braid,knock,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,14,14,14,,,,,space,3.60579300949,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,click,hack,clap,peel,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,15,15,15,,,,,space,11.4382703391,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,dance,sway,pace,bounce,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,16,16,16,,,,,space,9.32496848018,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stride,inch,strut,scuff,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,17,17,17,,,,,space,5.11594513832,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,stir,catch,brush,rub,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,18,18,18,,,,,space,8.21812625867,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,hop,plod,crawl,slither,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,19,19,19,,,,,space,10.8670082779,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,chop,snatch,clean,scrape,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,20,20,20,,,,,space,7.83236393334,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,pull,whip,poke,file,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,21,21,21,,,,,space,17.5260525013,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,grasp,pinch,slap,stab,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,22,22,22,,,,,space,7.84910351738,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stumble,flee,stray,stagger,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,23,23,23,,,,,space,4.12630608227,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,wander,traipse,hike,wade,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,24,24,24,,,,,space,34.0789708358,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,throw,fold,nip,shake,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,25,25,25,,,,,space,2.39861206102,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,dunk,polish,cut,scratch,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,26,26,26,,,,,space,6.8093764903,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stamp,glide,roll,step,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,27,27,27,,,,,space,3.47245793768,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,,,,,,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,,,,,,,,,,,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,bounce,trek,flee,stagger,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,0,0,0,,,,,space,3.11969156209,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,wade,plod,crawl,stomp,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,1,1,1,,,,,space,7.66460577799,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,bind,twine,cut,polish,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,2,2,2,,,,,space,3.72343277042,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stamp,roll,creep,pace,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,3,3,3,,,,,space,5.09856231679,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,trip,slide,glide,rush,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,4,4,4,,,,,space,3.2035830857,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,sway,slither,run,leap,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,5,5,5,,,,,space,4.09234172031,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,scoop,punch,clutch,dig,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,6,6,6,,,,,space,4.56189560666,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,grasp,snatch,whip,catch,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,7,7,7,,,,,space,10.5660229155,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,sneak,walk,roam,mount,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,8,8,8,,,,,space,5.92183281594,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,rub,pull,stab,nip,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,9,9,9,,,,,space,4.84711414344,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,braid,seize,grate,bash,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,10,10,10,,,,,space,8.00138604246,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,jog,strut,stumble,sprint,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,11,11,11,,,,,space,12.4448417924,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,scrape,hack,click,wipe,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,12,12,12,,,,,space,4.83034650666,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,grab,chop,grip,peel,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,13,13,13,,,,,space,3.53906620723,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,scuff,trudge,kick,traipse,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,14,14,14,,,,,space,8.92308096535,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,shake,file,dunk,wrap,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,15,15,15,,,,,space,2.71734374525,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,wobble,slip,jump,hike,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,16,16,16,,,,,space,11.4548977122,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,knock,skim,fold,squeeze,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,17,17,17,,,,,space,3.10293419815,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,tread,limp,ramble,trot,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,18,18,18,,,,,space,7.3463043675,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,scratch,scrub,clap,slap,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,19,19,19,,,,,space,9.14037709996,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stroll,inch,march,hop,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,20,20,20,,,,,space,3.33736067962,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,brush,switch,poke,push,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,21,21,21,,,,,space,3.94147487087,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,kneel,flit,step,climb,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,22,22,22,,,,,space,3.95814333528,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,delve,pinch,stir,throw,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,23,23,23,,,,,space,2.60045271592,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,pat,tug,carve,claw,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,24,24,24,,,,,space,4.91457426805,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,skate,dance,stray,wander,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,25,25,25,,,,,space,5.13091384371,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,skip,tiptoe,prance,stride,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,26,26,26,,,,,space,9.19059901294,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,toss,clean,lift,wash,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,27,27,27,,,,,space,38.8081263653,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,,,,,,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,grab,pull,clean,fold,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,0,0,0,,,,,space,5.86965550839,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,tug,hack,punch,brush,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,1,1,1,,,,,space,5.09857851626,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,roam,flit,stagger,dance,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,2,2,2,,,,,space,3.79058668554,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,strut,traipse,run,hike,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,3,3,3,,,,,space,4.44449567691,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,inch,slip,trek,sprint,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,4,4,4,,,,,space,5.03136414947,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,poke,toss,delve,nip,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,5,5,5,,,,,space,3.94150410894,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,mount,rush,pace,trudge,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,6,6,6,,,,,space,6.13857224193,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stride,roll,trip,walk,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,7,7,7,,,,,space,3.30429163471,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,limp,stamp,leap,prance,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,8,8,8,,,,,space,8.26826756941,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,file,pinch,bind,cut,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,9,9,9,,,,,space,5.87014781424,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,climb,sneak,slide,skate,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,10,10,10,,,,,space,7.68137776097,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,clutch,lift,claw,grate,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,11,11,11,,,,,space,4.3608491209,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,clap,peel,whip,pat,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,12,12,12,,,,,space,6.20560722923,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,click,chop,grip,twine,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,13,13,13,,,,,space,7.27910461973,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,tread,bounce,jump,creep,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,14,14,14,,,,,space,2.88498771408,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,scoop,shake,rub,throw,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,15,15,15,,,,,space,13.7189060063,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,catch,grasp,dunk,switch,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,16,16,16,,,,,space,13.7860516242,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,wipe,squeeze,scratch,scrape,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,17,17,17,,,,,space,43.9230165626,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,flee,slither,crawl,kick,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,18,18,18,,,,,space,4.59554901782,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stomp,stumble,skip,trot,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,19,19,19,,,,,space,6.55800891919,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,carve,wrap,stab,stir,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,20,20,20,,,,,space,17.4588132426,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,glide,sway,ramble,stroll,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,21,21,21,,,,,space,44.9802394124,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,bash,scrub,skim,slap,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,22,22,22,,,,,space,4.15952250284,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,tiptoe,hop,kneel,wander,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,23,23,23,,,,,space,3.11968563546,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,plod,step,wobble,stray,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,24,24,24,,,,,space,5.43465390622,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,knock,seize,push,polish,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,25,25,25,,,,,space,3.18695926861,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,braid,wash,snatch,dig,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,26,26,26,,,,,space,19.6725450987,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,wade,march,scuff,jog,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,27,27,27,,,,,space,5.28310430839,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,,,,,,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,peel,claw,polish,grate,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,0,0,0,,,,,space,3.27066034966,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,slap,delve,punch,stir,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,1,1,1,,,,,space,3.57250625952,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,poke,grip,skim,scratch,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,2,2,2,,,,,space,4.56269570244,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,roam,stagger,sneak,sway,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,3,3,3,,,,,space,6.4915654101,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,stray,tiptoe,hop,strut,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,4,4,4,,,,,space,3.62244013802,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,throw,carve,fold,scrub,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,5,5,5,,,,,space,8.0168474488,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,rush,jump,run,stroll,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,6,6,6,,,,,space,4.64552003657,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,clap,wipe,clutch,bind,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,7,7,7,,,,,space,4.11001020567,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,traipse,march,step,inch,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,8,8,8,,,,,space,9.24087070966,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,grasp,twine,snatch,shake,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,9,9,9,,,,,space,6.44019214942,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,skate,hike,skip,scuff,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,10,10,10,,,,,space,19.7900813411,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,slip,mount,stumble,ramble,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,11,11,11,,,,,space,3.90798384952,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,trip,kneel,wobble,trudge,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,12,12,12,,,,,space,101.900364172,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,pull,push,clean,dig,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,13,13,13,,,,,space,3.11989741389,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,glide,leap,kick,prance,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,14,14,14,,,,,space,3.90795974787,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,creep,flit,crawl,stride,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,15,15,15,,,,,space,8.67099627136,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,roll,wander,bounce,trot,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,16,16,16,,,,,space,3.65635234559,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,chop,dunk,cut,tug,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,17,17,17,,,,,space,3.48923110598,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,scoop,wrap,nip,knock,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,18,18,18,,,,,space,7.09437060515,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,grab,pat,whip,wash,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,19,19,19,,,,,space,7.29617688557,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,sprint,climb,trek,stomp,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,20,20,20,,,,,space,10.7505332984,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,lift,brush,seize,bash,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,21,21,21,,,,,space,4.44400613683,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,pinch,click,catch,hack,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,22,22,22,,,,,space,9.10718082994,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,leg,wade,limp,slide,walk,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,23,23,23,,,,,space,9.14050748593,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
,arm,rub,toss,file,braid,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,24,24,24,,,,,space,10.5659948628,,,,,,,2018_Jun_18_1053,59.6149561064,sheb_replic_pilot_control,001,908,
