word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,Arm,arm,0,37,37,7,0,0,0,0,,,,,,,,,,,,,7,4.572,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,Leg,leg,0,37,37,7,0,1,1,1,,,,,,,,,,,,,1,1.807,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,,,0,37,37,7,,,,,,,,,,,,,,,,,,,return,1.59241735373,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STRAY,ströva,vandra,promenera,1,ströva,vandra,promenera,Arm,arm,0,38,38,87,0,0,0,0,,,,,,,,,,,,,2,27.127,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STRAY,ströva,vandra,promenera,1,ströva,vandra,promenera,Leg,leg,0,38,38,87,0,1,1,1,,,,,,,,,,,,,6,9.119,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STRAY,ströva,vandra,promenera,1,ströva,vandra,promenera,,,0,38,38,87,,,,,,,,,,,,,,,,,,,return,35.3370486899,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
GRATE,riva,hugga,rispa,3,hugga,rispa,riva,Arm,arm,0,39,39,28,0,0,0,0,,,,,,,,,,,,,6,9.366,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
GRATE,riva,hugga,rispa,3,hugga,rispa,riva,Leg,leg,0,39,39,28,0,1,1,1,,,,,,,,,,,,,1,7.458,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
GRATE,riva,hugga,rispa,3,hugga,rispa,riva,,,0,39,39,28,,,,,,,,,,,,,,,,,,,return,17.4759146514,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STUMBLE,snubbla,glida,svaja,1,snubbla,glida,svaja,Arm,arm,0,40,40,91,0,0,0,0,,,,,,,,,,,,,1,4.821,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STUMBLE,snubbla,glida,svaja,1,snubbla,glida,svaja,Leg,leg,0,40,40,91,0,1,1,1,,,,,,,,,,,,,7,0.833,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STUMBLE,snubbla,glida,svaja,1,snubbla,glida,svaja,,,0,40,40,91,,,,,,,,,,,,,,,,,,,return,2.68452355788,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
GLIDE,glida,hasa,snava,2,hasa,glida,snava,Arm,arm,0,41,41,25,0,0,0,0,,,,,,,,,,,,,1,5.396,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
GLIDE,glida,hasa,snava,2,hasa,glida,snava,Leg,leg,0,41,41,25,0,1,1,1,,,,,,,,,,,,,5,2.677,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
GLIDE,glida,hasa,snava,2,hasa,glida,snava,,,0,41,41,25,,,,,,,,,,,,,,,,,,,return,9.69408839493,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SKIP,hoppa,kliva,strutta,3,strutta,kliva,hoppa,Arm,arm,0,42,42,72,0,0,0,0,,,,,,,,,,,,,1,11.396,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SKIP,hoppa,kliva,strutta,3,strutta,kliva,hoppa,Leg,leg,0,42,42,72,0,1,1,1,,,,,,,,,,,,,5,1.522,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SKIP,hoppa,kliva,strutta,3,strutta,kliva,hoppa,,,0,42,42,72,,,,,,,,,,,,,,,,,,,return,19.7064332301,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WADE,vada,pulsa,plöja,2,pulsa,vada,plöja,Arm,arm,0,43,43,104,0,0,0,0,,,,,,,,,,,,,1,3.129,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WADE,vada,pulsa,plöja,2,pulsa,vada,plöja,Leg,leg,0,43,43,104,0,1,1,1,,,,,,,,,,,,,7,1.388,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WADE,vada,pulsa,plöja,2,pulsa,vada,plöja,,,0,43,43,104,,,,,,,,,,,,,,,,,,,return,3.17000186097,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SLITHER,hasa,glida,trilla,1,hasa,trilla,glida,Arm,arm,0,44,44,76,0,0,0,0,,,,,,,,,,,,,3,7.471,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SLITHER,hasa,glida,trilla,1,hasa,trilla,glida,Leg,leg,0,44,44,76,0,1,1,1,,,,,,,,,,,,,3,1.554,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SLITHER,hasa,glida,trilla,1,hasa,trilla,glida,,,0,44,44,76,,,,,,,,,,,,,,,,,,,return,4.19286533011,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STRUT,svassa,lunka,strosa,3,strosa,lunka,svassa,Arm,arm,0,45,45,90,0,0,0,0,,,,,,,,,,,,,1,6.281,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STRUT,svassa,lunka,strosa,3,strosa,lunka,svassa,Leg,leg,0,45,45,90,0,1,1,1,,,,,,,,,,,,,5,3.618,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STRUT,svassa,lunka,strosa,3,strosa,lunka,svassa,,,0,45,45,90,,,,,,,,,,,,,,,,,,,return,2.66691861552,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLAP,klappa,knäppa,klämma,1,klappa,knäppa,klämma,Arm,arm,0,46,46,8,0,0,0,0,,,,,,,,,,,,,7,4.907,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLAP,klappa,knäppa,klämma,1,klappa,knäppa,klämma,Leg,leg,0,46,46,8,0,1,1,1,,,,,,,,,,,,,1,1.337,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLAP,klappa,knäppa,klämma,1,klappa,knäppa,klämma,,,0,46,46,8,,,,,,,,,,,,,,,,,,,return,2.83471615453,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,Arm,arm,0,47,47,95,0,0,0,0,,,,,,,,,,,,,1,3.464,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,Leg,leg,0,47,47,95,0,1,1,1,,,,,,,,,,,,,7,24.162,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,,,0,47,47,95,,,,,,,,,,,,,,,,,,,return,7.94979961967,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
BRAID,fläta,knyta,binda,2,knyta,fläta,binda,Arm,arm,0,48,48,3,0,0,0,0,,,,,,,,,,,,,3,5.644,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
BRAID,fläta,knyta,binda,2,knyta,fläta,binda,Leg,leg,0,48,48,3,0,1,1,1,,,,,,,,,,,,,3,0.901,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
BRAID,fläta,knyta,binda,2,knyta,fläta,binda,,,0,48,48,3,,,,,,,,,,,,,,,,,,,return,4.84729410491,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
MARCH,marschera,trava,traska,1,marschera,traska,trava,Arm,arm,0,49,49,42,0,0,0,0,,,,,,,,,,,,,1,9.434,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
MARCH,marschera,trava,traska,1,marschera,traska,trava,Leg,leg,0,49,49,42,0,1,1,1,,,,,,,,,,,,,7,1.119,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
MARCH,marschera,trava,traska,1,marschera,traska,trava,,,0,49,49,42,,,,,,,,,,,,,,,,,,,return,3.45521994424,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
MOUNT,gå uppför,ströva runt,kliva över,3,kliva över,ströva runt,gå uppför,Arm,arm,0,50,50,43,0,0,0,0,,,,,,,,,,,,,3,4.217,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
MOUNT,gå uppför,ströva runt,kliva över,3,kliva över,ströva runt,gå uppför,Leg,leg,0,50,50,43,0,1,1,1,,,,,,,,,,,,,7,1.436,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
MOUNT,gå uppför,ströva runt,kliva över,3,kliva över,ströva runt,gå uppför,,,0,50,50,43,,,,,,,,,,,,,,,,,,,return,2.4152541134,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TRAIPSE,traska,stappla,vandra,1,traska,stappla,vandra,Arm,arm,0,51,51,97,0,0,0,0,,,,,,,,,,,,,3,9.165,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TRAIPSE,traska,stappla,vandra,1,traska,stappla,vandra,Leg,leg,0,51,51,97,0,1,1,1,,,,,,,,,,,,,3,1.101,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TRAIPSE,traska,stappla,vandra,1,traska,stappla,vandra,,,0,51,51,97,,,,,,,,,,,,,,,,,,,return,2.465837751,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STOMP,stampa,stiga,kliva,2,stiga,stampa,kliva,Arm,arm,0,52,52,86,0,0,0,0,,,,,,,,,,,,,1,2.944,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STOMP,stampa,stiga,kliva,2,stiga,stampa,kliva,Leg,leg,0,52,52,86,0,1,1,1,,,,,,,,,,,,,7,0.901,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STOMP,stampa,stiga,kliva,2,stiga,stampa,kliva,,,0,52,52,86,,,,,,,,,,,,,,,,,,,return,2.01296081254,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CUT,skära,sticka,spetsa,3,sticka,spetsa,skära,Arm,arm,0,53,53,16,0,0,0,0,,,,,,,,,,,,,1,6.92,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CUT,skära,sticka,spetsa,3,sticka,spetsa,skära,Leg,leg,0,53,53,16,0,1,1,1,,,,,,,,,,,,,1,15.745,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CUT,skära,sticka,spetsa,3,sticka,spetsa,skära,,,0,53,53,16,,,,,,,,,,,,,,,,,,,return,3.18694657354,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PLOD,lunka,pulsa,vingla,1,lunka,vingla,pulsa,Arm,arm,0,54,54,49,0,0,0,0,,,,,,,,,,,,,3,4.404,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PLOD,lunka,pulsa,vingla,1,lunka,vingla,pulsa,Leg,leg,0,54,54,49,0,1,1,1,,,,,,,,,,,,,3,1.806,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PLOD,lunka,pulsa,vingla,1,lunka,vingla,pulsa,,,0,54,54,49,,,,,,,,,,,,,,,,,,,return,4.32730644817,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PLUCK,plocka,rensa,picka,3,picka,rensa,plocka,Arm,arm,0,55,55,50,0,0,0,0,,,,,,,,,,,,,5,7.471,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PLUCK,plocka,rensa,picka,3,picka,rensa,plocka,Leg,leg,0,55,55,50,0,1,1,1,,,,,,,,,,,,,1,1.924,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PLUCK,plocka,rensa,picka,3,picka,rensa,plocka,,,0,55,55,50,,,,,,,,,,,,,,,,,,,return,1.96266560566,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WRAP,slå in,slå ihop,slå till,1,slå in,slå ihop,slå till,Arm,arm,0,56,56,111,0,0,0,0,,,,,,,,,,,,,1,5.997,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WRAP,slå in,slå ihop,slå till,1,slå in,slå ihop,slå till,Leg,leg,0,56,56,111,0,1,1,1,,,,,,,,,,,,,1,5.245,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WRAP,slå in,slå ihop,slå till,1,slå in,slå ihop,slå till,,,0,56,56,111,,,,,,,,,,,,,,,,,,,return,11.5387147132,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,Arm,arm,0,57,57,74,0,0,0,0,,,,,,,,,,,,,2,5.627,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,Leg,leg,0,57,57,74,0,1,1,1,,,,,,,,,,,,,4,2.008,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,,,0,57,57,74,,,,,,,,,,,,,,,,,,,return,10.4151893153,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WALK,gå,promenera,marschera,3,marschera,promenera,gå,Arm,arm,0,58,58,105,0,0,0,0,,,,,,,,,,,,,3,8.009,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WALK,gå,promenera,marschera,3,marschera,promenera,gå,Leg,leg,0,58,58,105,0,1,1,1,,,,,,,,,,,,,7,2.377,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WALK,gå,promenera,marschera,3,marschera,promenera,gå,,,0,58,58,105,,,,,,,,,,,,,,,,,,,return,2.66690004532,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
DUNK,dunka,dumpa,dunsa,2,dumpa,dunka,dunsa,Arm,arm,0,59,59,20,0,0,0,0,,,,,,,,,,,,,6,7.052,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
DUNK,dunka,dumpa,dunsa,2,dumpa,dunka,dunsa,Leg,leg,0,59,59,20,0,1,1,1,,,,,,,,,,,,,3,2.778,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
DUNK,dunka,dumpa,dunsa,2,dumpa,dunka,dunsa,,,0,59,59,20,,,,,,,,,,,,,,,,,,,return,11.1866616988,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PUSH,knuffa,kasta,klämma,2,klämma,knuffa,kasta,Arm,arm,0,60,60,56,0,0,0,0,,,,,,,,,,,,,6,9.552,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PUSH,knuffa,kasta,klämma,2,klämma,knuffa,kasta,Leg,leg,0,60,60,56,0,1,1,1,,,,,,,,,,,,,2,2.142,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PUSH,knuffa,kasta,klämma,2,klämma,knuffa,kasta,,,0,60,60,56,,,,,,,,,,,,,,,,,,,return,2.02973760311,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
FILE,fila,putsa,riva,3,riva,putsa,fila,Arm,arm,0,61,61,21,0,0,0,0,,,,,,,,,,,,,5,9.066,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
FILE,fila,putsa,riva,3,riva,putsa,fila,Leg,leg,0,61,61,21,0,1,1,1,,,,,,,,,,,,,1,1.69,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
FILE,fila,putsa,riva,3,riva,putsa,fila,,,0,61,61,21,,,,,,,,,,,,,,,,,,,return,3.38816296099,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLICK,klicka,klappa,klämma,3,klämma,klappa,klicka,Arm,arm,0,62,62,11,0,0,0,0,,,,,,,,,,,,,7,6.13,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLICK,klicka,klappa,klämma,3,klämma,klappa,klicka,Leg,leg,0,62,62,11,0,1,1,1,,,,,,,,,,,,,1,1.722,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLICK,klicka,klappa,klämma,3,klämma,klappa,klicka,,,0,62,62,11,,,,,,,,,,,,,,,,,,,return,1.8955371074,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
THROW,kasta,greppa,träffa,2,träffa,kasta,greppa,Arm,arm,0,63,63,94,0,0,0,0,,,,,,,,,,,,,7,2.273,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
THROW,kasta,greppa,träffa,2,träffa,kasta,greppa,Leg,leg,0,63,63,94,0,1,1,1,,,,,,,,,,,,,1,1.136,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
THROW,kasta,greppa,träffa,2,träffa,kasta,greppa,,,0,63,63,94,,,,,,,,,,,,,,,,,,,return,1.79478588365,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,Arm,arm,0,64,64,85,0,0,0,0,,,,,,,,,,,,,6,5.51,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,Leg,leg,0,64,64,85,0,1,1,1,,,,,,,,,,,,,1,2.344,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,,,0,64,64,85,,,,,,,,,,,,,,,,,,,return,2.24781770546,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CARVE,tälja,hacka,riva,2,riva,tälja,hacka,Arm,arm,0,65,65,5,0,0,0,0,,,,,,,,,,,,,6,12.235,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CARVE,tälja,hacka,riva,2,riva,tälja,hacka,Leg,leg,0,65,65,5,0,1,1,1,,,,,,,,,,,,,1,17.671,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CARVE,tälja,hacka,riva,2,riva,tälja,hacka,,,0,65,65,5,,,,,,,,,,,,,,,,,,,return,3.37144978322,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,Arm,arm,0,66,66,109,0,0,0,0,,,,,,,,,,,,,6,11.414,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,Leg,leg,0,66,66,109,0,1,1,1,,,,,,,,,,,,,1,1.136,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,,,0,66,66,109,,,,,,,,,,,,,,,,,,,return,2.46574885112,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,2,dra sig fram,hasa sig fram,kasta sig fram,Arm,arm,0,67,67,67,0,0,0,0,,,,,,,,,,,,,3,6.063,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,2,dra sig fram,hasa sig fram,kasta sig fram,Leg,leg,0,67,67,67,0,1,1,1,,,,,,,,,,,,,3,1.102,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,2,dra sig fram,hasa sig fram,kasta sig fram,,,0,67,67,67,,,,,,,,,,,,,,,,,,,return,5.60192727041,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLIMB,klättra,kliva,krypa,1,klättra,kliva,krypa,Arm,arm,0,68,68,12,0,0,0,0,,,,,,,,,,,,,6,8.579,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLIMB,klättra,kliva,krypa,1,klättra,kliva,krypa,Leg,leg,0,68,68,12,0,1,1,1,,,,,,,,,,,,,6,1.79,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
CLIMB,klättra,kliva,krypa,1,klättra,kliva,krypa,,,0,68,68,12,,,,,,,,,,,,,,,,,,,return,1.44278146789,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SWAY,vingla,tassa,ramla,2,tassa,vingla,ramla,Arm,arm,0,69,69,92,0,0,0,0,,,,,,,,,,,,,2,24.445,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SWAY,vingla,tassa,ramla,2,tassa,vingla,ramla,Leg,leg,0,69,69,92,0,1,1,1,,,,,,,,,,,,,5,10.98,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
SWAY,vingla,tassa,ramla,2,tassa,vingla,ramla,,,0,69,69,92,,,,,,,,,,,,,,,,,,,return,2.33162856286,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,Arm,arm,0,70,70,54,0,0,0,0,,,,,,,,,,,,,6,9.301,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,Leg,leg,0,70,70,54,0,1,1,1,,,,,,,,,,,,,3,1.991,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,,,0,70,70,54,,,,,,,,,,,,,,,,,,,return,2.8347374905,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
RUB,gnugga,riva,klappa,2,klappa,gnugga,riva,Arm,arm,0,71,71,60,0,0,0,0,,,,,,,,,,,,,6,12.723,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
RUB,gnugga,riva,klappa,2,klappa,gnugga,riva,Leg,leg,0,71,71,60,0,1,1,1,,,,,,,,,,,,,1,1.187,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
RUB,gnugga,riva,klappa,2,klappa,gnugga,riva,,,0,71,71,60,,,,,,,,,,,,,,,,,,,return,2.0129967676,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
FLIT,rusa,hasa,svassa,2,hasa,rusa,svassa,Arm,arm,0,72,72,23,0,0,0,0,,,,,,,,,,,,,3,3.834,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
FLIT,rusa,hasa,svassa,2,hasa,rusa,svassa,Leg,leg,0,72,72,23,0,1,1,1,,,,,,,,,,,,,3,1.203,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
FLIT,rusa,hasa,svassa,2,hasa,rusa,svassa,,,0,72,72,23,,,,,,,,,,,,,,,,,,,return,3.80747051388,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,1,släpa sig fram,ta sig fram,kasta sig fram,Arm,arm,0,73,73,101,0,0,0,0,,,,,,,,,,,,,3,7.051,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,1,släpa sig fram,ta sig fram,kasta sig fram,Leg,leg,0,73,73,101,0,1,1,1,,,,,,,,,,,,,3,1.117,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,1,släpa sig fram,ta sig fram,kasta sig fram,,,0,73,73,101,,,,,,,,,,,,,,,,,,,return,6.08825861726,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
LIMP,halta,hasa,halka,1,halta,halka,hasa,Arm,arm,0,74,74,41,0,0,0,0,,,,,,,,,,,,,2,7.288,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
LIMP,halta,hasa,halka,1,halta,halka,hasa,Leg,leg,0,74,74,41,0,1,1,1,,,,,,,,,,,,,7,2.075,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
LIMP,halta,hasa,halka,1,halta,halka,hasa,,,0,74,74,41,,,,,,,,,,,,,,,,,,,return,1.96262648971,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PUNCH,slå,knuffa,kasta,3,kasta,knuffa,slå,Arm,arm,0,75,75,55,0,0,0,0,,,,,,,,,,,,,7,4.066,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PUNCH,slå,knuffa,kasta,3,kasta,knuffa,slå,Leg,leg,0,75,75,55,0,1,1,1,,,,,,,,,,,,,1,1.268,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
PUNCH,slå,knuffa,kasta,3,kasta,knuffa,slå,,,0,75,75,55,,,,,,,,,,,,,,,,,,,return,2.06193635006,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
RUN,springa,rusa,jogga,2,rusa,springa,jogga,Arm,arm,0,76,76,61,0,0,0,0,,,,,,,,,,,,,2,3.999,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
RUN,springa,rusa,jogga,2,rusa,springa,jogga,Leg,leg,0,76,76,61,0,1,1,1,,,,,,,,,,,,,7,1.353,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
RUN,springa,rusa,jogga,2,rusa,springa,jogga,,,0,76,76,61,,,,,,,,,,,,,,,,,,,return,1.89558886689,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
JOG,jogga,spurta,rusa,2,rusa,jogga,spurta,Arm,arm,0,77,77,34,0,0,0,0,,,,,,,,,,,,,2,10.339,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
JOG,jogga,spurta,rusa,2,rusa,jogga,spurta,Leg,leg,0,77,77,34,0,1,1,1,,,,,,,,,,,,,7,1.168,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
JOG,jogga,spurta,rusa,2,rusa,jogga,spurta,,,0,77,77,34,,,,,,,,,,,,,,,,,,,return,1.92898756468,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
DELVE,gräva,plöja,rensa,3,rensa,plöja,gräva,Arm,arm,0,78,78,18,0,0,0,0,,,,,,,,,,,,,2,18.742,,,,,2018_Jun_14_1448,59.6487213268,verb_norming_oral_input,001,906,
