item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_13.keys,key_resp_13.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,132.861396627,,,,,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.51603581021,,,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
1,training,wait,bless,blush,sigh,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,space,8.73666619516,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
4,training,save,look,stay,print,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,space,23.8658697427,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
3,training,lick,ruin,chew,soothe,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,space,0.000361531756425,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
2,training,like,thank,stare,yell,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,space,9.97924847228,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,s,8.21812376477,space,2.11407729588,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,claw,scratch,stir,clap,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,space,6.05409739942,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,chop,scrape,fold,throw,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,1,1,1,,,,,space,10.3147025285,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,trudge,trip,skate,hop,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,2,2,2,,,,,space,7.54795728631,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,wander,slip,crawl,sneak,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,3,3,3,,,,,space,5.24970386005,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,stumble,skip,march,jump,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,4,4,4,,,,,space,12.9134651021,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,cut,stab,brush,squeeze,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,5,5,5,,,,,space,8.78849285906,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,run,tiptoe,slither,trot,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,6,6,6,,,,,space,7.12806403103,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,nip,skim,knock,file,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,7,7,7,,,,,space,9.92886319401,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,delve,punch,scoop,tug,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,8,8,8,,,,,space,7.48036112084,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,leap,scuff,strut,glide,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,9,9,9,,,,,space,9.45925161741,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,stomp,tread,wade,flit,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,10,10,10,,,,,space,9.02335258078,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,wipe,pat,polish,toss,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,11,11,11,,,,,space,6.4908435662,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,rub,click,clutch,twine,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,12,12,12,,,,,space,7.58140075183,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,stray,inch,roll,stagger,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,13,13,13,,,,,space,10.3147187283,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,dig,grate,grab,shake,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,14,14,14,,,,,space,9.96274602928,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,sprint,stroll,hike,stamp,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,15,15,15,,,,,space,7.09470670094,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,poke,switch,clean,hack,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,16,16,16,,,,,space,7.29567687042,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,grasp,lift,catch,scrub,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,17,17,17,,,,,space,12.1930409681,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,braid,wrap,wash,pull,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,18,18,18,,,,,space,9.02280692466,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,traipse,trek,plod,mount,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,19,19,19,,,,,space,6.69216934069,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,seize,push,peel,grip,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,20,20,20,,,,,space,6.69213536065,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,pace,jog,creep,rush,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,21,21,21,,,,,space,8.30214888154,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,stride,climb,walk,dance,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,22,22,22,,,,,space,6.39021288096,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,ramble,wobble,kneel,kick,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,23,23,23,,,,,space,5.71925695939,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,arm,snatch,pinch,bind,carve,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,24,24,24,,,,,space,8.03410765665,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,roam,prance,sway,bounce,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,25,25,25,,,,,space,10.7340730444,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
,leg,step,limp,slide,flee,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,26,26,26,,,,,space,6.44077635685,,,,,2018_Jun_19_1202,59.6167508381,sheb_replic_pilot_control,001,911,
