word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
SQUEEZE,klämma,knuffa,knäppa,2,knuffa,klämma,knäppa,Leg,leg,0,41,41,80,0,0,0,0,,,,,,,,,,,3,4.346,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SQUEEZE,klämma,knuffa,knäppa,2,knuffa,klämma,knäppa,Arm,arm,0,41,41,80,0,1,1,1,,,,,,,,,,,7,0.998,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SQUEEZE,klämma,knuffa,knäppa,2,knuffa,klämma,knäppa,,,0,41,41,80,,,,,,,,,,,,,,,,,2,1,2.36519527851,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RUN,springa,rusa,jogga,1,springa,rusa,jogga,Leg,leg,0,42,42,61,0,0,0,0,,,,,,,,,,,7,3.229,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RUN,springa,rusa,jogga,1,springa,rusa,jogga,Arm,arm,0,42,42,61,0,1,1,1,,,,,,,,,,,1,1.068,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RUN,springa,rusa,jogga,1,springa,rusa,jogga,,,0,42,42,61,,,,,,,,,,,,,,,,,1,1,1.25824944348,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WOBBLE,vingla,ramla,glida,1,vingla,ramla,glida,Leg,leg,0,43,43,110,0,0,0,0,,,,,,,,,,,7,2.776,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WOBBLE,vingla,ramla,glida,1,vingla,ramla,glida,Arm,arm,0,43,43,110,0,1,1,1,,,,,,,,,,,1,1.353,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WOBBLE,vingla,ramla,glida,1,vingla,ramla,glida,,,0,43,43,110,,,,,,,,,,,,,,,,,1,1,3.47188942423,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PACE,gå fram och tillbaka,luffa runt,rusa fram,1,gå fram och tillbaka,rusa fram,luffa runt,Leg,leg,0,44,44,45,0,0,0,0,,,,,,,,,,,7,4.236,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PACE,gå fram och tillbaka,luffa runt,rusa fram,1,gå fram och tillbaka,rusa fram,luffa runt,Arm,arm,0,44,44,45,0,1,1,1,,,,,,,,,,,1,1.253,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PACE,gå fram och tillbaka,luffa runt,rusa fram,1,gå fram och tillbaka,rusa fram,luffa runt,,,0,44,44,45,,,,,,,,,,,,,,,,,1,1,3.84103349879,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TROT,trava,promenera,flanera,1,trava,flanera,promenera,Leg,leg,0,45,45,100,0,0,0,0,,,,,,,,,,,7,2.374,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TROT,trava,promenera,flanera,1,trava,flanera,promenera,Arm,arm,0,45,45,100,0,1,1,1,,,,,,,,,,,1,1.422,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TROT,trava,promenera,flanera,1,trava,flanera,promenera,,,0,45,45,100,,,,,,,,,,,,,,,,,1,1,5.56837968183,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WRAP,slå in,slå ihop,slå till,3,slå till,slå ihop,slå in,Leg,leg,0,46,46,111,0,0,0,0,,,,,,,,,,,5,5.41,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WRAP,slå in,slå ihop,slå till,3,slå till,slå ihop,slå in,Arm,arm,0,46,46,111,0,1,1,1,,,,,,,,,,,7,1.925,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WRAP,slå in,slå ihop,slå till,3,slå till,slå ihop,slå in,,,0,46,46,111,,,,,,,,,,,,,,,,,3,1,6.30632368432,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
HACK,hacka,skära,kåpa,3,skära,kåpa,hacka,Leg,leg,0,47,47,30,0,0,0,0,,,,,,,,,,,1,3.026,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
HACK,hacka,skära,kåpa,3,skära,kåpa,hacka,Arm,arm,0,47,47,30,0,1,1,1,,,,,,,,,,,7,1.254,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
HACK,hacka,skära,kåpa,3,skära,kåpa,hacka,,,0,47,47,30,,,,,,,,,,,,,,,,,3,1,4.74662708651,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BRAID,fläta,knyta,binda,1,fläta,knyta,binda,Leg,leg,0,48,48,3,0,0,0,0,,,,,,,,,,,1,3.127,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BRAID,fläta,knyta,binda,1,fläta,knyta,binda,Arm,arm,0,48,48,3,0,1,1,1,,,,,,,,,,,7,1.252,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BRAID,fläta,knyta,binda,1,fläta,knyta,binda,,,0,48,48,3,,,,,,,,,,,,,,,,,1,1,3.28753746694,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLITHER,hasa,glida,trilla,1,hasa,glida,trilla,Leg,leg,0,49,49,76,0,0,0,0,,,,,,,,,,,7,3.765,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLITHER,hasa,glida,trilla,1,hasa,glida,trilla,Arm,arm,0,49,49,76,0,1,1,1,,,,,,,,,,,1,1.369,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLITHER,hasa,glida,trilla,1,hasa,glida,trilla,,,0,49,49,76,,,,,,,,,,,,,,,,,1,1,5.76954978035,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
POLISH,polera,sopa,tvätta,3,tvätta,sopa,polera,Leg,leg,0,50,50,52,0,0,0,0,,,,,,,,,,,1,3.245,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
POLISH,polera,sopa,tvätta,3,tvätta,sopa,polera,Arm,arm,0,50,50,52,0,1,1,1,,,,,,,,,,,7,1.504,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
POLISH,polera,sopa,tvätta,3,tvätta,sopa,polera,,,0,50,50,52,,,,,,,,,,,,,,,,,3,1,3.11966938217,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLIP,halka,snava,ramla,2,ramla,halka,snava,Leg,leg,0,51,51,75,0,0,0,0,,,,,,,,,,,7,4.773,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLIP,halka,snava,ramla,2,ramla,halka,snava,Arm,arm,0,51,51,75,0,1,1,1,,,,,,,,,,,1,1.371,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLIP,halka,snava,ramla,2,ramla,halka,snava,,,0,51,51,75,,,,,,,,,,,,,,,,,2,1,4.62918497702,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
NIP,nypa,peta,nudda,1,nypa,nudda,peta,Leg,leg,0,52,52,44,0,0,0,0,,,,,,,,,,,1,2.357,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
NIP,nypa,peta,nudda,1,nypa,nudda,peta,Arm,arm,0,52,52,44,0,1,1,1,,,,,,,,,,,7,1.035,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
NIP,nypa,peta,nudda,1,nypa,nudda,peta,,,0,52,52,44,,,,,,,,,,,,,,,,,1,1,2.31475784486,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KICK,sparka,knäa,tåa,3,knäa,tåa,sparka,Leg,leg,0,53,53,36,0,0,0,0,,,,,,,,,,,7,2.492,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KICK,sparka,knäa,tåa,3,knäa,tåa,sparka,Arm,arm,0,53,53,36,0,1,1,1,,,,,,,,,,,1,1.74,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KICK,sparka,knäa,tåa,3,knäa,tåa,sparka,,,0,53,53,36,,,,,,,,,,,,,,,,,3,1,2.80111328073,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,Leg,leg,0,54,54,85,0,0,0,0,,,,,,,,,,,1,2.607,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,Arm,arm,0,54,54,85,0,1,1,1,,,,,,,,,,,7,1.12,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STIR,röra,sleva,vispa,3,sleva,vispa,röra,,,0,54,54,85,,,,,,,,,,,,,,,,,3,1,8.4196024494,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PRANCE,kråma sig,promenera,traska,2,traska,kråma sig,promenera,Leg,leg,0,55,55,53,0,0,0,0,,,,,,,,,,,7,2.908,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PRANCE,kråma sig,promenera,traska,2,traska,kråma sig,promenera,Arm,arm,0,55,55,53,0,1,1,1,,,,,,,,,,,1,1.486,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PRANCE,kråma sig,promenera,traska,2,traska,kråma sig,promenera,,,0,55,55,53,,,,,,,,,,,,,,,,,2,1,8.83885008405,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BIND,binda,linda,vinda,3,linda,vinda,binda,Leg,leg,0,56,56,1,0,0,0,0,,,,,,,,,,,1,4.637,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BIND,binda,linda,vinda,3,linda,vinda,binda,Arm,arm,0,56,56,1,0,1,1,1,,,,,,,,,,,7,1.286,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BIND,binda,linda,vinda,3,linda,vinda,binda,,,0,56,56,1,,,,,,,,,,,,,,,,,3,1,4.76325675708,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PEEL,skala,rensa,plocka,3,plocka,rensa,skala,Leg,leg,0,57,57,47,0,0,0,0,,,,,,,,,,,1,2.24,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PEEL,skala,rensa,plocka,3,plocka,rensa,skala,Arm,arm,0,57,57,47,0,1,1,1,,,,,,,,,,,7,1.941,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PEEL,skala,rensa,plocka,3,plocka,rensa,skala,,,0,57,57,47,,,,,,,,,,,,,,,,,3,1,2.7003782847,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAGGER,ragla,lunka,halka,1,ragla,lunka,halka,Leg,leg,0,58,58,82,0,0,0,0,,,,,,,,,,,7,2.556,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAGGER,ragla,lunka,halka,1,ragla,lunka,halka,Arm,arm,0,58,58,82,0,1,1,1,,,,,,,,,,,1,1.183,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAGGER,ragla,lunka,halka,1,ragla,lunka,halka,,,0,58,58,82,,,,,,,,,,,,,,,,,1,1,3.33792551103,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PLUCK,plocka,rensa,picka,2,rensa,plocka,picka,Leg,leg,0,59,59,50,0,0,0,0,,,,,,,,,,,1,2.416,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PLUCK,plocka,rensa,picka,2,rensa,plocka,picka,Arm,arm,0,59,59,50,0,1,1,1,,,,,,,,,,,7,1.12,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PLUCK,plocka,rensa,picka,2,rensa,plocka,picka,,,0,59,59,50,,,,,,,,,,,,,,,,,2,1,6.64183068619,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLEAN,rengöra,rensa,plocka,1,rengöra,rensa,plocka,Leg,leg,0,60,60,10,0,0,0,0,,,,,,,,,,,1,6.766,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLEAN,rengöra,rensa,plocka,1,rengöra,rensa,plocka,Arm,arm,0,60,60,10,0,1,1,1,,,,,,,,,,,7,1.755,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLEAN,rengöra,rensa,plocka,1,rengöra,rensa,plocka,,,0,60,60,10,,,,,,,,,,,,,,,,,2,0,10.4657311358,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WALK,gå,promenera,marschera,3,promenera,marschera,gå,Leg,leg,0,61,61,105,0,0,0,0,,,,,,,,,,,7,3.364,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WALK,gå,promenera,marschera,3,promenera,marschera,gå,Arm,arm,0,61,61,105,0,1,1,1,,,,,,,,,,,1,1.035,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WALK,gå,promenera,marschera,3,promenera,marschera,gå,,,0,61,61,105,,,,,,,,,,,,,,,,,3,1,2.51603739068,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
POKE,peta,trycka,knuffa,2,trycka,peta,knuffa,Leg,leg,0,62,62,51,0,0,0,0,,,,,,,,,,,1,3.079,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
POKE,peta,trycka,knuffa,2,trycka,peta,knuffa,Arm,arm,0,62,62,51,0,1,1,1,,,,,,,,,,,7,1.052,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
POKE,peta,trycka,knuffa,2,trycka,peta,knuffa,,,0,62,62,51,,,,,,,,,,,,,,,,,2,1,8.1007626542,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
ROLL,vingla,snubbla,svassa,1,vingla,snubbla,svassa,Leg,leg,0,63,63,59,0,0,0,0,,,,,,,,,,,6,8.798,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
ROLL,vingla,snubbla,svassa,1,vingla,snubbla,svassa,Arm,arm,0,63,63,59,0,1,1,1,,,,,,,,,,,6,0.902,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
ROLL,vingla,snubbla,svassa,1,vingla,snubbla,svassa,,,0,63,63,59,,,,,,,,,,,,,,,,,2,0,15.9330356261,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RAMBLE,ströva,strutta,spurta,2,strutta,ströva,spurta,Leg,leg,0,64,64,57,0,0,0,0,,,,,,,,,,,7,2.405,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RAMBLE,ströva,strutta,spurta,2,strutta,ströva,spurta,Arm,arm,0,64,64,57,0,1,1,1,,,,,,,,,,,1,0.916,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RAMBLE,ströva,strutta,spurta,2,strutta,ströva,spurta,,,0,64,64,57,,,,,,,,,,,,,,,,,2,1,5.65235303834,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAB,sticka,hacka,skära,3,skära,hacka,sticka,Leg,leg,0,65,65,81,0,0,0,0,,,,,,,,,,,1,2.24,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAB,sticka,hacka,skära,3,skära,hacka,sticka,Arm,arm,0,65,65,81,0,1,1,1,,,,,,,,,,,7,1.103,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAB,sticka,hacka,skära,3,skära,hacka,sticka,,,0,65,65,81,,,,,,,,,,,,,,,,,3,1,2.26454167652,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,Leg,leg,0,66,66,87,0,0,0,0,,,,,,,,,,,7,4.051,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,Arm,arm,0,66,66,87,0,1,1,1,,,,,,,,,,,5,3.467,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,,,0,66,66,87,,,,,,,,,,,,,,,,,3,1,13.752748234,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,2,kasta sig fram,hasa sig fram,dra sig fram,Leg,leg,0,67,67,67,0,0,0,0,,,,,,,,,,,1,4.018,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,2,kasta sig fram,hasa sig fram,dra sig fram,Arm,arm,0,67,67,67,0,1,1,1,,,,,,,,,,,7,1.117,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,2,kasta sig fram,hasa sig fram,dra sig fram,,,0,67,67,67,,,,,,,,,,,,,,,,,2,1,6.70893098022,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CUT,skära,sticka,spetsa,1,skära,spetsa,sticka,Leg,leg,0,68,68,16,0,0,0,0,,,,,,,,,,,1,2.962,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CUT,skära,sticka,spetsa,1,skära,spetsa,sticka,Arm,arm,0,68,68,16,0,1,1,1,,,,,,,,,,,7,1.003,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CUT,skära,sticka,spetsa,1,skära,spetsa,sticka,,,0,68,68,16,,,,,,,,,,,,,,,,,1,1,2.76721859198,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RUSH,rusa,springa,löpa,2,springa,rusa,löpa,Leg,leg,0,69,69,62,0,0,0,0,,,,,,,,,,,7,3.196,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RUSH,rusa,springa,löpa,2,springa,rusa,löpa,Arm,arm,0,69,69,62,0,1,1,1,,,,,,,,,,,1,1.689,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
RUSH,rusa,springa,löpa,2,springa,rusa,löpa,,,0,69,69,62,,,,,,,,,,,,,,,,,2,1,1.59345813225,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,Leg,leg,0,70,70,32,0,0,0,0,,,,,,,,,,,7,2.626,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,Arm,arm,0,70,70,32,0,1,1,1,,,,,,,,,,,1,1.287,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,,,0,70,70,32,,,,,,,,,,,,,,,,,1,1,4.12605209692,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FOLD,vika ihop,knyta ihop,bunta ihop,3,bunta ihop,knyta ihop,vika ihop,Leg,leg,0,71,71,24,0,0,0,0,,,,,,,,,,,1,2.188,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FOLD,vika ihop,knyta ihop,bunta ihop,3,bunta ihop,knyta ihop,vika ihop,Arm,arm,0,71,71,24,0,1,1,1,,,,,,,,,,,7,1.705,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FOLD,vika ihop,knyta ihop,bunta ihop,3,bunta ihop,knyta ihop,vika ihop,,,0,71,71,24,,,,,,,,,,,,,,,,,3,1,3.67388492147,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KNEEL,knäböja,krypa,kräla,3,krypa,kräla,knäböja,Leg,leg,0,72,72,37,0,0,0,0,,,,,,,,,,,7,3.06,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KNEEL,knäböja,krypa,kräla,3,krypa,kräla,knäböja,Arm,arm,0,72,72,37,0,1,1,1,,,,,,,,,,,1,1.671,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KNEEL,knäböja,krypa,kräla,3,krypa,kräla,knäböja,,,0,72,72,37,,,,,,,,,,,,,,,,,3,1,2.36505540721,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,Leg,leg,0,73,73,26,0,0,0,0,,,,,,,,,,,1,2.86,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,Arm,arm,0,73,73,26,0,1,1,1,,,,,,,,,,,7,1.94,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,,,0,73,73,26,,,,,,,,,,,,,,,,,1,1,3.32110025769,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TREAD,trampa,stampa,klampa,3,klampa,stampa,trampa,Leg,leg,0,74,74,98,0,0,0,0,,,,,,,,,,,7,3.631,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TREAD,trampa,stampa,klampa,3,klampa,stampa,trampa,Arm,arm,0,74,74,98,0,1,1,1,,,,,,,,,,,1,0.967,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TREAD,trampa,stampa,klampa,3,klampa,stampa,trampa,,,0,74,74,98,,,,,,,,,,,,,,,,,3,1,7.26237248596,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRUT,svassa,lunka,strosa,2,strosa,svassa,lunka,Leg,leg,0,75,75,90,0,0,0,0,,,,,,,,,,,7,3.313,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRUT,svassa,lunka,strosa,2,strosa,svassa,lunka,Arm,arm,0,75,75,90,0,1,1,1,,,,,,,,,,,1,1.236,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRUT,svassa,lunka,strosa,2,strosa,svassa,lunka,,,0,75,75,90,,,,,,,,,,,,,,,,,2,1,6.65841768416,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BOUNCE,studsa,dunka,kasta,1,studsa,kasta,dunka,Leg,leg,0,76,76,2,0,0,0,0,,,,,,,,,,,7,2.372,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BOUNCE,studsa,dunka,kasta,1,studsa,kasta,dunka,Arm,arm,0,76,76,2,0,1,1,1,,,,,,,,,,,1,1.067,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BOUNCE,studsa,dunka,kasta,1,studsa,kasta,dunka,,,0,76,76,2,,,,,,,,,,,,,,,,,1,1,1.79500201113,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BASH,slå,knuffa,trycka,2,trycka,slå,knuffa,Leg,leg,0,77,77,0,0,0,0,0,,,,,,,,,,,3,4.957,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BASH,slå,knuffa,trycka,2,trycka,slå,knuffa,Arm,arm,0,77,77,0,0,1,1,1,,,,,,,,,,,7,1.79,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BASH,slå,knuffa,trycka,2,trycka,slå,knuffa,,,0,77,77,0,,,,,,,,,,,,,,,,,2,1,3.75706448857,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WANDER,vandra,marschera,spatsera,2,marschera,vandra,spatsera,Leg,leg,0,78,78,106,0,0,0,0,,,,,,,,,,,7,3.915,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WANDER,vandra,marschera,spatsera,2,marschera,vandra,spatsera,Arm,arm,0,78,78,106,0,1,1,1,,,,,,,,,,,1,1.066,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WANDER,vandra,marschera,spatsera,2,marschera,vandra,spatsera,,,0,78,78,106,,,,,,,,,,,,,,,,,2,1,2.11335107143,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BRUSH,borsta,skrubba,putsa,1,borsta,putsa,skrubba,Leg,leg,0,79,79,4,0,0,0,0,,,,,,,,,,,3,4.169,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BRUSH,borsta,skrubba,putsa,1,borsta,putsa,skrubba,Arm,arm,0,79,79,4,0,1,1,1,,,,,,,,,,,7,1.421,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
BRUSH,borsta,skrubba,putsa,1,borsta,putsa,skrubba,,,0,79,79,4,,,,,,,,,,,,,,,,,1,1,1.62729276328,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FLIT,rusa,hasa,svassa,3,hasa,svassa,rusa,Leg,leg,0,80,80,23,0,0,0,0,,,,,,,,,,,1,7.557,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FLIT,rusa,hasa,svassa,3,hasa,svassa,rusa,Arm,arm,0,80,80,23,0,1,1,1,,,,,,,,,,,7,1.74,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FLIT,rusa,hasa,svassa,3,hasa,svassa,rusa,,,0,80,80,23,,,,,,,,,,,,,,,,,1,0,12.4949053656,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,Leg,leg,0,81,81,65,0,0,0,0,,,,,,,,,,,1,3.362,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,Arm,arm,0,81,81,65,0,1,1,1,,,,,,,,,,,7,2.476,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,,,0,81,81,65,,,,,,,,,,,,,,,,,2,0,7.83273999979,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WIPE,torka,putsa,gnugga,1,torka,gnugga,putsa,Leg,leg,0,82,82,109,0,0,0,0,,,,,,,,,,,1,3.431,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WIPE,torka,putsa,gnugga,1,torka,gnugga,putsa,Arm,arm,0,82,82,109,0,1,1,1,,,,,,,,,,,7,0.935,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WIPE,torka,putsa,gnugga,1,torka,gnugga,putsa,,,0,82,82,109,,,,,,,,,,,,,,,,,1,1,4.26026295805,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,Leg,leg,0,83,83,73,0,0,0,0,,,,,,,,,,,1,2.424,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,Arm,arm,0,83,83,73,0,1,1,1,,,,,,,,,,,7,1.119,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,,,0,83,83,73,,,,,,,,,,,,,,,,,3,1,2.80117294336,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PUNCH,slå,knuffa,kasta,3,knuffa,kasta,slå,Leg,leg,0,84,84,55,0,0,0,0,,,,,,,,,,,1,2.02,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
