item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,arm,click,clutch,delve,polish,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,18,18,18,,,space,7.29598132248,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,pull,wash,claw,stir,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,19,19,19,,,space,5.14946836315,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,jog,jump,bounce,slip,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,20,20,20,,,space,13.1658246268,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,pinch,pat,catch,grab,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,21,21,21,,,space,14.508564942,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,climb,stamp,hike,limp,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,22,22,22,,,space,10.7172630748,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,carve,tug,bash,slap,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,23,23,23,,,space,5.35074677286,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,walk,crawl,dance,plod,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,24,24,24,,,space,4.47865767771,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,stumble,scuff,ramble,kneel,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,25,25,25,,,space,4.05877302538,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,stab,punch,toss,rub,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,26,26,26,,,space,15.3628690649,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,throw,clap,wrap,lift,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,27,27,27,,,space,15.9496237984,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,,,,,,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,catch,pull,dig,claw,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,0,0,0,,,space,4.66295081268,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,stomp,slip,slither,dance,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,1,1,1,,,space,4.69436699241,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,scrape,switch,clap,click,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,2,2,2,,,space,10.3147726334,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,stamp,traipse,stride,jog,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,3,3,3,,,space,10.6347832065,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,crawl,creep,inch,roll,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,4,4,4,,,space,3.94191841268,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,file,fold,polish,seize,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,5,5,5,,,space,5.13232583564,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,trip,tiptoe,bounce,flit,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,6,6,6,,,space,6.40713927578,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,hop,kick,flee,trot,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,7,7,7,,,space,4.54555490275,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,scratch,stir,cut,wipe,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,8,8,8,,,space,15.1430648565,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,glide,strut,leap,scuff,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,9,9,9,,,space,8.3520774948,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,stroll,kneel,pace,trek,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,10,10,10,,,space,19.6882491484,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,tread,run,stumble,stagger,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,11,11,11,,,space,4.34440529807,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,delve,pinch,rub,clean,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,12,12,12,,,space,5.06502678631,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,knock,chop,bind,grasp,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,13,13,13,,,space,5.8700483651,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,rush,climb,skate,sneak,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,14,14,14,,,space,4.89771378969,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,skim,peel,stab,poke,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,15,15,15,,,space,11.1533621472,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,throw,dunk,slap,braid,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,16,16,16,,,space,5.11593203678,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,twine,scoop,snatch,grab,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,17,17,17,,,space,5.77105932657,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,skip,roam,wade,ramble,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,18,18,18,,,space,7.09447256512,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,clutch,grip,tug,whip,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,19,19,19,,,space,12.7465010271,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,trudge,jump,wander,slide,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,20,20,20,,,space,4.84763431382,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,scrub,wrap,nip,push,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,21,21,21,,,space,6.137305375,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,brush,pat,lift,toss,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,22,22,22,,,space,18.4818307857,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,sprint,march,stray,wobble,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,23,23,23,,,space,4.8475647749,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,bash,punch,shake,carve,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,24,24,24,,,space,10.8011266094,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,wash,grate,squeeze,hack,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,25,25,25,,,space,5.51836874352,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,walk,mount,step,limp,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,26,26,26,,,space,5.03192547325,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,plod,sway,prance,hike,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,0,27,27,27,,,space,7.11052380582,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,,,,,,0.3,0.4,0.7,0,0,0,0,,,,,0,1,1,2,,,,,,,,,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,glide,wade,jump,stride,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,0,0,0,,,space,4.64471502282,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,wipe,dig,slap,dunk,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,1,1,1,,,space,8.23421140699,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,roam,rush,skate,slide,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,2,2,2,,,space,4.66251856511,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,lift,scratch,grab,carve,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,3,3,3,,,space,5.65257252494,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,limp,strut,pace,trek,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,4,4,4,,,space,5.75356199256,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,stagger,march,wobble,inch,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,5,5,5,,,space,4.09199129025,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,flee,leap,dance,traipse,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,6,6,6,,,space,7.04446894989,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,grate,skim,scrape,polish,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,7,7,7,,,space,16.18458749,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,snatch,stab,braid,clap,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,8,8,8,,,space,7.78240128141,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,kneel,slither,climb,stomp,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,9,9,9,,,space,5.36737170959,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,trudge,walk,plod,sway,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,10,10,10,,,space,18.1631126092,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,punch,claw,twine,chop,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,11,11,11,,,space,15.7486365829,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,skip,stumble,hike,stamp,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,12,12,12,,,space,4.47638027829,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,scrub,poke,cut,pinch,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,13,13,13,,,space,18.7684456907,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,brush,seize,file,grasp,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,14,14,14,,,space,31.9806452658,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,bind,whip,nip,click,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,15,15,15,,,space,8.63901994384,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,wander,stroll,trip,sprint,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,16,16,16,,,space,6.60842479742,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,kick,scuff,creep,prance,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,17,17,17,,,space,17.2252412822,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,knock,pull,stir,rub,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,18,18,18,,,space,4.49525258627,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,wrap,clean,shake,scoop,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,19,19,19,,,space,8.01728792706,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,sneak,step,mount,roll,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,20,20,20,,,space,4.96476589685,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,slip,hop,trot,bounce,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,21,21,21,,,space,7.09463139832,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,pat,wash,peel,switch,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,22,22,22,,,space,24.0331589987,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,crawl,ramble,tiptoe,tread,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,23,23,23,,,space,5.53382376706,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,jog,flit,run,stray,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,24,24,24,,,space,5.09964452182,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,fold,catch,clutch,hack,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,25,25,25,,,space,8.28483099476,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,grip,toss,bash,delve,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,26,26,26,,,space,19.8547964268,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,push,tug,squeeze,throw,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,0,27,27,27,,,space,4.41147874105,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,,,,,,0.4,0.4,0.8,0,0,0,0,,,,,0,2,2,3,,,,,,,,,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,ramble,jump,run,pace,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,0,0,0,,,space,7.04456970229,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,squeeze,clutch,scratch,bash,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,1,1,1,,,space,13.249771134,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,bounce,walk,stroll,roam,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,2,2,2,,,space,8.33584213402,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,stagger,hop,step,wander,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,3,3,3,,,space,7.11153844178,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,scrub,catch,seize,knock,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,4,4,4,,,space,18.9348479646,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,wash,rub,peel,pinch,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,5,5,5,,,space,14.0195040848,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,plod,crawl,skip,prance,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,6,6,6,,,space,29.5839727818,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,bind,scoop,switch,pat,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,7,7,7,,,space,12.4792369053,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,grate,stab,polish,grip,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,8,8,8,,,space,11.1197709009,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,rush,stumble,limp,glide,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,9,9,9,,,space,5.23335639444,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,flee,kick,mount,tiptoe,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,10,10,10,,,space,6.94292633182,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,chop,whip,dig,scrape,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,11,11,11,,,space,6.69076993406,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,sway,dance,skate,march,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,12,12,12,,,space,8.45237275861,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,delve,clean,twine,slap,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,13,13,13,,,space,12.3938814448,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,skim,punch,stir,lift,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,14,14,14,,,space,13.5002265941,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,dunk,shake,tug,throw,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,15,15,15,,,space,10.6664688495,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,trek,slip,kneel,inch,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,16,16,16,,,space,7.49657777671,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,slither,wade,traipse,strut,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,17,17,17,,,space,10.1638613378,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,slide,sneak,scuff,leap,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,18,18,18,,,space,14.5578510421,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,grab,wrap,brush,braid,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,19,19,19,,,space,5.8877780223,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,snatch,clap,claw,poke,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,20,20,20,,,space,5.78648827301,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,nip,grasp,push,toss,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,21,21,21,,,space,10.2476889177,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,roll,climb,tread,jog,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,22,22,22,,,space,6.32119945143,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,cut,fold,wipe,pull,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,23,23,23,,,space,5.06432270481,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,wobble,trip,hike,flit,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,24,24,24,,,space,5.70293489775,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,trot,sprint,stride,stamp,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,25,25,25,,,space,12.0253915811,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,arm,click,file,carve,hack,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,26,26,26,,,space,4.41157791302,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
,leg,stomp,creep,trudge,stray,0.1,0.4,0.5,0,0,0,0,,,,,0,3,3,0,0,27,27,27,,,space,14.7249597682,,,,,,,2018_Jun_13_1257,59.1416947853,sheb_replic_pilot_control,001,905,
