item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_13.keys,key_resp_13.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,date,frameRate,expName,session,participant,
,leg,stray,sprint,hike,inch,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,25,25,25,,,,,space,6.50753331645,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,rub,slap,bind,pull,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,26,26,26,,,,,space,5.90304378937,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,jump,flit,ramble,strut,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,0,27,27,27,,,,,space,6.57428356151,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,,,,,,0.2,0.4,0.6,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,peel,stir,slap,bind,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,0,0,0,,,,,space,4.84698910333,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,pinch,bash,poke,clean,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,1,1,1,,,,,space,8.68750121002,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,limp,strut,march,rush,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,2,2,2,,,,,space,7.14497283043,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,grate,chop,stab,hack,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,3,3,3,,,,,space,8.01748706122,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,clap,clutch,click,lift,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,4,4,4,,,,,space,6.13848200503,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,twine,scrape,nip,claw,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,5,5,5,,,,,space,4.88105013242,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,sprint,skate,trip,trek,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,6,6,6,,,,,space,5.82032527617,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,climb,sway,stride,wander,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,7,7,7,,,,,space,7.06015155532,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,trudge,hop,flee,kneel,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,8,8,8,,,,,space,4.8303590302,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,cut,wash,throw,scrub,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,9,9,9,,,,,space,5.35134101448,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,prance,bounce,ramble,plod,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,10,10,10,,,,,space,6.02046459106,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,trot,walk,roll,dance,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,11,11,11,,,,,space,4.81377004825,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,delve,skim,whip,pat,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,12,12,12,,,,,space,5.81974525841,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,inch,tread,scuff,jog,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,13,13,13,,,,,space,6.13833462994,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,toss,file,dunk,scratch,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,14,14,14,,,,,space,5.56829373237,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,scoop,switch,shake,grasp,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,15,15,15,,,,,space,7.63136355142,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,carve,braid,punch,snatch,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,16,16,16,,,,,space,6.17305943957,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,pace,stray,slide,kick,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,17,17,17,,,,,space,6.55874200945,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,seize,squeeze,tug,wipe,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,18,18,18,,,,,space,5.70246551008,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,push,rub,fold,catch,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,19,19,19,,,,,space,5.83650255615,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,tiptoe,flit,mount,stroll,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,20,20,20,,,,,space,6.35647622619,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,slither,crawl,stomp,skip,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,21,21,21,,,,,space,7.58079730316,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,run,stamp,stagger,stumble,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,22,22,22,,,,,space,8.55334365617,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,wrap,polish,pull,grip,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,23,23,23,,,,,space,5.96986199291,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,sneak,wobble,jump,step,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,24,24,24,,,,,space,6.17205349597,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,grab,brush,dig,knock,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,25,25,25,,,,,space,6.82610688368,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,glide,leap,traipse,roam,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,26,26,26,,,,,space,6.75903344071,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,hike,creep,slip,wade,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,0,27,27,27,,,,,space,6.18881869585,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,,,,,,0.3,0.4,0.7,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,leap,wander,kneel,sprint,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,0,0,0,,,,,space,5.76961204793,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,limp,bounce,slip,strut,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,1,1,1,,,,,space,5.71920384266,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,pat,grip,clap,file,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,2,2,2,,,,,space,6.57458660894,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,hop,kick,march,jog,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,3,3,3,,,,,space,5.66952303022,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,run,climb,trudge,stumble,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,4,4,4,,,,,space,7.69825050366,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,throw,skim,seize,grab,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,5,5,5,,,,,space,5.61858340541,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,pull,lift,tug,dig,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,6,6,6,,,,,space,5.38413453883,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,skate,hike,wobble,tread,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,7,7,7,,,,,space,5.73621361406,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,scoop,wash,polish,bind,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,8,8,8,,,,,space,5.16585267944,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,fold,dunk,chop,pinch,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,9,9,9,,,,,space,9.24086541178,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,roam,wade,sway,ramble,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,10,10,10,,,,,space,5.73575884537,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,braid,grasp,snatch,catch,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,11,11,11,,,,,space,6.28937670612,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,slap,stab,knock,poke,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,12,12,12,,,,,space,8.30192650448,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,skip,dance,jump,slide,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,13,13,13,,,,,space,4.98131457785,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,scrape,clean,nip,squeeze,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,14,14,14,,,,,space,6.57529227087,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,trot,prance,stray,slither,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,15,15,15,,,,,space,5.78684545016,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,flit,mount,roll,creep,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,16,16,16,,,,,space,4.88067399012,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,step,tiptoe,walk,sneak,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,17,17,17,,,,,space,6.40767306596,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,whip,carve,scrub,cut,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,18,18,18,,,,,space,6.50738712669,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,twine,click,wipe,shake,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,19,19,19,,,,,space,6.18898977738,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,hack,claw,peel,toss,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,20,20,20,,,,,space,6.67451047173,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,glide,trip,stamp,stomp,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,21,21,21,,,,,space,6.96014946125,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,stroll,scuff,crawl,traipse,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,22,22,22,,,,,space,2.44885906793,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,leg,trek,stride,stagger,pace,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,23,23,23,,,,,space,5.93746515646,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,switch,push,clutch,brush,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,24,24,24,,,,,space,8.68763041016,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
,arm,delve,scratch,wrap,bash,0.4,0.4,0.8,0,0,0,0,,,,,0,3,3,3,0,25,25,25,,,,,space,12.3948585456,,,,,,2018_Jun_26_1256,59.5823514595,sheb_replic_pilot_control,001,916,
