item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,3.08618838057,,,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
4,training,save,look,stay,print,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,space,7.43000824213,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
1,training,wait,bless,blush,sigh,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,space,5.6187080633,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
2,training,like,thank,stare,yell,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,space,7.480388779,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
3,training,lick,ruin,chew,soothe,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,space,8.18349969062,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,s,38.7597611599,space,2.44892603337,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,clean,wrap,twine,seize,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,space,6.43927254279,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,wipe,bind,toss,grab,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,1,1,1,,,space,5.91966882901,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,march,trip,stamp,bounce,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,2,2,2,,,space,5.53511717975,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,nip,catch,skim,slap,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,3,3,3,,,space,9.81149220553,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,scuff,wander,kneel,glide,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,4,4,4,,,space,6.54110793876,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,pace,mount,skip,dance,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,5,5,5,,,space,4.76379767181,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,switch,carve,brush,squeeze,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,6,6,6,,,space,12.1260011269,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,fold,throw,bash,knock,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,7,7,7,,,space,4.20989546003,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,trudge,trot,jog,plod,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,8,8,8,,,space,6.1219756782,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,poke,dig,scoop,polish,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,9,9,9,,,space,8.97303842352,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,step,skate,strut,stumble,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,10,10,10,,,space,5.63417292992,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,whip,clap,wash,pat,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,11,11,11,,,space,20.2434337536,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,stray,prance,sneak,stagger,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,12,12,12,,,space,14.7759159002,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,pinch,delve,clutch,punch,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,13,13,13,,,space,9.67730465629,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,grate,lift,scrub,file,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,14,14,14,,,space,12.4948978584,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,peel,stab,grip,snatch,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,15,15,15,,,space,41.191103711,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,walk,creep,stomp,rush,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,16,16,16,,,space,6.22192202135,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,inch,stride,tread,wade,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,17,17,17,,,space,9.845365558,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,dunk,push,scrape,rub,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,18,18,18,,,space,11.085895204,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,slide,hike,flit,trek,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,19,19,19,,,space,8.30237804921,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,limp,wobble,leap,sway,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,20,20,20,,,space,9.04004309933,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,kick,roll,crawl,stroll,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,21,21,21,,,space,11.4218000883,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,hack,tug,click,braid,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,22,22,22,,,space,8.92321737186,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,grasp,cut,shake,chop,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,23,23,23,,,space,13.3998821762,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,slip,tiptoe,traipse,run,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,24,24,24,,,space,9.64379599652,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,slither,hop,ramble,jump,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,25,25,25,,,space,12.2937336866,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,leg,flee,climb,roam,sprint,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,26,26,26,,,space,82.5488506451,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,pull,claw,scratch,stir,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,0,27,27,27,,,space,12.7800421036,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,,,,,,0.2,0.4,0.6,0,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
,arm,rub,clutch,whip,chop,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,0,0,0,,,space,18.7508702445,,,,,,,2018_Jun_11_1303,59.1226324298,sheb_replic_pilot_control,001,902,
