item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_13.keys,key_resp_13.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,arm,grasp,grate,catch,clutch,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,13,13,13,,,,,space,11.4548585964,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,slide,march,jog,flit,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,14,14,14,,,,,space,8.63696948217,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,hop,leap,dance,flee,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,15,15,15,,,,,space,11.0526332634,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,arm,snatch,bind,scrub,push,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,16,16,16,,,,,space,7.02864421894,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,stomp,stagger,stumble,hike,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,17,17,17,,,,,space,9.39137642946,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,arm,polish,punch,tug,toss,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,18,18,18,,,,,space,9.84506945424,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,creep,wade,trot,climb,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,19,19,19,,,,,space,7.68148641595,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,slither,prance,walk,stride,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,20,20,20,,,,,space,8.93922788585,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,stray,kneel,tiptoe,sway,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,21,21,21,,,,,space,6.82594736279,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,arm,scratch,delve,grab,throw,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,22,22,22,,,,,space,4.63048890396,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,trek,rush,crawl,trip,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,23,23,23,,,,,space,15.3793208629,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,scuff,sneak,ramble,sprint,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,24,24,24,,,,,space,5.98739483679,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,arm,squeeze,pinch,switch,dunk,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,25,25,25,,,,,space,9.82793871227,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,arm,cut,rub,scrape,stab,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,26,26,26,,,,,space,12.6456464715,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,leg,step,skate,wobble,mount,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,0,27,27,27,,,,,space,4.83037653495,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,,,,,,0.2,0.4,0.6,0,0,0,0,,,,,0,3,3,1,,,,,,,,,,,,,,,,,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,4.59564779507,2018_Jun_18_0855,59.2601342571,sheb_replic_pilot_control,001,907,
