word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,space,20.3092806886,,,,,,,,,,,,,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
,,,,,,,,,,,,,,,,,,,,space,6.89307840138,,,,,,,,,,,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
,,,,,,,,,,,,,,,,,,,,,,space,4.69611130252,,,,,,,,,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
,,,,,,,,,,,,,,,,,,,,,,,,space,4.49488576739,,,,,,,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.84701395825,,,,,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.98543131187,,,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,Arm,arm,0,0,0,26,0,0,0,0,,,,,,,,,,,,,7,8.152,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,Leg,leg,0,0,0,26,0,1,1,1,,,,,,,,,,,,,2,5.178,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,,,0,0,0,26,,,,,,,,,,,,,,,,,,,1,1,4.54523037753,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
FLIT,rusa,hasa,svassa,3,hasa,svassa,rusa,Arm,arm,0,1,1,23,0,0,0,0,,,,,,,,,,,,,1,27.933,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
FLIT,rusa,hasa,svassa,3,hasa,svassa,rusa,Leg,leg,0,1,1,23,0,1,1,1,,,,,,,,,,,,,5,2.042,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
FLIT,rusa,hasa,svassa,3,hasa,svassa,rusa,,,0,1,1,23,,,,,,,,,,,,,,,,,,,1,0,4.15941557723,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
DELVE,gräva,plöja,rensa,3,rensa,plöja,gräva,Arm,arm,0,2,2,18,0,0,0,0,,,,,,,,,,,,,4,12.381,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
DELVE,gräva,plöja,rensa,3,rensa,plöja,gräva,Leg,leg,0,2,2,18,0,1,1,1,,,,,,,,,,,,,4,0.581,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
DELVE,gräva,plöja,rensa,3,rensa,plöja,gräva,,,0,2,2,18,,,,,,,,,,,,,,,,,,,3,1,4.49468110326,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,Arm,arm,0,3,3,109,0,0,0,0,,,,,,,,,,,,,7,6.467,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,Leg,leg,0,3,3,109,0,1,1,1,,,,,,,,,,,,,1,1.606,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,,,0,3,3,109,,,,,,,,,,,,,,,,,,,2,0,5.53486678657,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CLICK,klicka,klappa,klämma,3,klappa,klämma,klicka,Arm,arm,0,4,4,11,0,0,0,0,,,,,,,,,,,,,6,4.805,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CLICK,klicka,klappa,klämma,3,klappa,klämma,klicka,Leg,leg,0,4,4,11,0,1,1,1,,,,,,,,,,,,,1,2.929,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CLICK,klicka,klappa,klämma,3,klappa,klämma,klicka,,,0,4,4,11,,,,,,,,,,,,,,,,,,,2,0,1.84532054038,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
HACK,hacka,skära,kåpa,2,kåpa,hacka,skära,Arm,arm,0,5,5,30,0,0,0,0,,,,,,,,,,,,,7,15.522,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
HACK,hacka,skära,kåpa,2,kåpa,hacka,skära,Leg,leg,0,5,5,30,0,1,1,1,,,,,,,,,,,,,1,0.918,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
HACK,hacka,skära,kåpa,2,kåpa,hacka,skära,,,0,5,5,30,,,,,,,,,,,,,,,,,,,2,1,1.76134424032,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
JOG,jogga,spurta,rusa,1,jogga,spurta,rusa,Arm,arm,0,6,6,34,0,0,0,0,,,,,,,,,,,,,2,6.06,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
JOG,jogga,spurta,rusa,1,jogga,spurta,rusa,Leg,leg,0,6,6,34,0,1,1,1,,,,,,,,,,,,,7,2.913,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
JOG,jogga,spurta,rusa,1,jogga,spurta,rusa,,,0,6,6,34,,,,,,,,,,,,,,,,,,,1,1,1.67743668845,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,sätta ihop,dra ut,gripa tag i,Arm,arm,0,7,7,13,0,0,0,0,,,,,,,,,,,,,6,5.979,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,sätta ihop,dra ut,gripa tag i,Leg,leg,0,7,7,13,0,1,1,1,,,,,,,,,,,,,2,3.181,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,sätta ihop,dra ut,gripa tag i,,,0,7,7,13,,,,,,,,,,,,,,,,,,,3,1,5.33355077251,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
HIKE,vandra,flanera,lunka,1,vandra,flanera,lunka,Arm,arm,0,8,8,31,0,0,0,0,,,,,,,,,,,,,4,5.191,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
HIKE,vandra,flanera,lunka,1,vandra,flanera,lunka,Leg,leg,0,8,8,31,0,1,1,1,,,,,,,,,,,,,5,1.354,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
HIKE,vandra,flanera,lunka,1,vandra,flanera,lunka,,,0,8,8,31,,,,,,,,,,,,,,,,,,,1,1,2.71726401199,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CREEP,krypa,knäböja,klättra,2,klättra,krypa,knäböja,Arm,arm,0,9,9,15,0,0,0,0,,,,,,,,,,,,,1,11.145,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CREEP,krypa,knäböja,klättra,2,klättra,krypa,knäböja,Leg,leg,0,9,9,15,0,1,1,1,,,,,,,,,,,,,1,0.8,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CREEP,krypa,knäböja,klättra,2,klättra,krypa,knäböja,,,0,9,9,15,,,,,,,,,,,,,,,,,,,2,1,4.9813222251,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,Arm,arm,0,10,10,44,0,0,0,0,,,,,,,,,,,,,5,7.236,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,Leg,leg,0,10,10,44,0,1,1,1,,,,,,,,,,,,,1,2.293,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,,,0,10,10,44,,,,,,,,,,,,,,,,,,,2,1,2.68363350739,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CARVE,tälja,hacka,riva,2,hacka,tälja,riva,Arm,arm,0,11,11,5,0,0,0,0,,,,,,,,,,,,,6,9.316,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CARVE,tälja,hacka,riva,2,hacka,tälja,riva,Leg,leg,0,11,11,5,0,1,1,1,,,,,,,,,,,,,3,2.895,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CARVE,tälja,hacka,riva,2,hacka,tälja,riva,,,0,11,11,5,,,,,,,,,,,,,,,,,,,2,1,4.32721092575,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,Arm,arm,0,12,12,89,0,0,0,0,,,,,,,,,,,,,2,13.122,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,Leg,leg,0,12,12,89,0,1,1,1,,,,,,,,,,,,,6,2.476,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,,,0,12,12,89,,,,,,,,,,,,,,,,,,,3,1,3.00227659211,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
KICK,sparka,knäa,tåa,1,sparka,tåa,knäa,Arm,arm,0,13,13,36,0,0,0,0,,,,,,,,,,,,,1,13.158,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
KICK,sparka,knäa,tåa,1,sparka,tåa,knäa,Leg,leg,0,13,13,36,0,1,1,1,,,,,,,,,,,,,7,1.589,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
KICK,sparka,knäa,tåa,1,sparka,tåa,knäa,,,0,13,13,36,,,,,,,,,,,,,,,,,,,1,1,2.64988526165,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
CLAP,klappa,knäppa,klämma,3,knäppa,klämma,klappa,Arm,arm,0,14,14,8,0,0,0,0,,,,,,,,,,,,,7,2.911,,,,,,2018_Jun_21_1446,59.1031922097,verb_norming,001,914,
