word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
STRUT,svassa,lunka,strosa,3,strosa,lunka,svassa,Arm,arm,0,39,39,90,0,0,0,0,,,,,,,,,,,1,3.129,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRUT,svassa,lunka,strosa,3,strosa,lunka,svassa,Leg,leg,0,39,39,90,0,1,1,1,,,,,,,,,,,7,1.622,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRUT,svassa,lunka,strosa,3,strosa,lunka,svassa,,,0,39,39,90,,,,,,,,,,,,,,,,,3,1,2.0634095092,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
LIFT,lyfta,pressa,öka,1,lyfta,pressa,öka,Arm,arm,0,40,40,40,0,0,0,0,,,,,,,,,,,7,2.794,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
LIFT,lyfta,pressa,öka,1,lyfta,pressa,öka,Leg,leg,0,40,40,40,0,1,1,1,,,,,,,,,,,1,1.555,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
LIFT,lyfta,pressa,öka,1,lyfta,pressa,öka,,,0,40,40,40,,,,,,,,,,,,,,,,,1,1,1.37542445408,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,Arm,arm,0,41,41,63,0,0,0,0,,,,,,,,,,,7,3.177,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,Leg,leg,0,41,41,63,0,1,1,1,,,,,,,,,,,1,1.957,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,,,0,41,41,63,,,,,,,,,,,,,,,,,2,1,2.34853953023,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PLUCK,plocka,rensa,picka,3,rensa,picka,plocka,Arm,arm,0,42,42,50,0,0,0,0,,,,,,,,,,,7,3.833,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PLUCK,plocka,rensa,picka,3,rensa,picka,plocka,Leg,leg,0,42,42,50,0,1,1,1,,,,,,,,,,,1,2.327,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PLUCK,plocka,rensa,picka,3,rensa,picka,plocka,,,0,42,42,50,,,,,,,,,,,,,,,,,3,1,7.49731478709,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BASH,slå,knuffa,trycka,2,knuffa,slå,trycka,Arm,arm,0,43,43,0,0,0,0,0,,,,,,,,,,,7,2.574,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BASH,slå,knuffa,trycka,2,knuffa,slå,trycka,Leg,leg,0,43,43,0,0,1,1,1,,,,,,,,,,,1,3.181,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BASH,slå,knuffa,trycka,2,knuffa,slå,trycka,,,0,43,43,0,,,,,,,,,,,,,,,,,2,1,4.10946786476,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STOMP,stampa,stiga,kliva,3,stiga,kliva,stampa,Arm,arm,0,44,44,86,0,0,0,0,,,,,,,,,,,1,4.301,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STOMP,stampa,stiga,kliva,3,stiga,kliva,stampa,Leg,leg,0,44,44,86,0,1,1,1,,,,,,,,,,,7,1.956,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STOMP,stampa,stiga,kliva,3,stiga,kliva,stampa,,,0,44,44,86,,,,,,,,,,,,,,,,,3,1,2.14704267023,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WRAP,slå in,slå ihop,slå till,3,slå till,slå ihop,slå in,Arm,arm,0,45,45,111,0,0,0,0,,,,,,,,,,,7,3.817,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WRAP,slå in,slå ihop,slå till,3,slå till,slå ihop,slå in,Leg,leg,0,45,45,111,0,1,1,1,,,,,,,,,,,1,1.79,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WRAP,slå in,slå ihop,slå till,3,slå till,slå ihop,slå in,,,0,45,45,111,,,,,,,,,,,,,,,,,3,1,4.72980104295,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STIR,röra,sleva,vispa,1,röra,vispa,sleva,Arm,arm,0,46,46,85,0,0,0,0,,,,,,,,,,,7,2.425,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STIR,röra,sleva,vispa,1,röra,vispa,sleva,Leg,leg,0,46,46,85,0,1,1,1,,,,,,,,,,,1,1.822,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STIR,röra,sleva,vispa,1,röra,vispa,sleva,,,0,46,46,85,,,,,,,,,,,,,,,,,1,1,2.28121204411,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PUSH,knuffa,kasta,klämma,3,klämma,kasta,knuffa,Arm,arm,0,47,47,56,0,0,0,0,,,,,,,,,,,7,3.666,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PUSH,knuffa,kasta,klämma,3,klämma,kasta,knuffa,Leg,leg,0,47,47,56,0,1,1,1,,,,,,,,,,,1,1.723,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PUSH,knuffa,kasta,klämma,3,klämma,kasta,knuffa,,,0,47,47,56,,,,,,,,,,,,,,,,,3,1,2.51597417203,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
LEAP,hoppa,stega,kliva,3,stega,kliva,hoppa,Arm,arm,0,48,48,39,0,0,0,0,,,,,,,,,,,1,4.186,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
LEAP,hoppa,stega,kliva,3,stega,kliva,hoppa,Leg,leg,0,48,48,39,0,1,1,1,,,,,,,,,,,7,1.723,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
LEAP,hoppa,stega,kliva,3,stega,kliva,hoppa,,,0,48,48,39,,,,,,,,,,,,,,,,,3,1,4.14264581188,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLAW,klösa,nypa,rispa,3,rispa,nypa,klösa,Arm,arm,0,49,49,9,0,0,0,0,,,,,,,,,,,7,3.296,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLAW,klösa,nypa,rispa,3,rispa,nypa,klösa,Leg,leg,0,49,49,9,0,1,1,1,,,,,,,,,,,1,1.487,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLAW,klösa,nypa,rispa,3,rispa,nypa,klösa,,,0,49,49,9,,,,,,,,,,,,,,,,,3,1,2.1135063523,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TWINE,tvinna,binda,knyta,3,binda,knyta,tvinna,Arm,arm,0,50,50,103,0,0,0,0,,,,,,,,,,,7,7.623,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TWINE,tvinna,binda,knyta,3,binda,knyta,tvinna,Leg,leg,0,50,50,103,0,1,1,1,,,,,,,,,,,1,1.605,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TWINE,tvinna,binda,knyta,3,binda,knyta,tvinna,,,0,50,50,103,,,,,,,,,,,,,,,,,3,1,1.42591443827,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
POKE,peta,trycka,knuffa,1,peta,knuffa,trycka,Arm,arm,0,51,51,51,0,0,0,0,,,,,,,,,,,7,3.178,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
POKE,peta,trycka,knuffa,1,peta,knuffa,trycka,Leg,leg,0,51,51,51,0,1,1,1,,,,,,,,,,,1,3.265,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
POKE,peta,trycka,knuffa,1,peta,knuffa,trycka,,,0,51,51,51,,,,,,,,,,,,,,,,,1,1,4.52869179241,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CREEP,krypa,knäböja,klättra,3,klättra,knäböja,krypa,Arm,arm,0,52,52,15,0,0,0,0,,,,,,,,,,,5,3.732,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CREEP,krypa,knäböja,klättra,3,klättra,knäböja,krypa,Leg,leg,0,52,52,15,0,1,1,1,,,,,,,,,,,4,3.786,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CREEP,krypa,knäböja,klättra,3,klättra,knäböja,krypa,,,0,52,52,15,,,,,,,,,,,,,,,,,3,1,1.74465663967,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PUNCH,slå,knuffa,kasta,1,slå,knuffa,kasta,Arm,arm,0,53,53,55,0,0,0,0,,,,,,,,,,,7,4.183,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PUNCH,slå,knuffa,kasta,1,slå,knuffa,kasta,Leg,leg,0,53,53,55,0,1,1,1,,,,,,,,,,,1,2.595,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PUNCH,slå,knuffa,kasta,1,slå,knuffa,kasta,,,0,53,53,55,,,,,,,,,,,,,,,,,1,1,2.26451638904,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLAP,smälla till,knäppa fast,klämma åt,2,knäppa fast,smälla till,klämma åt,Arm,arm,0,54,54,73,0,0,0,0,,,,,,,,,,,7,2.156,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLAP,smälla till,knäppa fast,klämma åt,2,knäppa fast,smälla till,klämma åt,Leg,leg,0,54,54,73,0,1,1,1,,,,,,,,,,,1,2.394,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLAP,smälla till,knäppa fast,klämma åt,2,knäppa fast,smälla till,klämma åt,,,0,54,54,73,,,,,,,,,,,,,,,,,2,1,4.4448274881,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PLOD,lunka,pulsa,vingla,3,pulsa,vingla,lunka,Arm,arm,0,55,55,49,0,0,0,0,,,,,,,,,,,7,2.339,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PLOD,lunka,pulsa,vingla,3,pulsa,vingla,lunka,Leg,leg,0,55,55,49,0,1,1,1,,,,,,,,,,,4,5.127,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PLOD,lunka,pulsa,vingla,3,pulsa,vingla,lunka,,,0,55,55,49,,,,,,,,,,,,,,,,,1,0,2.91963682456,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WHIP,piska,klappa,slå,1,piska,slå,klappa,Arm,arm,0,56,56,108,0,0,0,0,,,,,,,,,,,7,6.4,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WHIP,piska,klappa,slå,1,piska,slå,klappa,Leg,leg,0,56,56,108,0,1,1,1,,,,,,,,,,,1,1.673,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WHIP,piska,klappa,slå,1,piska,slå,klappa,,,0,56,56,108,,,,,,,,,,,,,,,,,1,1,1.44251842627,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
FOLD,vika ihop,knyta ihop,bunta ihop,1,vika ihop,bunta ihop,knyta ihop,Arm,arm,0,57,57,24,0,0,0,0,,,,,,,,,,,7,2.07,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
FOLD,vika ihop,knyta ihop,bunta ihop,1,vika ihop,bunta ihop,knyta ihop,Leg,leg,0,57,57,24,0,1,1,1,,,,,,,,,,,1,1.755,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
FOLD,vika ihop,knyta ihop,bunta ihop,1,vika ihop,bunta ihop,knyta ihop,,,0,57,57,24,,,,,,,,,,,,,,,,,1,1,1.67741884501,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SEIZE,fånga,klämma,fästa,2,fästa,fånga,klämma,Arm,arm,0,58,58,68,0,0,0,0,,,,,,,,,,,7,2.891,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SEIZE,fånga,klämma,fästa,2,fästa,fånga,klämma,Leg,leg,0,58,58,68,0,1,1,1,,,,,,,,,,,1,1.403,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SEIZE,fånga,klämma,fästa,2,fästa,fånga,klämma,,,0,58,58,68,,,,,,,,,,,,,,,,,2,1,1.82847590065,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SHAKE,skaka,röra,vispa,1,skaka,röra,vispa,Arm,arm,0,59,59,69,0,0,0,0,,,,,,,,,,,7,2.541,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SHAKE,skaka,röra,vispa,1,skaka,röra,vispa,Leg,leg,0,59,59,69,0,1,1,1,,,,,,,,,,,1,1.555,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SHAKE,skaka,röra,vispa,1,skaka,röra,vispa,,,0,59,59,69,,,,,,,,,,,,,,,,,1,1,1.94578248511,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
MARCH,marschera,trava,traska,2,trava,marschera,traska,Arm,arm,0,60,60,42,0,0,0,0,,,,,,,,,,,4,4.301,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
MARCH,marschera,trava,traska,2,trava,marschera,traska,Leg,leg,0,60,60,42,0,1,1,1,,,,,,,,,,,7,1.722,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
MARCH,marschera,trava,traska,2,trava,marschera,traska,,,0,60,60,42,,,,,,,,,,,,,,,,,2,1,1.82824317692,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLIDE,glida,ramla,hasa,2,hasa,glida,ramla,Arm,arm,0,61,61,74,0,0,0,0,,,,,,,,,,,1,3.815,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLIDE,glida,ramla,hasa,2,hasa,glida,ramla,Leg,leg,0,61,61,74,0,1,1,1,,,,,,,,,,,7,2.609,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SLIDE,glida,ramla,hasa,2,hasa,glida,ramla,,,0,61,61,74,,,,,,,,,,,,,,,,,1,0,2.02985580612,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TREAD,trampa,stampa,klampa,3,stampa,klampa,trampa,Arm,arm,0,62,62,98,0,0,0,0,,,,,,,,,,,2,6.196,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TREAD,trampa,stampa,klampa,3,stampa,klampa,trampa,Leg,leg,0,62,62,98,0,1,1,1,,,,,,,,,,,7,2.61,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TREAD,trampa,stampa,klampa,3,stampa,klampa,trampa,,,0,62,62,98,,,,,,,,,,,,,,,,,3,1,6.22267748445,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,Arm,arm,0,63,63,79,0,0,0,0,,,,,,,,,,,1,3.313,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,Leg,leg,0,63,63,79,0,1,1,1,,,,,,,,,,,7,1.437,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,,,0,63,63,79,,,,,,,,,,,,,,,,,2,1,2.31473769389,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRASP,gripa,klämma,omfamna,3,omfamna,klämma,gripa,Arm,arm,0,64,64,27,0,0,0,0,,,,,,,,,,,7,2.339,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRASP,gripa,klämma,omfamna,3,omfamna,klämma,gripa,Leg,leg,0,64,64,27,0,1,1,1,,,,,,,,,,,1,2.325,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRASP,gripa,klämma,omfamna,3,omfamna,klämma,gripa,,,0,64,64,27,,,,,,,,,,,,,,,,,3,1,2.01333558287,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLEAN,rengöra,rensa,plocka,3,rensa,plocka,rengöra,Arm,arm,0,65,65,10,0,0,0,0,,,,,,,,,,,7,1.82,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLEAN,rengöra,rensa,plocka,3,rensa,plocka,rengöra,Leg,leg,0,65,65,10,0,1,1,1,,,,,,,,,,,1,1.789,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLEAN,rengöra,rensa,plocka,3,rensa,plocka,rengöra,,,0,65,65,10,,,,,,,,,,,,,,,,,3,1,2.02984513798,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SWAY,vingla,tassa,ramla,2,ramla,vingla,tassa,Arm,arm,0,66,66,92,0,0,0,0,,,,,,,,,,,3,4.083,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SWAY,vingla,tassa,ramla,2,ramla,vingla,tassa,Leg,leg,0,66,66,92,0,1,1,1,,,,,,,,,,,6,1.891,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SWAY,vingla,tassa,ramla,2,ramla,vingla,tassa,,,0,66,66,92,,,,,,,,,,,,,,,,,2,1,5.03171957147,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BIND,binda,linda,vinda,1,binda,linda,vinda,Arm,arm,0,67,67,1,0,0,0,0,,,,,,,,,,,7,5.123,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BIND,binda,linda,vinda,1,binda,linda,vinda,Leg,leg,0,67,67,1,0,1,1,1,,,,,,,,,,,1,1.57,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
BIND,binda,linda,vinda,1,binda,linda,vinda,,,0,67,67,1,,,,,,,,,,,,,,,,,1,1,1.37578163957,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CUT,skära,sticka,spetsa,3,spetsa,sticka,skära,Arm,arm,0,68,68,16,0,0,0,0,,,,,,,,,,,7,1.889,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CUT,skära,sticka,spetsa,3,spetsa,sticka,skära,Leg,leg,0,68,68,16,0,1,1,1,,,,,,,,,,,1,1.472,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CUT,skära,sticka,spetsa,3,spetsa,sticka,skära,,,0,68,68,16,,,,,,,,,,,,,,,,,3,1,2.66678902114,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,Arm,arm,0,69,69,89,0,0,0,0,,,,,,,,,,,1,3.495,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,Leg,leg,0,69,69,89,0,1,1,1,,,,,,,,,,,7,1.536,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,,,0,69,69,89,,,,,,,,,,,,,,,,,2,1,2.14705531397,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRAY,ströva,vandra,promenera,1,ströva,promenera,vandra,Arm,arm,0,70,70,87,0,0,0,0,,,,,,,,,,,1,3.448,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRAY,ströva,vandra,promenera,1,ströva,promenera,vandra,Leg,leg,0,70,70,87,0,1,1,1,,,,,,,,,,,7,2.914,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRAY,ströva,vandra,promenera,1,ströva,promenera,vandra,,,0,70,70,87,,,,,,,,,,,,,,,,,1,1,3.45538026423,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WADE,vada,pulsa,plöja,2,pulsa,vada,plöja,Arm,arm,0,71,71,104,0,0,0,0,,,,,,,,,,,1,3.849,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WADE,vada,pulsa,plöja,2,pulsa,vada,plöja,Leg,leg,0,71,71,104,0,1,1,1,,,,,,,,,,,7,2.812,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
WADE,vada,pulsa,plöja,2,pulsa,vada,plöja,,,0,71,71,104,,,,,,,,,,,,,,,,,2,1,2.51601802996,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,Arm,arm,0,72,72,101,0,0,0,0,,,,,,,,,,,1,4.149,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,Leg,leg,0,72,72,101,0,1,1,1,,,,,,,,,,,7,1.484,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,,,0,72,72,101,,,,,,,,,,,,,,,,,3,1,5.51820934705,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
JUMP,hoppa,kliva,lyfta,2,kliva,hoppa,lyfta,Arm,arm,0,73,73,35,0,0,0,0,,,,,,,,,,,1,4.804,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
JUMP,hoppa,kliva,lyfta,2,kliva,hoppa,lyfta,Leg,leg,0,73,73,35,0,1,1,1,,,,,,,,,,,7,1.889,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
JUMP,hoppa,kliva,lyfta,2,kliva,hoppa,lyfta,,,0,73,73,35,,,,,,,,,,,,,,,,,2,1,2.39862017355,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRIDE,kliva,tassa,lunka,1,kliva,tassa,lunka,Arm,arm,0,74,74,88,0,0,0,0,,,,,,,,,,,1,5.173,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRIDE,kliva,tassa,lunka,1,kliva,tassa,lunka,Leg,leg,0,74,74,88,0,1,1,1,,,,,,,,,,,7,1.906,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
STRIDE,kliva,tassa,lunka,1,kliva,tassa,lunka,,,0,74,74,88,,,,,,,,,,,,,,,,,1,1,7.44680386172,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCRAPE,skrapa,rispa,klösa,1,skrapa,rispa,klösa,Arm,arm,0,75,75,64,0,0,0,0,,,,,,,,,,,7,5.895,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCRAPE,skrapa,rispa,klösa,1,skrapa,rispa,klösa,Leg,leg,0,75,75,64,0,1,1,1,,,,,,,,,,,1,1.454,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
SCRAPE,skrapa,rispa,klösa,1,skrapa,rispa,klösa,,,0,75,75,64,,,,,,,,,,,,,,,,,2,0,3.50547355128,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,Arm,arm,0,76,76,44,0,0,0,0,,,,,,,,,,,7,3.465,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,Leg,leg,0,76,76,44,0,1,1,1,,,,,,,,,,,1,1.388,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,,,0,76,76,44,,,,,,,,,,,,,,,,,2,1,4.1594971429,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,Arm,arm,0,77,77,26,0,0,0,0,,,,,,,,,,,7,5.257,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,Leg,leg,0,77,77,26,0,1,1,1,,,,,,,,,,,1,2.375,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,smälla till,fästa ihop,,,0,77,77,26,,,,,,,,,,,,,,,,,1,1,2.14709364028,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,Arm,arm,0,78,78,54,0,0,0,0,,,,,,,,,,,7,2.291,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,Leg,leg,0,78,78,54,0,1,1,1,,,,,,,,,,,1,2.293,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
PULL,dra,slänga,släpa,3,släpa,slänga,dra,,,0,78,78,54,,,,,,,,,,,,,,,,,3,1,2.43205218069,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,Arm,arm,0,79,79,7,0,0,0,0,,,,,,,,,,,7,4.048,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,Leg,leg,0,79,79,7,0,1,1,1,,,,,,,,,,,1,1.638,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CHOP,hacka,tälja,riva,3,riva,tälja,hacka,,,0,79,79,7,,,,,,,,,,,,,,,,,3,1,2.06324395532,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUB,gnugga,riva,klappa,1,gnugga,riva,klappa,Arm,arm,0,80,80,60,0,0,0,0,,,,,,,,,,,7,2.089,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUB,gnugga,riva,klappa,1,gnugga,riva,klappa,Leg,leg,0,80,80,60,0,1,1,1,,,,,,,,,,,1,1.437,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
RUB,gnugga,riva,klappa,1,gnugga,riva,klappa,,,0,80,80,60,,,,,,,,,,,,,,,,,1,1,2.58302863254,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLIMB,klättra,kliva,krypa,1,klättra,krypa,kliva,Arm,arm,0,81,81,12,0,0,0,0,,,,,,,,,,,5,5.29,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLIMB,klättra,kliva,krypa,1,klättra,krypa,kliva,Leg,leg,0,81,81,12,0,1,1,1,,,,,,,,,,,5,1.805,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CLIMB,klättra,kliva,krypa,1,klättra,krypa,kliva,,,0,81,81,12,,,,,,,,,,,,,,,,,1,1,1.56006405632,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
CRAWL,kravla,huka,klättra,3,klättra,huka,kravla,Arm,arm,0,82,82,14,0,0,0,0,,,,,,,,,,,4,3.431,,,,,,2018_Jun_12_1416,59.6299542478,verb_norming,001,904,
