word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,Arm,arm,0,39,39,63,0,1,1,1,,,,,,,,,,,,,6,1.287,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,,,0,39,39,63,,,,,,,,,,,,,,,,,,,return,8.73788965205,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BRAID,fläta,knyta,binda,3,knyta,binda,fläta,Leg,leg,0,40,40,3,0,0,0,0,,,,,,,,,,,,,3,30.765,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BRAID,fläta,knyta,binda,3,knyta,binda,fläta,Arm,arm,0,40,40,3,0,1,1,1,,,,,,,,,,,,,4,2.325,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BRAID,fläta,knyta,binda,3,knyta,binda,fläta,,,0,40,40,3,,,,,,,,,,,,,,,,,,,return,14.5239654584,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,Leg,leg,0,41,41,24,0,0,0,0,,,,,,,,,,,,,3,12.384,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,Arm,arm,0,41,41,24,0,1,1,1,,,,,,,,,,,,,6,1.738,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,,,0,41,41,24,,,,,,,,,,,,,,,,,,,return,5.75271752873,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAMP,stampa,kliva,skutta,1,stampa,kliva,skutta,Leg,leg,0,42,42,83,0,0,0,0,,,,,,,,,,,,,2,19.564,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAMP,stampa,kliva,skutta,1,stampa,kliva,skutta,Arm,arm,0,42,42,83,0,1,1,1,,,,,,,,,,,,,4,2.628,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAMP,stampa,kliva,skutta,1,stampa,kliva,skutta,,,0,42,42,83,,,,,,,,,,,,,,,,,,,return,20.7122947827,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRIP,snubbla,stampa,stappla,3,stampa,stappla,snubbla,Leg,leg,0,43,43,99,0,0,0,0,,,,,,,,,,,,,7,7.623,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRIP,snubbla,stampa,stappla,3,stampa,stappla,snubbla,Arm,arm,0,43,43,99,0,1,1,1,,,,,,,,,,,,,1,5.345,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRIP,snubbla,stampa,stappla,3,stampa,stappla,snubbla,,,0,43,43,99,,,,,,,,,,,,,,,,,,,return,3.52230839012,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,Leg,leg,0,44,44,57,0,0,0,0,,,,,,,,,,,,,1,10.96,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,Arm,arm,0,44,44,57,0,1,1,1,,,,,,,,,,,,,1,2.896,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,,,0,44,44,57,,,,,,,,,,,,,,,,,,,return,29.9865530135,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DIG,gräva,dränera,dika,1,gräva,dränera,dika,Leg,leg,0,45,45,19,0,0,0,0,,,,,,,,,,,,,1,9.903,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DIG,gräva,dränera,dika,1,gräva,dränera,dika,Arm,arm,0,45,45,19,0,1,1,1,,,,,,,,,,,,,7,6.519,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DIG,gräva,dränera,dika,1,gräva,dränera,dika,,,0,45,45,19,,,,,,,,,,,,,,,,,,,return,1.40918167537,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DELVE,gräva,plöja,rensa,3,plöja,rensa,gräva,Leg,leg,0,46,46,18,0,0,0,0,,,,,,,,,,,,,2,9.5,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DELVE,gräva,plöja,rensa,3,plöja,rensa,gräva,Arm,arm,0,46,46,18,0,1,1,1,,,,,,,,,,,,,2,1.872,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DELVE,gräva,plöja,rensa,3,plöja,rensa,gräva,,,0,46,46,18,,,,,,,,,,,,,,,,,,,return,39.1098833019,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,Leg,leg,0,47,47,76,0,0,0,0,,,,,,,,,,,,,4,12.318,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,Arm,arm,0,47,47,76,0,1,1,1,,,,,,,,,,,,,3,2.124,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,,,0,47,47,76,,,,,,,,,,,,,,,,,,,return,6.02116337729,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRUB,skrubba,sopa,skrapa,1,skrubba,skrapa,sopa,Leg,leg,0,48,48,66,0,0,0,0,,,,,,,,,,,,,1,4.303,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRUB,skrubba,sopa,skrapa,1,skrubba,skrapa,sopa,Arm,arm,0,48,48,66,0,1,1,1,,,,,,,,,,,,,7,1.201,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRUB,skrubba,sopa,skrapa,1,skrubba,skrapa,sopa,,,0,48,48,66,,,,,,,,,,,,,,,,,,,return,1.39245295096,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,Leg,leg,0,49,49,14,0,0,0,0,,,,,,,,,,,,,4,6.013,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,Arm,arm,0,49,49,14,0,1,1,1,,,,,,,,,,,,,4,0.465,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,,,0,49,49,14,,,,,,,,,,,,,,,,,,,return,6.80928819554,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CUT,skära,sticka,spetsa,1,skära,sticka,spetsa,Leg,leg,0,50,50,16,0,0,0,0,,,,,,,,,,,,,2,7.49,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CUT,skära,sticka,spetsa,1,skära,sticka,spetsa,Arm,arm,0,50,50,16,0,1,1,1,,,,,,,,,,,,,7,2.713,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CUT,skära,sticka,spetsa,1,skära,sticka,spetsa,,,0,50,50,16,,,,,,,,,,,,,,,,,,,return,3.58942321065,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SPRINT,spurta,springa,löpa,3,löpa,springa,spurta,Leg,leg,0,51,51,79,0,0,0,0,,,,,,,,,,,,,7,5.407,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SPRINT,spurta,springa,löpa,3,löpa,springa,spurta,Arm,arm,0,51,51,79,0,1,1,1,,,,,,,,,,,,,1,1.67,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SPRINT,spurta,springa,löpa,3,löpa,springa,spurta,,,0,51,51,79,,,,,,,,,,,,,,,,,,,return,3.52152173707,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,Leg,leg,0,52,52,44,0,0,0,0,,,,,,,,,,,,,1,5.946,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,Arm,arm,0,52,52,44,0,1,1,1,,,,,,,,,,,,,7,1.37,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
NIP,nypa,peta,nudda,2,nudda,nypa,peta,,,0,52,52,44,,,,,,,,,,,,,,,,,,,return,1.24146811349,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FLEE,fly,lyfta,flyga,3,flyga,lyfta,fly,Leg,leg,0,53,53,22,0,0,0,0,,,,,,,,,,,,,7,6.349,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FLEE,fly,lyfta,flyga,3,flyga,lyfta,fly,Arm,arm,0,53,53,22,0,1,1,1,,,,,,,,,,,,,1,3.568,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FLEE,fly,lyfta,flyga,3,flyga,lyfta,fly,,,0,53,53,22,,,,,,,,,,,,,,,,,,,return,23.8148267704,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WADE,vada,pulsa,plöja,3,pulsa,plöja,vada,Leg,leg,0,54,54,104,0,0,0,0,,,,,,,,,,,,,2,4.737,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WADE,vada,pulsa,plöja,3,pulsa,plöja,vada,Arm,arm,0,54,54,104,0,1,1,1,,,,,,,,,,,,,4,1.017,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WADE,vada,pulsa,plöja,3,pulsa,plöja,vada,,,0,54,54,104,,,,,,,,,,,,,,,,,,,return,97.5560925904,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HIKE,vandra,flanera,lunka,3,flanera,lunka,vandra,Leg,leg,0,55,55,31,0,0,0,0,,,,,,,,,,,,,7,3.514,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HIKE,vandra,flanera,lunka,3,flanera,lunka,vandra,Arm,arm,0,55,55,31,0,1,1,1,,,,,,,,,,,,,1,0.616,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HIKE,vandra,flanera,lunka,3,flanera,lunka,vandra,,,0,55,55,31,,,,,,,,,,,,,,,,,,,return,31.4457252854,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRASP,gripa,klämma,omfamna,1,gripa,klämma,omfamna,Leg,leg,0,56,56,27,0,0,0,0,,,,,,,,,,,,,1,3.864,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRASP,gripa,klämma,omfamna,1,gripa,klämma,omfamna,Arm,arm,0,56,56,27,0,1,1,1,,,,,,,,,,,,,7,0.783,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRASP,gripa,klämma,omfamna,1,gripa,klämma,omfamna,,,0,56,56,27,,,,,,,,,,,,,,,,,,,return,6.60800339474,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLICK,klicka,klappa,klämma,3,klappa,klämma,klicka,Leg,leg,0,57,57,11,0,0,0,0,,,,,,,,,,,,,1,8.579,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLICK,klicka,klappa,klämma,3,klappa,klämma,klicka,Arm,arm,0,57,57,11,0,1,1,1,,,,,,,,,,,,,6,1.739,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLICK,klicka,klappa,klämma,3,klappa,klämma,klicka,,,0,57,57,11,,,,,,,,,,,,,,,,,,,return,1.14084606097,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,Leg,leg,0,58,58,49,0,0,0,0,,,,,,,,,,,,,5,4.838,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,Arm,arm,0,58,58,49,0,1,1,1,,,,,,,,,,,,,1,2.611,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,,,0,58,58,49,,,,,,,,,,,,,,,,,,,return,50.3632456412,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STUMBLE,snubbla,glida,svaja,3,glida,svaja,snubbla,Leg,leg,0,59,59,91,0,0,0,0,,,,,,,,,,,,,7,6.028,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STUMBLE,snubbla,glida,svaja,3,glida,svaja,snubbla,Arm,arm,0,59,59,91,0,1,1,1,,,,,,,,,,,,,1,1.47,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STUMBLE,snubbla,glida,svaja,3,glida,svaja,snubbla,,,0,59,59,91,,,,,,,,,,,,,,,,,,,return,3.60618551895,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PLUCK,plocka,rensa,picka,1,plocka,rensa,picka,Leg,leg,0,60,60,50,0,0,0,0,,,,,,,,,,,,,1,8.31,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PLUCK,plocka,rensa,picka,1,plocka,rensa,picka,Arm,arm,0,60,60,50,0,1,1,1,,,,,,,,,,,,,7,1.32,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PLUCK,plocka,rensa,picka,1,plocka,rensa,picka,,,0,60,60,50,,,,,,,,,,,,,,,,,,,return,13.1990575968,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FLIT,rusa,hasa,svassa,1,rusa,hasa,svassa,Leg,leg,0,61,61,23,0,0,0,0,,,,,,,,,,,,,3,9.469,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FLIT,rusa,hasa,svassa,1,rusa,hasa,svassa,Arm,arm,0,61,61,23,0,1,1,1,,,,,,,,,,,,,4,2.729,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FLIT,rusa,hasa,svassa,1,rusa,hasa,svassa,,,0,61,61,23,,,,,,,,,,,,,,,,,,,return,33.1395536742,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SNEAK,smyga,hasa,glida,1,smyga,glida,hasa,Leg,leg,0,62,62,78,0,0,0,0,,,,,,,,,,,,,6,5.978,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SNEAK,smyga,hasa,glida,1,smyga,glida,hasa,Arm,arm,0,62,62,78,0,1,1,1,,,,,,,,,,,,,1,1.568,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SNEAK,smyga,hasa,glida,1,smyga,glida,hasa,,,0,62,62,78,,,,,,,,,,,,,,,,,,,return,13.2506183385,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLAP,smälla till,knäppa fast,klämma åt,1,smälla till,klämma åt,knäppa fast,Leg,leg,0,63,63,73,0,0,0,0,,,,,,,,,,,,,1,2.726,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLAP,smälla till,knäppa fast,klämma åt,1,smälla till,klämma åt,knäppa fast,Arm,arm,0,63,63,73,0,1,1,1,,,,,,,,,,,,,7,0.818,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLAP,smälla till,knäppa fast,klämma åt,1,smälla till,klämma åt,knäppa fast,,,0,63,63,73,,,,,,,,,,,,,,,,,,,return,7.17827312468,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BASH,slå,knuffa,trycka,2,knuffa,slå,trycka,Leg,leg,0,64,64,0,0,0,0,0,,,,,,,,,,,,,2,5.192,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BASH,slå,knuffa,trycka,2,knuffa,slå,trycka,Arm,arm,0,64,64,0,0,1,1,1,,,,,,,,,,,,,7,1.79,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BASH,slå,knuffa,trycka,2,knuffa,slå,trycka,,,0,64,64,0,,,,,,,,,,,,,,,,,,,return,7.48040637288,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,sätta ihop,dra ut,gripa tag i,Leg,leg,0,65,65,13,0,0,0,0,,,,,,,,,,,,,1,5.777,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,sätta ihop,dra ut,gripa tag i,Arm,arm,0,65,65,13,0,1,1,1,,,,,,,,,,,,,7,1.353,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLUTCH,gripa tag i,sätta ihop,dra ut,3,sätta ihop,dra ut,gripa tag i,,,0,65,65,13,,,,,,,,,,,,,,,,,,,return,11.9917138685,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BOUNCE,studsa,dunka,kasta,1,studsa,dunka,kasta,Leg,leg,0,66,66,2,0,0,0,0,,,,,,,,,,,,,7,9.818,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BOUNCE,studsa,dunka,kasta,1,studsa,dunka,kasta,Arm,arm,0,66,66,2,0,1,1,1,,,,,,,,,,,,,1,0.648,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BOUNCE,studsa,dunka,kasta,1,studsa,dunka,kasta,,,0,66,66,2,,,,,,,,,,,,,,,,,,,return,8.60384650032,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SWITCH,slå på/av,knäppa,nypa,2,knäppa,slå på/av,nypa,Leg,leg,0,67,67,93,0,0,0,0,,,,,,,,,,,,,2,11.01,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SWITCH,slå på/av,knäppa,nypa,2,knäppa,slå på/av,nypa,Arm,arm,0,67,67,93,0,1,1,1,,,,,,,,,,,,,6,5.026,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SWITCH,slå på/av,knäppa,nypa,2,knäppa,slå på/av,nypa,,,0,67,67,93,,,,,,,,,,,,,,,,,,,return,40.7366711498,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,Leg,leg,0,68,68,106,0,0,0,0,,,,,,,,,,,,,7,5.39,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,Arm,arm,0,68,68,106,0,1,1,1,,,,,,,,,,,,,1,2.693,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,,,0,68,68,106,,,,,,,,,,,,,,,,,,,return,1.32496041053,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PEEL,skala,rensa,plocka,1,skala,plocka,rensa,Leg,leg,0,69,69,47,0,0,0,0,,,,,,,,,,,,,1,3.833,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PEEL,skala,rensa,plocka,1,skala,plocka,rensa,Arm,arm,0,69,69,47,0,1,1,1,,,,,,,,,,,,,7,0.616,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PEEL,skala,rensa,plocka,1,skala,plocka,rensa,,,0,69,69,47,,,,,,,,,,,,,,,,,,,return,4.26000246545,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRIP,gripa om,hålla om,kasta om,1,gripa om,kasta om,hålla om,Leg,leg,0,70,70,29,0,0,0,0,,,,,,,,,,,,,1,2.492,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRIP,gripa om,hålla om,kasta om,1,gripa om,kasta om,hålla om,Arm,arm,0,70,70,29,0,1,1,1,,,,,,,,,,,,,7,0.6,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRIP,gripa om,hålla om,kasta om,1,gripa om,kasta om,hålla om,,,0,70,70,29,,,,,,,,,,,,,,,,,,,return,13.1655491794,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WALK,gå,promenera,marschera,2,marschera,gå,promenera,Leg,leg,0,71,71,105,0,0,0,0,,,,,,,,,,,,,7,8.663,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WALK,gå,promenera,marschera,2,marschera,gå,promenera,Arm,arm,0,71,71,105,0,1,1,1,,,,,,,,,,,,,1,1.152,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WALK,gå,promenera,marschera,2,marschera,gå,promenera,,,0,71,71,105,,,,,,,,,,,,,,,,,,,return,1.89517838178,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRATCH,repa,riva,klösa,2,klösa,repa,riva,Leg,leg,0,72,72,65,0,0,0,0,,,,,,,,,,,,,1,3.277,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRATCH,repa,riva,klösa,2,klösa,repa,riva,Arm,arm,0,72,72,65,0,1,1,1,,,,,,,,,,,,,7,1.52,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRATCH,repa,riva,klösa,2,klösa,repa,riva,,,0,72,72,65,,,,,,,,,,,,,,,,,,,return,4.27709152517,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PUNCH,slå,knuffa,kasta,2,knuffa,slå,kasta,Leg,leg,0,73,73,55,0,0,0,0,,,,,,,,,,,,,1,2.238,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PUNCH,slå,knuffa,kasta,2,knuffa,slå,kasta,Arm,arm,0,73,73,55,0,1,1,1,,,,,,,,,,,,,7,0.782,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PUNCH,slå,knuffa,kasta,2,knuffa,slå,kasta,,,0,73,73,55,,,,,,,,,,,,,,,,,,,return,18.3141784039,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WIPE,torka,putsa,gnugga,1,torka,putsa,gnugga,Leg,leg,0,74,74,109,0,0,0,0,,,,,,,,,,,,,1,2.19,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WIPE,torka,putsa,gnugga,1,torka,putsa,gnugga,Arm,arm,0,74,74,109,0,1,1,1,,,,,,,,,,,,,7,0.666,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WIPE,torka,putsa,gnugga,1,torka,putsa,gnugga,,,0,74,74,109,,,,,,,,,,,,,,,,,,,return,9.8112696446,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,2,dra sig snabbt tillbaka,röra sig långsamt framåt,hasa sig bakåt,Leg,leg,0,75,75,33,0,0,0,0,,,,,,,,,,,,,2,11.06,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,2,dra sig snabbt tillbaka,röra sig långsamt framåt,hasa sig bakåt,Arm,arm,0,75,75,33,0,1,1,1,,,,,,,,,,,,,5,1.0,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,2,dra sig snabbt tillbaka,röra sig långsamt framåt,hasa sig bakåt,,,0,75,75,33,,,,,,,,,,,,,,,,,,,return,15.563789226,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUB,gnugga,riva,klappa,3,riva,klappa,gnugga,Leg,leg,0,76,76,60,0,0,0,0,,,,,,,,,,,,,2,4.571,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUB,gnugga,riva,klappa,3,riva,klappa,gnugga,Arm,arm,0,76,76,60,0,1,1,1,,,,,,,,,,,,,7,2.16,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUB,gnugga,riva,klappa,3,riva,klappa,gnugga,,,0,76,76,60,,,,,,,,,,,,,,,,,,,return,55.7299583244,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
POLISH,polera,sopa,tvätta,1,polera,tvätta,sopa,Leg,leg,0,77,77,52,0,0,0,0,,,,,,,,,,,,,1,4.469,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
POLISH,polera,sopa,tvätta,1,polera,tvätta,sopa,Arm,arm,0,77,77,52,0,1,1,1,,,,,,,,,,,,,7,0.447,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
POLISH,polera,sopa,tvätta,1,polera,tvätta,sopa,,,0,77,77,52,,,,,,,,,,,,,,,,,,,return,26.3976959876,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLIP,halka,snava,ramla,3,snava,ramla,halka,Leg,leg,0,78,78,75,0,0,0,0,,,,,,,,,,,,,7,7.506,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLIP,halka,snava,ramla,3,snava,ramla,halka,Arm,arm,0,78,78,75,0,1,1,1,,,,,,,,,,,,,3,1.974,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLIP,halka,snava,ramla,3,snava,ramla,halka,,,0,78,78,75,,,,,,,,,,,,,,,,,,,return,15.4630115023,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PULL,dra,slänga,släpa,3,slänga,släpa,dra,Leg,leg,0,79,79,54,0,0,0,0,,,,,,,,,,,,,2,5.393,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PULL,dra,slänga,släpa,3,slänga,släpa,dra,Arm,arm,0,79,79,54,0,1,1,1,,,,,,,,,,,,,7,1.673,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PULL,dra,slänga,släpa,3,slänga,släpa,dra,,,0,79,79,54,,,,,,,,,,,,,,,,,,,return,8.41932124208,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
ROAM,ströva omkring,ta sig fram,luffa runt,1,ströva omkring,ta sig fram,luffa runt,Leg,leg,0,80,80,58,0,0,0,0,,,,,,,,,,,,,7,8.63,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
ROAM,ströva omkring,ta sig fram,luffa runt,1,ströva omkring,ta sig fram,luffa runt,Arm,arm,0,80,80,58,0,1,1,1,,,,,,,,,,,,,1,0.432,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
ROAM,ströva omkring,ta sig fram,luffa runt,1,ströva omkring,ta sig fram,luffa runt,,,0,80,80,58,,,,,,,,,,,,,,,,,,,return,10.0461418836,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
