item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,4.39445761939,,,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
4,training,save,look,stay,print,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,space,4.46150496781,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
1,training,wait,bless,blush,sigh,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,space,17.8280993545,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
3,training,lick,ruin,chew,soothe,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,space,5.82039062816,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
2,training,like,thank,stare,yell,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,space,3.69002306691,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,s,30.171925933,space,1.62718805736,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
,leg,bounce,jog,flee,step,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,space,4.56218306704,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
,arm,grasp,stab,delve,push,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,1,1,1,,,space,4.30994097746,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
,arm,braid,scoop,chop,tug,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,2,2,2,,,space,4.47902246554,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
,arm,switch,bind,dig,toss,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,3,3,3,,,space,5.21602727569,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
,leg,skip,stride,sneak,inch,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,4,4,4,,,space,4.27711903048,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
,leg,climb,traipse,jump,run,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,5,5,5,,,space,8.60389711478,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
,leg,stroll,mount,rush,slip,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,6,6,6,,,space,3.94160847257,,,,,,,2018_Jun_12_1333,59.6445690885,sheb_replic_pilot_control,001,904,
