item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,arm,grab,punch,nip,scratch,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,23,23,23,,,space,7.04435461247,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,carve,grasp,dunk,wipe,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,24,24,24,,,space,5.40074313544,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,dance,march,walk,wobble,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,25,25,25,,,space,5.34945462045,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,kick,flee,wade,jog,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,26,26,26,,,space,6.57459091596,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,plod,sneak,mount,wander,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,0,27,27,27,,,space,5.28325519244,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,,,,,,0.1,0.4,0.5,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,clap,scratch,hack,push,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,0,0,0,,,space,6.00455292944,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,clutch,tug,pull,scrape,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,1,1,1,,,space,5.88800496899,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,lift,snatch,bash,toss,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,2,2,2,,,space,6.55781821314,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,skate,trudge,flee,march,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,3,3,3,,,space,6.12211475926,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,wrap,stab,chop,grip,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,4,4,4,,,space,6.03808450597,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,punch,pinch,grasp,delve,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,5,5,5,,,space,5.78641019907,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,peel,skim,fold,catch,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,6,6,6,,,space,5.9376802226,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,trot,trip,tread,tiptoe,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,7,7,7,,,space,5.93744710376,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,bounce,sneak,sprint,jog,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,8,8,8,,,space,5.51821645914,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,wipe,polish,wash,pat,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,9,9,9,,,space,7.4635619452,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,knock,rub,switch,squeeze,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,10,10,10,,,space,5.51808883646,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,plod,wobble,sway,dance,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,11,11,11,,,space,6.49061716434,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,nip,claw,throw,scrub,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,12,12,12,,,space,7.06111980807,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,traipse,roam,leap,stumble,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,13,13,13,,,space,8.67111317802,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,hike,slip,stamp,mount,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,14,14,14,,,space,5.70254115338,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,grate,bind,slap,shake,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,15,15,15,,,space,6.94370614698,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,poke,click,braid,scoop,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,16,16,16,,,space,6.96115963583,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,skip,inch,limp,trek,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,17,17,17,,,space,5.8534342356,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,prance,hop,walk,stagger,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,18,18,18,,,space,5.25061420887,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,brush,stir,dig,whip,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,19,19,19,,,space,6.72591190953,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,pace,scuff,kneel,rush,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,20,20,20,,,space,6.49119877609,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,step,stray,crawl,slither,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,21,21,21,,,space,5.6856368767,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,roll,stomp,jump,run,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,22,22,22,,,space,8.18521449699,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,seize,dunk,cut,file,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,23,23,23,,,space,5.8693890469,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,twine,grab,carve,clean,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,24,24,24,,,space,7.68149052233,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,stride,strut,glide,wade,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,25,25,25,,,space,8.40237220148,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,flit,climb,creep,wander,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,26,26,26,,,space,10.1638454019,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,ramble,kick,slide,stroll,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,0,27,27,27,,,space,7.02768108396,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,,,,,,0.4,0.4,0.8,1,0,1,0,,,,,0,1,1,3,,,,,,,,,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,switch,push,wrap,scrape,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,0,0,0,,,space,6.03782807526,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,bash,clap,pinch,scrub,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,1,1,1,,,space,5.56866535119,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,flee,roll,slither,jump,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,2,2,2,,,space,5.21621535123,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,twine,fold,nip,grab,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,3,3,3,,,space,6.52428268544,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,plod,dance,trot,sneak,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,4,4,4,,,space,6.65851883403,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,slap,bind,polish,clean,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,5,5,5,,,space,6.20586566508,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,skip,trek,slide,stagger,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,6,6,6,,,space,5.60191323396,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,hop,creep,skate,jog,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,7,7,7,,,space,6.15537212483,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,squeeze,claw,stir,tug,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,8,8,8,,,space,6.82631619291,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,trip,pace,run,sway,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,9,9,9,,,space,4.96572362853,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,carve,wash,lift,grate,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,10,10,10,,,space,6.60889889675,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,wobble,slip,bounce,rush,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,11,11,11,,,space,5.24970346493,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,stamp,step,stray,mount,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,12,12,12,,,space,5.90381872363,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,delve,knock,dig,throw,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,13,13,13,,,space,5.98899481527,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,tread,trudge,tiptoe,prance,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,14,14,14,,,space,9.00661899452,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,stroll,walk,limp,climb,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,15,15,15,,,space,6.40755376154,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,stumble,kick,roam,wander,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,16,16,16,,,space,5.03237823097,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,dunk,cut,scoop,seize,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,17,17,17,,,space,5.8202803906,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,inch,traipse,glide,kneel,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,18,18,18,,,space,6.30626718263,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,stomp,march,wade,flit,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,19,19,19,,,space,6.15505919243,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,strut,leap,scuff,ramble,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,20,20,20,,,space,7.51359319894,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,chop,peel,whip,shake,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,21,21,21,,,space,6.10574547057,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,snatch,rub,wipe,brush,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,22,22,22,,,space,5.81997654587,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,scratch,punch,skim,toss,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,23,23,23,,,space,6.65856545779,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,crawl,stride,sprint,hike,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,24,24,24,,,space,7.24551127703,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,hack,pull,click,catch,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,25,25,25,,,space,6.84313235857,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,pat,grip,braid,stab,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,26,26,26,,,space,5.51807184643,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,clutch,file,grasp,poke,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,0,27,27,27,,,space,5.98762534089,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,,,,,,0.2,0.4,0.6,1,0,1,0,,,,,0,2,2,1,,,,,,,,,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,kick,jump,bounce,roam,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,0,0,0,,,space,5.28331090388,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,slip,leap,traipse,hike,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,1,1,1,,,space,5.90357059035,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,pull,bash,file,brush,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,2,2,2,,,space,7.07807070851,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,clutch,pat,scoop,claw,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,3,3,3,,,space,5.92117343329,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,walk,scuff,march,jog,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,4,4,4,,,space,6.22256052989,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,clap,hack,stir,scrub,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,5,5,5,,,space,5.87024289403,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,knock,wrap,switch,polish,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,6,6,6,,,space,5.83680456501,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,stroll,wobble,trek,plod,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,7,7,7,,,space,5.93736610483,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,inch,stamp,creep,strut,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,8,8,8,,,space,7.34656118105,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,squeeze,dunk,snatch,lift,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,9,9,9,,,space,6.35605464937,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,ramble,skip,slide,step,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,10,10,10,,,space,5.86954748868,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,sway,slither,flit,skate,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,11,11,11,,,space,6.44045394164,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,peel,dig,braid,pinch,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,12,12,12,,,space,7.68144666438,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,grasp,toss,seize,cut,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,13,13,13,,,space,6.85989044205,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,trudge,glide,tread,hop,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,14,14,14,,,space,6.05487617438,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,sneak,dance,trip,limp,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,15,15,15,,,space,8.83878844584,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,bind,clean,poke,grate,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,16,16,16,,,space,6.67522634259,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,throw,tug,punch,catch,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,17,17,17,,,space,7.04431865686,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,climb,wade,rush,sprint,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,18,18,18,,,space,5.7361600507,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,stomp,prance,flee,stagger,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,19,19,19,,,space,6.05476238078,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,kneel,mount,trot,run,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,20,20,20,,,space,7.02746337466,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,fold,push,carve,skim,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,21,21,21,,,space,6.39046061911,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,arm,click,shake,rub,wash,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,22,22,22,,,space,5.26596054049,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
,leg,stray,wander,crawl,stumble,0.3,0.4,0.7,1,0,1,0,,,,,0,3,3,2,0,23,23,23,,,space,5.87064314722,,,,,,,2018_Jun_12_1200,59.6270040404,sheb_replic_pilot_control,001,903,
