item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,4.10932070996,,,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
4,training,save,look,stay,print,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,space,8.21814753734,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
1,training,wait,bless,blush,sigh,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,space,3.3041854375,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
3,training,lick,ruin,chew,soothe,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,space,5.48446363958,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
2,training,like,thank,stare,yell,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,space,5.81977474213,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,s,41.5759334578,space,1.44259346036,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
,leg,skate,slide,dance,creep,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,space,3.74026834023,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
,leg,run,jog,hike,strut,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,3,0,1,1,1,,,space,4.89727242483,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
,leg,roll,sneak,trudge,stumble,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,3,0,2,2,2,,,space,4.76327576111,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
,arm,twine,switch,wash,claw,0.3,0.4,0.7,0,0,0,0,,,,,0,0,0,3,0,3,3,3,,,space,4.04280697568,,,,,,,2018_Jun_08_1450,59.1710794241,sheb_replic_pilot_control,001,901,
