word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,kasta sig fram,ta sig fram,släpa sig fram,Arm,arm,0,38,38,101,0,1,1,1,,,,,,,,,,,,,1,1.033,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,kasta sig fram,ta sig fram,släpa sig fram,,,0,38,38,101,,,,,,,,,,,,,,,,,,,return,2.4320260361,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,Leg,leg,0,39,39,95,0,0,0,0,,,,,,,,,,,,,7,11.396,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,Arm,arm,0,39,39,95,0,1,1,1,,,,,,,,,,,,,1,1.001,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,,,0,39,39,95,,,,,,,,,,,,,,,,,,,return,2.49928505022,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,Leg,leg,0,40,40,89,0,0,0,0,,,,,,,,,,,,,7,5.057,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,Arm,arm,0,40,40,89,0,1,1,1,,,,,,,,,,,,,1,1.655,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,,,0,40,40,89,,,,,,,,,,,,,,,,,,,return,3.89131973131,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,ströva runt,kliva över,Leg,leg,0,41,41,43,0,0,0,0,,,,,,,,,,,,,7,10.691,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,ströva runt,kliva över,Arm,arm,0,41,41,43,0,1,1,1,,,,,,,,,,,,,5,5.545,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,ströva runt,kliva över,,,0,41,41,43,,,,,,,,,,,,,,,,,,,return,2.93527640049,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TWINE,tvinna,binda,knyta,3,binda,knyta,tvinna,Leg,leg,0,42,42,103,0,0,0,0,,,,,,,,,,,,,3,7.204,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TWINE,tvinna,binda,knyta,3,binda,knyta,tvinna,Arm,arm,0,42,42,103,0,1,1,1,,,,,,,,,,,,,7,10.929,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TWINE,tvinna,binda,knyta,3,binda,knyta,tvinna,,,0,42,42,103,,,,,,,,,,,,,,,,,,,return,45.6846089626,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUN,springa,rusa,jogga,3,rusa,jogga,springa,Leg,leg,0,43,43,61,0,0,0,0,,,,,,,,,,,,,7,4.135,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUN,springa,rusa,jogga,3,rusa,jogga,springa,Arm,arm,0,43,43,61,0,1,1,1,,,,,,,,,,,,,1,0.65,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUN,springa,rusa,jogga,3,rusa,jogga,springa,,,0,43,43,61,,,,,,,,,,,,,,,,,,,return,1.54337803202,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GLIDE,glida,hasa,snava,3,snava,hasa,glida,Leg,leg,0,44,44,25,0,0,0,0,,,,,,,,,,,,,3,4.032,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GLIDE,glida,hasa,snava,3,snava,hasa,glida,Arm,arm,0,44,44,25,0,1,1,1,,,,,,,,,,,,,4,2.576,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GLIDE,glida,hasa,snava,3,snava,hasa,glida,,,0,44,44,25,,,,,,,,,,,,,,,,,,,return,2.41543264241,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CREEP,krypa,knäböja,klättra,1,krypa,klättra,knäböja,Leg,leg,0,45,45,15,0,0,0,0,,,,,,,,,,,,,5,14.868,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CREEP,krypa,knäböja,klättra,1,krypa,klättra,knäböja,Arm,arm,0,45,45,15,0,1,1,1,,,,,,,,,,,,,5,1.689,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CREEP,krypa,knäböja,klättra,1,krypa,klättra,knäböja,,,0,45,45,15,,,,,,,,,,,,,,,,,,,return,3.08621753043,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
THROW,kasta,greppa,träffa,2,träffa,kasta,greppa,Leg,leg,0,46,46,94,0,0,0,0,,,,,,,,,,,,,1,3.026,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
THROW,kasta,greppa,träffa,2,träffa,kasta,greppa,Arm,arm,0,46,46,94,0,1,1,1,,,,,,,,,,,,,7,0.8,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
THROW,kasta,greppa,träffa,2,träffa,kasta,greppa,,,0,46,46,94,,,,,,,,,,,,,,,,,,,return,1.47605066404,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TRAIPSE,traska,stappla,vandra,2,vandra,traska,stappla,Leg,leg,0,47,47,97,0,0,0,0,,,,,,,,,,,,,6,74.589,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TRAIPSE,traska,stappla,vandra,2,vandra,traska,stappla,Arm,arm,0,47,47,97,0,1,1,1,,,,,,,,,,,,,1,2.544,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TRAIPSE,traska,stappla,vandra,2,vandra,traska,stappla,,,0,47,47,97,,,,,,,,,,,,,,,,,,,return,2.34796659116,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLIP,halka,snava,ramla,2,ramla,halka,snava,Leg,leg,0,48,48,75,0,0,0,0,,,,,,,,,,,,,6,16.395,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLIP,halka,snava,ramla,2,ramla,halka,snava,Arm,arm,0,48,48,75,0,1,1,1,,,,,,,,,,,,,1,7.962,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLIP,halka,snava,ramla,2,ramla,halka,snava,,,0,48,48,75,,,,,,,,,,,,,,,,,,,return,1.81164678676,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAB,sticka,hacka,skära,3,skära,hacka,sticka,Leg,leg,0,49,49,81,0,0,0,0,,,,,,,,,,,,,1,5.276,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAB,sticka,hacka,skära,3,skära,hacka,sticka,Arm,arm,0,49,49,81,0,1,1,1,,,,,,,,,,,,,7,0.951,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAB,sticka,hacka,skära,3,skära,hacka,sticka,,,0,49,49,81,,,,,,,,,,,,,,,,,,,return,1.29038893347,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,kasta sig fram,dra sig fram,hasa sig fram,Leg,leg,0,50,50,67,0,0,0,0,,,,,,,,,,,,,2,20.57,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,kasta sig fram,dra sig fram,hasa sig fram,Arm,arm,0,50,50,67,0,1,1,1,,,,,,,,,,,,,7,34.978,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,kasta sig fram,dra sig fram,hasa sig fram,,,0,50,50,67,,,,,,,,,,,,,,,,,,,return,1.47631459687,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,Leg,leg,0,51,51,74,0,0,0,0,,,,,,,,,,,,,1,26.455,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,Arm,arm,0,51,51,74,0,1,1,1,,,,,,,,,,,,,6,67.162,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,,,0,51,51,74,,,,,,,,,,,,,,,,,,,return,1.30863546333,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
DANCE,dansa,snurra,svänga,3,snurra,svänga,dansa,Leg,leg,0,52,52,17,0,0,0,0,,,,,,,,,,,,,7,2.792,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
DANCE,dansa,snurra,svänga,3,snurra,svänga,dansa,Arm,arm,0,52,52,17,0,1,1,1,,,,,,,,,,,,,5,0.799,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
DANCE,dansa,snurra,svänga,3,snurra,svänga,dansa,,,0,52,52,17,,,,,,,,,,,,,,,,,,,return,1.42599469685,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BOUNCE,studsa,dunka,kasta,1,studsa,dunka,kasta,Leg,leg,0,53,53,2,0,0,0,0,,,,,,,,,,,,,7,15.823,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BOUNCE,studsa,dunka,kasta,1,studsa,dunka,kasta,Arm,arm,0,53,53,2,0,1,1,1,,,,,,,,,,,,,1,0.749,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BOUNCE,studsa,dunka,kasta,1,studsa,dunka,kasta,,,0,53,53,2,,,,,,,,,,,,,,,,,,,return,1.54335669613,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUSH,rusa,springa,löpa,1,rusa,springa,löpa,Leg,leg,0,54,54,62,0,0,0,0,,,,,,,,,,,,,7,6.463,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUSH,rusa,springa,löpa,1,rusa,springa,löpa,Arm,arm,0,54,54,62,0,1,1,1,,,,,,,,,,,,,1,0.968,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUSH,rusa,springa,löpa,1,rusa,springa,löpa,,,0,54,54,62,,,,,,,,,,,,,,,,,,,return,2.23098863785,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLITHER,hasa,glida,trilla,1,hasa,trilla,glida,Leg,leg,0,55,55,76,0,0,0,0,,,,,,,,,,,,,5,9.115,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLITHER,hasa,glida,trilla,1,hasa,trilla,glida,Arm,arm,0,55,55,76,0,1,1,1,,,,,,,,,,,,,5,1.267,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLITHER,hasa,glida,trilla,1,hasa,trilla,glida,,,0,55,55,76,,,,,,,,,,,,,,,,,,,return,2.2980173034,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BRUSH,borsta,skrubba,putsa,2,skrubba,borsta,putsa,Leg,leg,0,56,56,4,0,0,0,0,,,,,,,,,,,,,1,4.437,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BRUSH,borsta,skrubba,putsa,2,skrubba,borsta,putsa,Arm,arm,0,56,56,4,0,1,1,1,,,,,,,,,,,,,7,0.868,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BRUSH,borsta,skrubba,putsa,2,skrubba,borsta,putsa,,,0,56,56,4,,,,,,,,,,,,,,,,,,,return,0.973182370077,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PUSH,knuffa,kasta,klämma,2,klämma,knuffa,kasta,Leg,leg,0,57,57,56,0,0,0,0,,,,,,,,,,,,,4,3.951,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PUSH,knuffa,kasta,klämma,2,klämma,knuffa,kasta,Arm,arm,0,57,57,56,0,1,1,1,,,,,,,,,,,,,5,1.254,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PUSH,knuffa,kasta,klämma,2,klämma,knuffa,kasta,,,0,57,57,56,,,,,,,,,,,,,,,,,,,return,1.59369753693,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STEP,gå,klampa,traska,1,gå,traska,klampa,Leg,leg,0,58,58,84,0,0,0,0,,,,,,,,,,,,,7,21.443,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STEP,gå,klampa,traska,1,gå,traska,klampa,Arm,arm,0,58,58,84,0,1,1,1,,,,,,,,,,,,,1,1.069,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STEP,gå,klampa,traska,1,gå,traska,klampa,,,0,58,58,84,,,,,,,,,,,,,,,,,,,return,1.39243927273,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PUNCH,slå,knuffa,kasta,3,kasta,knuffa,slå,Leg,leg,0,59,59,55,0,0,0,0,,,,,,,,,,,,,4,7.338,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PUNCH,slå,knuffa,kasta,3,kasta,knuffa,slå,Arm,arm,0,59,59,55,0,1,1,1,,,,,,,,,,,,,7,8.515,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PUNCH,slå,knuffa,kasta,3,kasta,knuffa,slå,,,0,59,59,55,,,,,,,,,,,,,,,,,,,return,1.30855288554,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
ROLL,vingla,snubbla,svassa,2,snubbla,vingla,svassa,Leg,leg,0,60,60,59,0,0,0,0,,,,,,,,,,,,,4,4.001,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
ROLL,vingla,snubbla,svassa,2,snubbla,vingla,svassa,Arm,arm,0,60,60,59,0,1,1,1,,,,,,,,,,,,,4,1.337,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
ROLL,vingla,snubbla,svassa,2,snubbla,vingla,svassa,,,0,60,60,59,,,,,,,,,,,,,,,,,,,return,1.20781983977,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BIND,binda,linda,vinda,2,linda,binda,vinda,Leg,leg,0,61,61,1,0,0,0,0,,,,,,,,,,,,,1,12.871,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BIND,binda,linda,vinda,2,linda,binda,vinda,Arm,arm,0,61,61,1,0,1,1,1,,,,,,,,,,,,,7,7.122,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
BIND,binda,linda,vinda,2,linda,binda,vinda,,,0,61,61,1,,,,,,,,,,,,,,,,,,,return,1.97939862036,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SNEAK,smyga,hasa,glida,2,glida,smyga,hasa,Leg,leg,0,62,62,78,0,0,0,0,,,,,,,,,,,,,7,3.279,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SNEAK,smyga,hasa,glida,2,glida,smyga,hasa,Arm,arm,0,62,62,78,0,1,1,1,,,,,,,,,,,,,3,2.343,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SNEAK,smyga,hasa,glida,2,glida,smyga,hasa,,,0,62,62,78,,,,,,,,,,,,,,,,,,,return,1.45951732691,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
LEAP,hoppa,stega,kliva,2,kliva,hoppa,stega,Leg,leg,0,63,63,39,0,0,0,0,,,,,,,,,,,,,6,10.793,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
LEAP,hoppa,stega,kliva,2,kliva,hoppa,stega,Arm,arm,0,63,63,39,0,1,1,1,,,,,,,,,,,,,2,1.874,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
LEAP,hoppa,stega,kliva,2,kliva,hoppa,stega,,,0,63,63,39,,,,,,,,,,,,,,,,,,,return,7.07780249843,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLAP,smälla till,knäppa fast,klämma åt,2,knäppa fast,smälla till,klämma åt,Leg,leg,0,64,64,73,0,0,0,0,,,,,,,,,,,,,1,17.083,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLAP,smälla till,knäppa fast,klämma åt,2,knäppa fast,smälla till,klämma åt,Arm,arm,0,64,64,73,0,1,1,1,,,,,,,,,,,,,7,3.366,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SLAP,smälla till,knäppa fast,klämma åt,2,knäppa fast,smälla till,klämma åt,,,0,64,64,73,,,,,,,,,,,,,,,,,,,return,1.72786944966,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
LIMP,halta,hasa,halka,2,halka,halta,hasa,Leg,leg,0,65,65,41,0,0,0,0,,,,,,,,,,,,,7,8.327,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
LIMP,halta,hasa,halka,2,halka,halta,hasa,Arm,arm,0,65,65,41,0,1,1,1,,,,,,,,,,,,,1,17.671,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
LIMP,halta,hasa,halka,2,halka,halta,hasa,,,0,65,65,41,,,,,,,,,,,,,,,,,,,return,2.73394859711,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PLUCK,plocka,rensa,picka,3,rensa,picka,plocka,Leg,leg,0,66,66,50,0,0,0,0,,,,,,,,,,,,,1,3.749,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PLUCK,plocka,rensa,picka,3,rensa,picka,plocka,Arm,arm,0,66,66,50,0,1,1,1,,,,,,,,,,,,,7,1.32,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PLUCK,plocka,rensa,picka,3,rensa,picka,plocka,,,0,66,66,50,,,,,,,,,,,,,,,,,,,return,1.96262150096,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
ROAM,ströva omkring,ta sig fram,luffa runt,3,luffa runt,ta sig fram,ströva omkring,Leg,leg,0,67,67,58,0,0,0,0,,,,,,,,,,,,,7,9.886,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
ROAM,ströva omkring,ta sig fram,luffa runt,3,luffa runt,ta sig fram,ströva omkring,Arm,arm,0,67,67,58,0,1,1,1,,,,,,,,,,,,,1,1.101,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
ROAM,ströva omkring,ta sig fram,luffa runt,3,luffa runt,ta sig fram,ströva omkring,,,0,67,67,58,,,,,,,,,,,,,,,,,,,return,2.13024729479,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TRIP,snubbla,stampa,stappla,2,stappla,snubbla,stampa,Leg,leg,0,68,68,99,0,0,0,0,,,,,,,,,,,,,6,5.007,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TRIP,snubbla,stampa,stappla,2,stappla,snubbla,stampa,Arm,arm,0,68,68,99,0,1,1,1,,,,,,,,,,,,,2,0.951,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TRIP,snubbla,stampa,stappla,2,stappla,snubbla,stampa,,,0,68,68,99,,,,,,,,,,,,,,,,,,,return,2.34823289464,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
HIKE,vandra,flanera,lunka,3,lunka,flanera,vandra,Leg,leg,0,69,69,31,0,0,0,0,,,,,,,,,,,,,7,6.869,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
HIKE,vandra,flanera,lunka,3,lunka,flanera,vandra,Arm,arm,0,69,69,31,0,1,1,1,,,,,,,,,,,,,1,6.201,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
HIKE,vandra,flanera,lunka,3,lunka,flanera,vandra,,,0,69,69,31,,,,,,,,,,,,,,,,,,,return,1.9624832128,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRASP,gripa,klämma,omfamna,1,gripa,omfamna,klämma,Leg,leg,0,70,70,27,0,0,0,0,,,,,,,,,,,,,3,15.605,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRASP,gripa,klämma,omfamna,1,gripa,omfamna,klämma,Arm,arm,0,70,70,27,0,1,1,1,,,,,,,,,,,,,7,2.309,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRASP,gripa,klämma,omfamna,1,gripa,omfamna,klämma,,,0,70,70,27,,,,,,,,,,,,,,,,,,,return,1.45953708237,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUB,gnugga,riva,klappa,3,klappa,riva,gnugga,Leg,leg,0,71,71,60,0,0,0,0,,,,,,,,,,,,,1,4.522,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUB,gnugga,riva,klappa,3,klappa,riva,gnugga,Arm,arm,0,71,71,60,0,1,1,1,,,,,,,,,,,,,7,0.818,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RUB,gnugga,riva,klappa,3,klappa,riva,gnugga,,,0,71,71,60,,,,,,,,,,,,,,,,,,,return,1.84532548489,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WASH,tvätta,skura,sopa,3,skura,sopa,tvätta,Leg,leg,0,72,72,107,0,0,0,0,,,,,,,,,,,,,1,2.626,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WASH,tvätta,skura,sopa,3,skura,sopa,tvätta,Arm,arm,0,72,72,107,0,1,1,1,,,,,,,,,,,,,7,0.684,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WASH,tvätta,skura,sopa,3,skura,sopa,tvätta,,,0,72,72,107,,,,,,,,,,,,,,,,,,,return,1.81171118953,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRAPE,skrapa,rispa,klösa,3,klösa,rispa,skrapa,Leg,leg,0,73,73,64,0,0,0,0,,,,,,,,,,,,,3,26.976,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRAPE,skrapa,rispa,klösa,3,klösa,rispa,skrapa,Arm,arm,0,73,73,64,0,1,1,1,,,,,,,,,,,,,7,1.219,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRAPE,skrapa,rispa,klösa,3,klösa,rispa,skrapa,,,0,73,73,64,,,,,,,,,,,,,,,,,,,return,1.64390522599,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
MARCH,marschera,trava,traska,2,trava,marschera,traska,Leg,leg,0,74,74,42,0,0,0,0,,,,,,,,,,,,,7,4.99,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
MARCH,marschera,trava,traska,2,trava,marschera,traska,Arm,arm,0,74,74,42,0,1,1,1,,,,,,,,,,,,,1,1.017,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
MARCH,marschera,trava,traska,2,trava,marschera,traska,,,0,74,74,42,,,,,,,,,,,,,,,,,,,return,2.59997739976,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,Leg,leg,0,75,75,87,0,0,0,0,,,,,,,,,,,,,7,111.218,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,Arm,arm,0,75,75,87,0,1,1,1,,,,,,,,,,,,,1,2.544,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,,,0,75,75,87,,,,,,,,,,,,,,,,,,,return,1.67752426266,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAGGER,ragla,lunka,halka,3,halka,lunka,ragla,Leg,leg,0,76,76,82,0,0,0,0,,,,,,,,,,,,,7,8.543,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAGGER,ragla,lunka,halka,3,halka,lunka,ragla,Arm,arm,0,76,76,82,0,1,1,1,,,,,,,,,,,,,1,142.882,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAGGER,ragla,lunka,halka,3,halka,lunka,ragla,,,0,76,76,82,,,,,,,,,,,,,,,,,,,return,2.04645257289,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,Leg,leg,0,77,77,57,0,0,0,0,,,,,,,,,,,,,1,34.637,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,Arm,arm,0,77,77,57,0,1,1,1,,,,,,,,,,,,,1,11.85,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,,,0,77,77,57,,,,,,,,,,,,,,,,,,,return,16.2179204069,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRUB,skrubba,sopa,skrapa,2,skrapa,skrubba,sopa,Leg,leg,0,78,78,66,0,0,0,0,,,,,,,,,,,,,1,21.744,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRUB,skrubba,sopa,skrapa,2,skrapa,skrubba,sopa,Arm,arm,0,78,78,66,0,1,1,1,,,,,,,,,,,,,7,1.84,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRUB,skrubba,sopa,skrapa,2,skrapa,skrubba,sopa,,,0,78,78,66,,,,,,,,,,,,,,,,,,,return,1.99617732019,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
DELVE,gräva,plöja,rensa,3,rensa,plöja,gräva,Leg,leg,0,79,79,18,0,0,0,0,,,,,,,,,,,,,2,31.42,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
