word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,space,22.9929046321,,,,,,,,,,,,,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
,,,,,,,,,,,,,,,,,,,,space,24.8884204213,,,,,,,,,,,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
,,,,,,,,,,,,,,,,,,,,,,space,16.9892917552,,,,,,,,,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
,,,,,,,,,,,,,,,,,,,,,,,,space,7.21184402518,,,,,,,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,15.8321485989,,,,,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,23.9824247604,,,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,Arm,arm,0,0,0,57,0,0,0,0,,,,,,,,,,,,,1,21.736,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,Leg,leg,0,0,0,57,0,1,1,1,,,,,,,,,,,,,5,4.857,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
RAMBLE,ströva,strutta,spurta,3,strutta,spurta,ströva,,,0,0,0,57,,,,,,,,,,,,,,,,,,,return,25.9450411249,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
ROLL,vingla,snubbla,svassa,3,svassa,snubbla,vingla,Arm,arm,0,1,1,59,0,0,0,0,,,,,,,,,,,,,2,5.979,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
ROLL,vingla,snubbla,svassa,3,svassa,snubbla,vingla,Leg,leg,0,1,1,59,0,1,1,1,,,,,,,,,,,,,4,4.44,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
ROLL,vingla,snubbla,svassa,3,svassa,snubbla,vingla,,,0,1,1,59,,,,,,,,,,,,,,,,,,,return,6.7255861146,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
FLEE,fly,lyfta,flyga,1,fly,lyfta,flyga,Arm,arm,0,2,2,22,0,0,0,0,,,,,,,,,,,,,1,4.739,,,,,2018_Jun_18_1302,59.6219779077,verb_norming_oral_input,001,908,
