item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
41,nourishment,y,0,43,43,43,y,1,1.32522399076,2018_Sep_10_1217,59.628082526,lextale,001,801,
42,abergy,n,0,44,44,44,n,1,1.29178579387,2018_Sep_10_1217,59.628082526,lextale,001,801,
43,proom,n,0,45,45,45,y,0,1.0066015833,2018_Sep_10_1217,59.628082526,lextale,001,801,
44,turmoil,y,0,46,46,46,n,0,0.939312689358,2018_Sep_10_1217,59.628082526,lextale,001,801,
45,carbohydrate,y,0,47,47,47,y,1,1.375581807,2018_Sep_10_1217,59.628082526,lextale,001,801,
46,scholar,y,0,48,48,48,y,1,0.97298558462,2018_Sep_10_1217,59.628082526,lextale,001,801,
47,turtle,y,0,49,49,49,y,1,1.00656325714,2018_Sep_10_1217,59.628082526,lextale,001,801,
48,fellick,n,0,50,50,50,n,1,1.8115802708,2018_Sep_10_1217,59.628082526,lextale,001,801,
49,destription,n,0,51,51,51,n,1,2.83464037413,2018_Sep_10_1217,59.628082526,lextale,001,801,
50,cylinder,y,0,52,52,52,y,1,0.87236359441,2018_Sep_10_1217,59.628082526,lextale,001,801,
51,censorship,y,0,53,53,53,y,1,1.89558925097,2018_Sep_10_1217,59.628082526,lextale,001,801,
52,celestial,y,0,54,54,54,n,0,1.40919424965,2018_Sep_10_1217,59.628082526,lextale,001,801,
53,rascal,y,0,55,55,55,n,0,0.939544621931,2018_Sep_10_1217,59.628082526,lextale,001,801,
54,purrage,n,0,56,56,56,n,1,2.16386411517,2018_Sep_10_1217,59.628082526,lextale,001,801,
55,pulsh,n,0,57,57,57,n,1,0.989796942441,2018_Sep_10_1217,59.628082526,lextale,001,801,
56,muddy,y,0,58,58,58,y,1,1.30844542749,2018_Sep_10_1217,59.628082526,lextale,001,801,
57,quirty,n,0,59,59,59,n,1,1.1910681858,2018_Sep_10_1217,59.628082526,lextale,001,801,
58,pudour,n,0,60,60,60,n,1,2.14701601165,2018_Sep_10_1217,59.628082526,lextale,001,801,
59,listless,y,0,61,61,61,n,0,2.54932933161,2018_Sep_10_1217,59.628082526,lextale,001,801,
60,wrought,y,0,62,62,62,n,0,1.30843436427,2018_Sep_10_1217,59.628082526,lextale,001,801,
