item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
0,platery,n,0,0,0,0,n,1,4.02533794196,2018_Sep_10_1217,59.628082526,lextale,001,801,
0,denial,y,0,1,1,1,y,1,1.22454628932,2018_Sep_10_1217,59.628082526,lextale,001,801,
0,generic,y,0,2,2,2,y,1,1.82828376219,2018_Sep_10_1217,59.628082526,lextale,001,801,
1,mensible,n,0,3,3,3,n,1,1.24131023332,2018_Sep_10_1217,59.628082526,lextale,001,801,
2,scornful,y,0,4,4,4,n,0,1.54318687206,2018_Sep_10_1217,59.628082526,lextale,001,801,
3,stoutly,y,0,5,5,5,n,0,1.09041814242,2018_Sep_10_1217,59.628082526,lextale,001,801,
4,ablaze,y,0,6,6,6,y,1,1.04010694976,2018_Sep_10_1217,59.628082526,lextale,001,801,
5,kermshaw,n,0,7,7,7,n,1,1.20784003212,2018_Sep_10_1217,59.628082526,lextale,001,801,
6,moonlit,y,0,8,8,8,n,0,1.94576966053,2018_Sep_10_1217,59.628082526,lextale,001,801,
7,lofty,y,0,9,9,9,n,0,2.78433984957,2018_Sep_10_1217,59.628082526,lextale,001,801,
8,hurricane,y,0,10,10,10,y,1,0.838841238006,2018_Sep_10_1217,59.628082526,lextale,001,801,
9,flaw,y,0,11,11,11,y,1,1.05687800584,2018_Sep_10_1217,59.628082526,lextale,001,801,
10,alberation,n,0,12,12,12,n,1,1.1574359874,2018_Sep_10_1217,59.628082526,lextale,001,801,
11,unkempt,y,0,13,13,13,n,0,1.20785346603,2018_Sep_10_1217,59.628082526,lextale,001,801,
12,breeding,y,0,14,14,14,y,1,0.972864679396,2018_Sep_10_1217,59.628082526,lextale,001,801,
13,festivity,y,0,15,15,15,y,1,1.79423313688,2018_Sep_10_1217,59.628082526,lextale,001,801,
14,screech,y,0,16,16,16,n,0,1.59355456619,2018_Sep_10_1217,59.628082526,lextale,001,801,
15,savoury,y,0,17,17,17,y,1,1.70974409184,2018_Sep_10_1217,59.628082526,lextale,001,801,
16,plaudate,n,0,18,18,18,n,1,0.805322437638,2018_Sep_10_1217,59.628082526,lextale,001,801,
17,shin,y,0,19,19,19,n,0,0.905951539922,2018_Sep_10_1217,59.628082526,lextale,001,801,
18,fluid,y,0,20,20,20,y,1,1.24134381811,2018_Sep_10_1217,59.628082526,lextale,001,801,
19,spaunch,n,0,21,21,21,n,1,0.98982934188,2018_Sep_10_1217,59.628082526,lextale,001,801,
20,allied,y,0,22,22,22,n,0,1.44265457298,2018_Sep_10_1217,59.628082526,lextale,001,801,
21,slain,y,0,23,23,23,n,0,1.35874674228,2018_Sep_10_1217,59.628082526,lextale,001,801,
22,recipient,y,0,24,24,24,n,0,2.1971466367,2018_Sep_10_1217,59.628082526,lextale,001,801,
23,exprate,n,0,25,25,25,n,1,1.44262059308,2018_Sep_10_1217,59.628082526,lextale,001,801,
24,eloquence,y,0,26,26,26,n,0,1.84506983265,2018_Sep_10_1217,59.628082526,lextale,001,801,
25,cleanliness,y,0,27,27,27,n,0,2.28120145023,2018_Sep_10_1217,59.628082526,lextale,001,801,
26,dispatch,y,0,28,28,28,y,1,0.88792915428,2018_Sep_10_1217,59.628082526,lextale,001,801,
27,rebondicate,n,0,29,29,29,n,1,2.73402786668,2018_Sep_10_1217,59.628082526,lextale,001,801,
28,ingenious,y,0,30,30,30,n,0,2.81786734247,2018_Sep_10_1217,59.628082526,lextale,001,801,
29,bewitch,y,0,31,31,31,n,0,1.02329559194,2018_Sep_10_1217,59.628082526,lextale,001,801,
30,skave,n,0,32,32,32,n,1,2.48245412318,2018_Sep_10_1217,59.628082526,lextale,001,801,
31,plaintively,y,0,33,33,33,n,0,1.42586297092,2018_Sep_10_1217,59.628082526,lextale,001,801,
32,kilp,n,0,34,34,34,n,1,0.872402315691,2018_Sep_10_1217,59.628082526,lextale,001,801,
33,interfate,n,0,35,35,35,y,0,1.2916348599,2018_Sep_10_1217,59.628082526,lextale,001,801,
34,hasty,y,0,36,36,36,y,1,1.37546722362,2018_Sep_10_1217,59.628082526,lextale,001,801,
35,lengthy,y,0,37,37,37,y,1,1.29169096625,2018_Sep_10_1217,59.628082526,lextale,001,801,
36,fray,y,0,38,38,38,y,1,0.956039887661,2018_Sep_10_1217,59.628082526,lextale,001,801,
37,crumper,n,0,39,39,39,n,1,1.34200808564,2018_Sep_10_1217,59.628082526,lextale,001,801,
38,upkeep,y,0,40,40,40,n,0,1.22458066433,2018_Sep_10_1217,59.628082526,lextale,001,801,
39,majestic,y,0,41,41,41,y,1,2.41509845478,2018_Sep_10_1217,59.628082526,lextale,001,801,
40,magrity,n,0,42,42,42,n,1,1.50973287058,2018_Sep_10_1217,59.628082526,lextale,001,801,
