word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
STUDSA,,,0,66,66,155,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KRYPA,Arm,arm,0,67,67,123,0,0,0,0,,,,,,,,,,,4,18.32,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KRYPA,Ben,ben,0,67,67,123,0,1,1,1,,,,,,,,,,,5,2.977,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KRYPA,,,0,67,67,123,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ROTA,Arm,arm,0,68,68,66,0,0,0,0,,,,,,,,,,,7,3.682,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ROTA,Ben,ben,0,68,68,66,0,1,1,1,,,,,,,,,,,1,1.908,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ROTA,,,0,68,68,66,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNATA,Arm,arm,0,69,69,120,0,0,0,0,,,,,,,,,,,1,2.306,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNATA,Ben,ben,0,69,69,120,0,1,1,1,,,,,,,,,,,7,1.119,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNATA,,,0,69,69,120,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HALKA,Arm,arm,0,70,70,109,0,0,0,0,,,,,,,,,,,1,1.87,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HALKA,Ben,ben,0,70,70,109,0,1,1,1,,,,,,,,,,,7,0.699,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HALKA,,,0,70,70,109,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VADA,Arm,arm,0,71,71,165,0,0,0,0,,,,,,,,,,,1,1.634,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VADA,Ben,ben,0,71,71,165,0,1,1,1,,,,,,,,,,,7,0.432,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VADA,,,0,71,71,165,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKOPA,Arm,arm,0,72,72,73,0,0,0,0,,,,,,,,,,,7,2.391,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKOPA,Ben,ben,0,72,72,73,0,1,1,1,,,,,,,,,,,1,1.353,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKOPA,,,0,72,72,73,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRIDA,Arm,arm,0,73,73,136,0,0,0,0,,,,,,,,,,,1,2.021,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRIDA,Ben,ben,0,73,73,136,0,1,1,1,,,,,,,,,,,7,0.95,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRIDA,,,0,73,73,136,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNO,Arm,arm,0,74,74,87,0,0,0,0,,,,,,,,,,,7,2.072,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNO,Ben,ben,0,74,74,87,0,1,1,1,,,,,,,,,,,1,2.864,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNO,,,0,74,74,87,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
JOGGA,Arm,arm,0,75,75,114,0,0,0,0,,,,,,,,,,,1,2.909,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
JOGGA,Ben,ben,0,75,75,114,0,1,1,1,,,,,,,,,,,7,0.984,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
JOGGA,,,0,75,75,114,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BADDA,Arm,arm,0,76,76,0,0,0,0,0,,,,,,,,,,,7,2.289,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BADDA,Ben,ben,0,76,76,0,0,1,1,1,,,,,,,,,,,1,1.384,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BADDA,,,0,76,76,0,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÖTA,Arm,arm,0,77,77,89,0,0,0,0,,,,,,,,,,,5,21.66,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÖTA,Ben,ben,0,77,77,89,0,1,1,1,,,,,,,,,,,2,2.393,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÖTA,,,0,77,77,89,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLÅ,Arm,arm,0,78,78,79,0,0,0,0,,,,,,,,,,,7,2.221,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLÅ,Ben,ben,0,78,78,79,0,1,1,1,,,,,,,,,,,1,1.252,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLÅ,,,0,78,78,79,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKEJTA,Arm,arm,0,79,79,135,0,0,0,0,,,,,,,,,,,1,2.153,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKEJTA,Ben,ben,0,79,79,135,0,1,1,1,,,,,,,,,,,7,0.531,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKEJTA,,,0,79,79,135,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLY,Arm,arm,0,80,80,105,0,0,0,0,,,,,,,,,,,1,3.446,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLY,Ben,ben,0,80,80,105,0,1,1,1,,,,,,,,,,,7,0.933,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLY,,,0,80,80,105,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FATTA,Arm,arm,0,81,81,9,0,0,0,0,,,,,,,,,,,5,15.639,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FATTA,Ben,ben,0,81,81,9,0,1,1,1,,,,,,,,,,,1,1.839,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FATTA,,,0,81,81,9,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TASSA,Arm,arm,0,82,82,159,0,0,0,0,,,,,,,,,,,1,1.784,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TASSA,Ben,ben,0,82,82,159,0,1,1,1,,,,,,,,,,,7,0.649,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TASSA,,,0,82,82,159,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GÅ,Arm,arm,0,83,83,106,0,0,0,0,,,,,,,,,,,1,1.567,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GÅ,Ben,ben,0,83,83,106,0,1,1,1,,,,,,,,,,,7,1.085,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GÅ,,,0,83,83,106,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRASKA,Arm,arm,0,84,84,162,0,0,0,0,,,,,,,,,,,1,1.702,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRASKA,Ben,ben,0,84,84,162,0,1,1,1,,,,,,,,,,,7,0.867,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRASKA,,,0,84,84,162,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNÄRTA,Arm,arm,0,85,85,86,0,0,0,0,,,,,,,,,,,7,2.205,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNÄRTA,Ben,ben,0,85,85,86,0,1,1,1,,,,,,,,,,,1,0.665,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNÄRTA,,,0,85,85,86,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNÄA,Arm,arm,0,86,86,118,0,0,0,0,,,,,,,,,,,1,3.145,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNÄA,Ben,ben,0,86,86,118,0,1,1,1,,,,,,,,,,,7,0.717,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNÄA,,,0,86,86,118,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKYFFLA,Arm,arm,0,87,87,78,0,0,0,0,,,,,,,,,,,7,1.985,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKYFFLA,Ben,ben,0,87,87,78,0,1,1,1,,,,,,,,,,,1,0.663,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKYFFLA,,,0,87,87,78,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÅ,Arm,arm,0,88,88,29,0,0,0,0,,,,,,,,,,,7,3.144,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÅ,Ben,ben,0,88,88,29,0,1,1,1,,,,,,,,,,,1,1.705,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÅ,,,0,88,88,29,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SPRINTA,Arm,arm,0,89,89,146,0,0,0,0,,,,,,,,,,,1,1.668,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SPRINTA,Ben,ben,0,89,89,146,0,1,1,1,,,,,,,,,,,7,0.615,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SPRINTA,,,0,89,89,146,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BORSTA,Arm,arm,0,90,90,3,0,0,0,0,,,,,,,,,,,7,1.954,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BORSTA,Ben,ben,0,90,90,3,0,1,1,1,,,,,,,,,,,1,0.547,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BORSTA,,,0,90,90,3,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TVINNA,Arm,arm,0,91,91,97,0,0,0,0,,,,,,,,,,,7,1.652,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TVINNA,Ben,ben,0,91,91,97,0,1,1,1,,,,,,,,,,,1,0.649,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TVINNA,,,0,91,91,97,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SIGNERA,Arm,arm,0,92,92,68,0,0,0,0,,,,,,,,,,,7,1.399,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SIGNERA,Ben,ben,0,92,92,68,0,1,1,1,,,,,,,,,,,1,0.497,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SIGNERA,,,0,92,92,68,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
DRA,Arm,arm,0,93,93,6,0,0,0,0,,,,,,,,,,,7,2.123,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
DRA,Ben,ben,0,93,93,6,0,1,1,1,,,,,,,,,,,1,1.252,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
DRA,,,0,93,93,6,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRAPA,Arm,arm,0,94,94,74,0,0,0,0,,,,,,,,,,,7,1.333,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRAPA,Ben,ben,0,94,94,74,0,1,1,1,,,,,,,,,,,1,0.933,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRAPA,,,0,94,94,74,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÄTTRA,Arm,arm,0,95,95,116,0,0,0,0,,,,,,,,,,,7,8.964,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÄTTRA,Ben,ben,0,95,95,116,0,1,1,1,,,,,,,,,,,5,6.199,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÄTTRA,,,0,95,95,116,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STIGA,Arm,arm,0,96,96,151,0,0,0,0,,,,,,,,,,,1,1.971,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STIGA,Ben,ben,0,96,96,151,0,1,1,1,,,,,,,,,,,7,1.706,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STIGA,,,0,96,96,151,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ÅLA,Arm,arm,0,97,97,100,0,0,0,0,,,,,,,,,,,5,9.819,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ÅLA,Ben,ben,0,97,97,100,0,1,1,1,,,,,,,,,,,5,1.067,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ÅLA,,,0,97,97,100,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PILLA,Arm,arm,0,98,98,51,0,0,0,0,,,,,,,,,,,7,2.205,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PILLA,Ben,ben,0,98,98,51,0,1,1,1,,,,,,,,,,,1,1.085,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PILLA,,,0,98,98,51,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VIRA,Arm,arm,0,99,99,99,0,0,0,0,,,,,,,,,,,7,1.451,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VIRA,Ben,ben,0,99,99,99,0,1,1,1,,,,,,,,,,,1,2.511,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VIRA,,,0,99,99,99,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKALA,Arm,arm,0,100,100,70,0,0,0,0,,,,,,,,,,,7,4.788,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKALA,Ben,ben,0,100,100,70,0,1,1,1,,,,,,,,,,,1,1.437,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKALA,,,0,100,100,70,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SMYGA,Arm,arm,0,101,101,141,0,0,0,0,,,,,,,,,,,1,2.874,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SMYGA,Ben,ben,0,101,101,141,0,1,1,1,,,,,,,,,,,7,1.503,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SMYGA,,,0,101,101,141,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KASTA,Arm,arm,0,102,102,27,0,0,0,0,,,,,,,,,,,7,1.3,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KASTA,Ben,ben,0,102,102,27,0,1,1,1,,,,,,,,,,,1,0.532,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KASTA,,,0,102,102,27,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KRATSA,Arm,arm,0,103,103,42,0,0,0,0,,,,,,,,,,,7,14.197,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KRATSA,Ben,ben,0,103,103,42,0,1,1,1,,,,,,,,,,,1,2.207,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KRATSA,,,0,103,103,42,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SVABBA,Arm,arm,0,104,104,90,0,0,0,0,,,,,,,,,,,7,1.954,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SVABBA,Ben,ben,0,104,104,90,0,1,1,1,,,,,,,,,,,1,1.15,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SVABBA,,,0,104,104,90,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TA,Arm,arm,0,105,105,92,0,0,0,0,,,,,,,,,,,7,1.973,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TA,Ben,ben,0,105,105,92,0,1,1,1,,,,,,,,,,,1,0.751,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TA,,,0,105,105,92,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
LYFTA,Arm,arm,0,106,106,44,0,0,0,0,,,,,,,,,,,7,6.833,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
LYFTA,Ben,ben,0,106,106,44,0,1,1,1,,,,,,,,,,,5,4.269,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
LYFTA,,,0,106,106,44,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VIKA,Arm,arm,0,107,107,98,0,0,0,0,,,,,,,,,,,7,1.971,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VIKA,Ben,ben,0,107,107,98,0,1,1,1,,,,,,,,,,,1,1.136,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VIKA,,,0,107,107,98,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKAKA,Arm,arm,0,108,108,69,0,0,0,0,,,,,,,,,,,7,3.849,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKAKA,Ben,ben,0,108,108,69,0,1,1,1,,,,,,,,,,,3,1.471,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKAKA,,,0,108,108,69,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÄDA,Arm,arm,0,109,109,88,0,0,0,0,,,,,,,,,,,7,2.088,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÄDA,Ben,ben,0,109,109,88,0,1,1,1,,,,,,,,,,,1,2.092,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÄDA,,,0,109,109,88,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRÄVA,Arm,arm,0,110,110,17,0,0,0,0,,,,,,,,,,,7,1.971,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRÄVA,Ben,ben,0,110,110,17,0,1,1,1,,,,,,,,,,,1,0.766,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRÄVA,,,0,110,110,17,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VACKLA,Arm,arm,0,111,111,164,0,0,0,0,,,,,,,,,,,1,2.707,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VACKLA,Ben,ben,0,111,111,164,0,1,1,1,,,,,,,,,,,7,0.949,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
VACKLA,,,0,111,111,164,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÖSA,Arm,arm,0,112,112,35,0,0,0,0,,,,,,,,,,,7,1.417,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÖSA,Ben,ben,0,112,112,35,0,1,1,1,,,,,,,,,,,1,0.632,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLÖSA,,,0,112,112,35,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BINDA,Arm,arm,0,113,113,2,0,0,0,0,,,,,,,,,,,7,1.4,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BINDA,Ben,ben,0,113,113,2,0,1,1,1,,,,,,,,,,,1,0.565,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BINDA,,,0,113,113,2,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SVEPA,Arm,arm,0,114,114,91,0,0,0,0,,,,,,,,,,,7,3.866,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SVEPA,Ben,ben,0,114,114,91,0,1,1,1,,,,,,,,,,,1,1.052,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SVEPA,,,0,114,114,91,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TORKA,Arm,arm,0,115,115,93,0,0,0,0,,,,,,,,,,,7,1.199,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TORKA,Ben,ben,0,115,115,93,0,1,1,1,,,,,,,,,,,1,0.498,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TORKA,,,0,115,115,93,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HÅVA,Arm,arm,0,116,116,22,0,0,0,0,,,,,,,,,,,7,1.397,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HÅVA,Ben,ben,0,116,116,22,0,1,1,1,,,,,,,,,,,1,0.665,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HÅVA,,,0,116,116,22,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLIPA,Arm,arm,0,117,117,81,0,0,0,0,,,,,,,,,,,7,1.199,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLIPA,Ben,ben,0,117,117,81,0,1,1,1,,,,,,,,,,,1,0.683,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLIPA,,,0,117,117,81,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKÄRA,Arm,arm,0,118,118,71,0,0,0,0,,,,,,,,,,,7,1.434,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKÄRA,Ben,ben,0,118,118,71,0,1,1,1,,,,,,,,,,,1,0.498,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKÄRA,,,0,118,118,71,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNYCKA,Arm,arm,0,119,119,39,0,0,0,0,,,,,,,,,,,7,1.466,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNYCKA,Ben,ben,0,119,119,39,0,1,1,1,,,,,,,,,,,1,0.58,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNYCKA,,,0,119,119,39,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
DASKA,Arm,arm,0,120,120,5,0,0,0,0,,,,,,,,,,,7,1.266,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
DASKA,Ben,ben,0,120,120,5,0,1,1,1,,,,,,,,,,,1,0.598,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
DASKA,,,0,120,120,5,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNIVHUGGA,Arm,arm,0,121,121,38,0,0,0,0,,,,,,,,,,,7,1.315,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNIVHUGGA,Ben,ben,0,121,121,38,0,1,1,1,,,,,,,,,,,1,0.529,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNIVHUGGA,,,0,121,121,38,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FÖSA,Arm,arm,0,122,122,12,0,0,0,0,,,,,,,,,,,7,1.972,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FÖSA,Ben,ben,0,122,122,12,0,1,1,1,,,,,,,,,,,1,0.582,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FÖSA,,,0,122,122,12,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STAPPLA,Arm,arm,0,123,123,149,0,0,0,0,,,,,,,,,,,1,1.785,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STAPPLA,Ben,ben,0,123,123,149,0,1,1,1,,,,,,,,,,,7,0.698,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STAPPLA,,,0,123,123,149,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNOGA,Arm,arm,0,124,124,121,0,0,0,0,,,,,,,,,,,1,7.656,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNOGA,Ben,ben,0,124,124,121,0,1,1,1,,,,,,,,,,,6,4.406,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNOGA,,,0,124,124,121,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TÅGA,Arm,arm,0,125,125,158,0,0,0,0,,,,,,,,,,,1,2.02,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TÅGA,Ben,ben,0,125,125,158,0,1,1,1,,,,,,,,,,,7,0.966,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
