word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
STAND,Leg,leg,0,0,0,102,0,0,0,0,7,9.25,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
STAND,Arm,arm,0,0,0,102,0,1,1,1,2,5.73,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
STAND,,,0,0,0,102,,,,,,,return,4.54518982345,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
FILE,Leg,leg,0,1,1,15,0,0,0,0,3,28.234,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
FILE,Arm,arm,0,1,1,15,0,1,1,1,7,5.781,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
FILE,,,0,1,1,15,,,,,,,return,2.63350345344,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
STOMP,Leg,leg,0,2,2,104,0,0,0,0,7,7.234,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
STOMP,Arm,arm,0,2,2,104,0,1,1,1,3,5.11,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
STOMP,,,0,2,2,104,,,,,,,return,2.88505059549,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
HIKE,Leg,leg,0,3,3,69,0,0,0,0,3,9.853,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
HIKE,Arm,arm,0,3,3,69,0,1,1,1,3,18.191,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
HIKE,,,0,3,3,69,,,,,,,return,4.44474165306,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
GRASP,Leg,leg,0,4,4,19,0,0,0,0,1,7.014,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
GRASP,Arm,arm,0,4,4,19,0,1,1,1,7,8.933,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
GRASP,,,0,4,4,19,,,,,,,return,2.7341404852,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
POKE,Leg,leg,0,5,5,31,0,0,0,0,1,17.232,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
POKE,Arm,arm,0,5,5,31,0,1,1,1,7,6.284,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
POKE,,,0,5,5,31,,,,,,,return,2.48251866784,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
TRAIPSE,Leg,leg,0,6,6,115,0,0,0,0,5,16.341,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
TRAIPSE,Arm,arm,0,6,6,115,0,1,1,1,1,4.27,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
TRAIPSE,,,0,6,6,115,,,,,,,return,4.59567507469,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
FLEE,Leg,leg,0,7,7,66,0,0,0,0,7,7.455,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
FLEE,Arm,arm,0,7,7,66,0,1,1,1,1,2.141,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
FLEE,,,0,7,7,66,,,,,,,return,2.39861443715,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
SKATE,Leg,leg,0,8,8,92,0,0,0,0,7,15.555,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
SKATE,Arm,arm,0,8,8,92,0,1,1,1,2,9.034,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
SKATE,,,0,8,8,92,,,,,,,return,5.04830425803,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
CATCH,Leg,leg,0,9,9,5,0,0,0,0,2,5.911,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
CATCH,Arm,arm,0,9,9,5,0,1,1,1,7,2.845,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
CATCH,,,0,9,9,5,,,,,,,return,2.012949252,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
GLIDE,Leg,leg,0,10,10,67,0,0,0,0,7,4.938,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
GLIDE,Arm,arm,0,10,10,67,0,1,1,1,1,2.861,,,2018_Sep_18_1329,59.6670517231,verb_norming_L2-eng_oral_translation,001,811,
