word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
TRYCKA,Ben/fötter,ben/fötter,0,0,0,95,0,0,0,0,1,7.933,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
TRYCKA,Armar/händer,armar/händer,0,0,0,95,0,1,1,1,7,3.692,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
TRYCKA,,,0,0,0,95,,,,,,,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
RYCKA,Ben/fötter,ben/fötter,0,1,1,67,0,0,0,0,1,6.174,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
RYCKA,Armar/händer,armar/händer,0,1,1,67,0,1,1,1,7,5.253,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
RYCKA,,,0,1,1,67,,,,,,,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
SLÄNTRA,Ben/fötter,ben/fötter,0,2,2,139,0,0,0,0,6,7.864,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
SLÄNTRA,Armar/händer,armar/händer,0,2,2,139,0,1,1,1,1,3.725,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
SLÄNTRA,,,0,2,2,139,,,,,,,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
BULTA,Ben/fötter,ben/fötter,0,3,3,4,0,0,0,0,1,10.583,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
BULTA,Armar/händer,armar/händer,0,3,3,4,0,1,1,1,7,2.418,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
BULTA,,,0,3,3,4,,,,,,,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
SKAKA,Ben/fötter,ben/fötter,0,4,4,69,0,0,0,0,2,5.52,,,2018_Sep_10_1155,59.9454289653,verb_norming_L1-swe_no_translation,001,801,
