word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
WHIP,Leg,leg,0,0,0,57,0,0,0,0,1,18.057,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
WHIP,Arm,arm,0,0,0,57,0,1,1,1,7,9.807,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
WHIP,,,0,0,0,57,,,,,,,return,14.7753210619,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
MOUNT,Leg,leg,0,1,1,81,0,0,0,0,2,11.546,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
MOUNT,Arm,arm,0,1,1,81,0,1,1,1,6,11.266,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
MOUNT,,,0,1,1,81,,,,,,,return,16.6371775157,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
SKIM,Leg,leg,0,2,2,45,0,0,0,0,4,35.313,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
SKIM,Arm,arm,0,2,2,45,0,1,1,1,4,4.391,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
SKIM,,,0,2,2,45,,,,,,,return,12.7631099623,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
SQUAT,Leg,leg,0,3,3,99,0,0,0,0,7,16.359,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
SQUAT,Arm,arm,0,3,3,99,0,1,1,1,1,2.695,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
SQUAT,,,0,3,3,99,,,,,,,return,6.77570944964,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
TWINE,Leg,leg,0,4,4,55,0,0,0,0,4,13.074,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
TWINE,Arm,arm,0,4,4,55,0,1,1,1,4,8.364,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
TWINE,,,0,4,4,55,,,,,,,return,7.24523266914,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
SCRAPE,Leg,leg,0,5,5,39,0,0,0,0,5,14.817,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
SCRAPE,Arm,arm,0,5,5,39,0,1,1,1,5,2.309,,,2018_Sep_13_1619,59.6242061024,verb_norming_L2-eng_oral_translation,001,809,
