item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
0,platery,n,0,0,0,0,y,0,10.2472670622,2018_Sep_13_1410,59.6215374539,lextale,001,807,
0,denial,y,0,1,1,1,y,1,1.27476752051,2018_Sep_13_1410,59.6215374539,lextale,001,807,
0,generic,y,0,2,2,2,y,1,1.99599956697,2018_Sep_13_1410,59.6215374539,lextale,001,807,
1,mensible,n,0,3,3,3,n,1,1.57673363951,2018_Sep_13_1410,59.6215374539,lextale,001,807,
2,scornful,y,0,4,4,4,n,0,1.27485325819,2018_Sep_13_1410,59.6215374539,lextale,001,807,
3,stoutly,y,0,5,5,5,y,1,1.22436878106,2018_Sep_13_1410,59.6215374539,lextale,001,807,
4,ablaze,y,0,6,6,6,n,0,2.76745532158,2018_Sep_13_1410,59.6215374539,lextale,001,807,
5,kermshaw,n,0,7,7,7,n,1,3.75703009432,2018_Sep_13_1410,59.6215374539,lextale,001,807,
6,moonlit,y,0,8,8,8,n,0,2.09644895882,2018_Sep_13_1410,59.6215374539,lextale,001,807,
7,lofty,y,0,9,9,9,y,1,3.77381492357,2018_Sep_13_1410,59.6215374539,lextale,001,807,
8,hurricane,y,0,10,10,10,y,1,1.2580032367,2018_Sep_13_1410,59.6215374539,lextale,001,807,
9,flaw,y,0,11,11,11,y,1,0.77176788717,2018_Sep_13_1410,59.6215374539,lextale,001,807,
10,alberation,n,0,12,12,12,y,0,12.1759076341,2018_Sep_13_1410,59.6215374539,lextale,001,807,
11,unkempt,y,0,13,13,13,n,0,1.09042756628,2018_Sep_13_1410,59.6215374539,lextale,001,807,
12,breeding,y,0,14,14,14,y,1,0.838881522384,2018_Sep_13_1410,59.6215374539,lextale,001,807,
13,festivity,y,0,15,15,15,y,1,2.19666247329,2018_Sep_13_1410,59.6215374539,lextale,001,807,
14,screech,y,0,16,16,16,y,1,1.22456396268,2018_Sep_13_1410,59.6215374539,lextale,001,807,
15,savoury,y,0,17,17,17,y,1,1.42592817948,2018_Sep_13_1410,59.6215374539,lextale,001,807,
16,plaudate,n,0,18,18,18,n,1,1.40905879787,2018_Sep_13_1410,59.6215374539,lextale,001,807,
17,shin,y,0,19,19,19,y,1,0.905960388404,2018_Sep_13_1410,59.6215374539,lextale,001,807,
18,fluid,y,0,20,20,20,y,1,0.671167565398,2018_Sep_13_1410,59.6215374539,lextale,001,807,
19,spaunch,n,0,21,21,21,y,0,1.71094905681,2018_Sep_13_1410,59.6215374539,lextale,001,807,
20,allied,y,0,22,22,22,y,1,2.75074358666,2018_Sep_13_1410,59.6215374539,lextale,001,807,
21,slain,y,0,23,23,23,y,1,0.838831739218,2018_Sep_13_1410,59.6215374539,lextale,001,807,
22,recipient,y,0,24,24,24,y,1,5.78628600192,2018_Sep_13_1410,59.6215374539,lextale,001,807,
23,exprate,n,0,25,25,25,n,1,2.70038317234,2018_Sep_13_1410,59.6215374539,lextale,001,807,
24,eloquence,y,0,26,26,26,n,0,2.13017191787,2018_Sep_13_1410,59.6215374539,lextale,001,807,
25,cleanliness,y,0,27,27,27,n,0,7.96649118759,2018_Sep_13_1410,59.6215374539,lextale,001,807,
26,dispatch,y,0,28,28,28,y,1,1.00658086051,2018_Sep_13_1410,59.6215374539,lextale,001,807,
27,rebondicate,n,0,29,29,29,y,0,4.12593837318,2018_Sep_13_1410,59.6215374539,lextale,001,807,
28,ingenious,y,0,30,30,30,y,1,2.29806999355,2018_Sep_13_1410,59.6215374539,lextale,001,807,
29,bewitch,y,0,31,31,31,y,1,1.1072096298,2018_Sep_13_1410,59.6215374539,lextale,001,807,
30,skave,n,0,32,32,32,n,1,3.11965581657,2018_Sep_13_1410,59.6215374539,lextale,001,807,
31,plaintively,y,0,33,33,33,n,0,2.13016204026,2018_Sep_13_1410,59.6215374539,lextale,001,807,
32,kilp,n,0,34,34,34,n,1,2.28112633229,2018_Sep_13_1410,59.6215374539,lextale,001,807,
33,interfate,n,0,35,35,35,y,0,1.25804077162,2018_Sep_13_1410,59.6215374539,lextale,001,807,
34,hasty,y,0,36,36,36,y,1,0.922699780638,2018_Sep_13_1410,59.6215374539,lextale,001,807,
35,lengthy,y,0,37,37,37,n,0,3.23712472975,2018_Sep_13_1410,59.6215374539,lextale,001,807,
36,fray,y,0,38,38,38,y,1,0.822116053254,2018_Sep_13_1410,59.6215374539,lextale,001,807,
37,crumper,n,0,39,39,39,y,0,0.989784178119,2018_Sep_13_1410,59.6215374539,lextale,001,807,
38,upkeep,y,0,40,40,40,n,0,1.79456462645,2018_Sep_13_1410,59.6215374539,lextale,001,807,
39,majestic,y,0,41,41,41,y,1,1.2412670053,2018_Sep_13_1410,59.6215374539,lextale,001,807,
40,magrity,n,0,42,42,42,y,0,2.11338629841,2018_Sep_13_1410,59.6215374539,lextale,001,807,
41,nourishment,y,0,43,43,43,y,1,4.34401195428,2018_Sep_13_1410,59.6215374539,lextale,001,807,
42,abergy,n,0,44,44,44,n,1,1.10722227315,2018_Sep_13_1410,59.6215374539,lextale,001,807,
43,proom,n,0,45,45,45,y,0,3.67309883618,2018_Sep_13_1410,59.6215374539,lextale,001,807,
44,turmoil,y,0,46,46,46,n,0,0.872425103991,2018_Sep_13_1410,59.6215374539,lextale,001,807,
45,carbohydrate,y,0,47,47,47,y,1,5.73589397924,2018_Sep_13_1410,59.6215374539,lextale,001,807,
46,scholar,y,0,48,48,48,y,1,1.979204465,2018_Sep_13_1410,59.6215374539,lextale,001,807,
