word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
PAT,Arm,arm,0,0,0,27,0,0,0,0,4,15.676,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
PAT,Leg,leg,0,0,0,27,0,1,1,1,4,39.743,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
PAT,,,0,0,0,27,,,,,,,return,21.2993845062,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
PRANCE,Arm,arm,0,1,1,85,0,0,0,0,4,9.399,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
PRANCE,Leg,leg,0,1,1,85,0,1,1,1,4,3.013,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
PRANCE,,,0,1,1,85,,,,,,,return,7.42998945861,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
CLEAN,Arm,arm,0,2,2,9,0,0,0,0,7,9.233,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
CLEAN,Leg,leg,0,2,2,9,0,1,1,1,1,6.536,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
CLEAN,,,0,2,2,9,,,,,,,return,11.2871129556,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
SCRATCH,Arm,arm,0,3,3,40,0,0,0,0,7,39.537,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
SCRATCH,Leg,leg,0,3,3,40,0,1,1,1,1,3.365,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
SCRATCH,,,0,3,3,40,,,,,,,return,5.35043121705,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
STAMP,Arm,arm,0,4,4,101,0,0,0,0,1,11.931,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
STAMP,Leg,leg,0,4,4,101,0,1,1,1,7,1.069,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
STAMP,,,0,4,4,101,,,,,,,return,4.8471676539,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
TRAIPSE,Arm,arm,0,5,5,115,0,0,0,0,4,12.888,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
TRAIPSE,Leg,leg,0,5,5,115,0,1,1,1,4,0.9,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
TRAIPSE,,,0,5,5,115,,,,,,,return,2.56642378276,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
JUMP,Arm,arm,0,6,6,74,0,0,0,0,1,9.667,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
JUMP,Leg,leg,0,6,6,74,0,1,1,1,7,3.082,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
JUMP,,,0,6,6,74,,,,,,,return,3.13650978911,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
BRAID,Arm,arm,0,7,7,2,0,0,0,0,4,7.451,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
BRAID,Leg,leg,0,7,7,2,0,1,1,1,4,0.9,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
BRAID,,,0,7,7,2,,,,,,,return,3.55581364659,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
BIND,Arm,arm,0,8,8,1,0,0,0,0,4,5.711,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
BIND,Leg,leg,0,8,8,1,0,1,1,1,4,0.766,,,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
BIND,,,0,8,8,1,,,,,,,return,3.42142951968,2018_Sep_12_1653,59.631370498,verb_norming_L2-eng_oral_translation,001,806,
