word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
SQUEEZE,Arm,arm,0,0,0,48,0,0,0,0,7,24.861,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SQUEEZE,Leg,leg,0,0,0,48,0,1,1,1,1,11.852,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SQUEEZE,,,0,0,0,48,,,,,,,return,6.55782314807,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PLOD,Arm,arm,0,1,1,84,0,0,0,0,4,34.12,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PLOD,Leg,leg,0,1,1,84,0,1,1,1,4,3.417,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PLOD,,,0,1,1,84,,,,,,,return,4.29377955382,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SKATE,Arm,arm,0,2,2,92,0,0,0,0,1,33.651,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SKATE,Leg,leg,0,2,2,92,0,1,1,1,7,4.39,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SKATE,,,0,2,2,92,,,,,,,return,7.86581856169,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
TIPTOE,Arm,arm,0,3,3,112,0,0,0,0,1,7.74,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
TIPTOE,Leg,leg,0,3,3,112,0,1,1,1,7,4.624,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
TIPTOE,,,0,3,3,112,,,,,,,return,6.8093723528,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STRUT,Arm,arm,0,4,4,109,0,0,0,0,4,11.95,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STRUT,Leg,leg,0,4,4,109,0,1,1,1,4,0.985,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STRUT,,,0,4,4,109,,,,,,,return,3.53898693626,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SLIP,Arm,arm,0,5,5,95,0,0,0,0,1,23.657,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SLIP,Leg,leg,0,5,5,95,0,1,1,1,7,3.45,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SLIP,,,0,5,5,95,,,,,,,return,5.80302499905,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STUMBLE,Arm,arm,0,6,6,110,0,0,0,0,1,14.493,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STUMBLE,Leg,leg,0,6,6,110,0,1,1,1,7,8.479,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STUMBLE,,,0,6,6,110,,,,,,,return,11.3710947871,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
DANCE,Arm,arm,0,7,7,64,0,0,0,0,7,9.482,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
DANCE,Leg,leg,0,7,7,64,0,1,1,1,7,1.721,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
DANCE,,,0,7,7,64,,,,,,,return,4.88045125675,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CROUCH,Arm,arm,0,8,8,62,0,0,0,0,7,23.32,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CROUCH,Leg,leg,0,8,8,62,0,1,1,1,7,3.131,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CROUCH,,,0,8,8,62,,,,,,,return,9.92862318726,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
TUG,Arm,arm,0,9,9,54,0,0,0,0,7,8.795,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
TUG,Leg,leg,0,9,9,54,0,1,1,1,3,10.108,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
TUG,,,0,9,9,54,,,,,,,return,5.0820473999,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SPRINT,Arm,arm,0,10,10,98,0,0,0,0,4,8.56,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SPRINT,Leg,leg,0,10,10,98,0,1,1,1,7,7.255,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SPRINT,,,0,10,10,98,,,,,,,return,7.12788702856,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SCRAPE,Arm,arm,0,11,11,39,0,0,0,0,4,9.467,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SCRAPE,Leg,leg,0,11,11,39,0,1,1,1,4,1.017,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SCRAPE,,,0,11,11,39,,,,,,,return,3.05273459725,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CATCH,Arm,arm,0,12,12,5,0,0,0,0,7,5.242,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CATCH,Leg,leg,0,12,12,5,0,1,1,1,2,6.352,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CATCH,,,0,12,12,5,,,,,,,return,2.43222140392,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
LIMP,Arm,arm,0,13,13,78,0,0,0,0,7,3.698,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
LIMP,Leg,leg,0,13,13,78,0,1,1,1,7,36.001,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
LIMP,,,0,13,13,78,,,,,,,return,3.15334519174,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STEP,Arm,arm,0,14,14,103,0,0,0,0,2,8.478,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STEP,Leg,leg,0,14,14,103,0,1,1,1,7,4.356,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STEP,,,0,14,14,103,,,,,,,return,12.5952727327,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUN,Arm,arm,0,15,15,88,0,0,0,0,3,4.52,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUN,Leg,leg,0,15,15,88,0,1,1,1,7,1.672,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUN,,,0,15,15,88,,,,,,,return,2.56635187374,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUB,Arm,arm,0,16,16,37,0,0,0,0,6,11.213,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUB,Leg,leg,0,16,16,37,0,1,1,1,1,2.78,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUB,,,0,16,16,37,,,,,,,return,3.92481872606,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PULL,Arm,arm,0,17,17,33,0,0,0,0,7,6.114,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PULL,Leg,leg,0,17,17,33,0,1,1,1,1,6.788,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PULL,,,0,17,17,33,,,,,,,return,2.4154310432,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STROLL,Arm,arm,0,18,18,108,0,0,0,0,2,10.273,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STROLL,Leg,leg,0,18,18,108,0,1,1,1,7,3.618,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STROLL,,,0,18,18,108,,,,,,,return,4.93072948934,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
NIP,Arm,arm,0,19,19,26,0,0,0,0,6,10.525,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
NIP,Leg,leg,0,19,19,26,0,1,1,1,1,5.999,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
NIP,,,0,19,19,26,,,,,,,return,5.43404006992,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
BRAID,Arm,arm,0,20,20,2,0,0,0,0,4,6.265,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
BRAID,Leg,leg,0,20,20,2,0,1,1,1,4,0.968,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
BRAID,,,0,20,20,2,,,,,,,return,3.15331713932,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
BASH,Arm,arm,0,21,21,0,0,0,0,0,4,7.456,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
BASH,Leg,leg,0,21,21,0,0,1,1,1,4,0.935,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
BASH,,,0,21,21,0,,,,,,,return,3.13692346352,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUSH,Arm,arm,0,22,22,89,0,0,0,0,3,4.303,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUSH,Leg,leg,0,22,22,89,0,1,1,1,7,4.239,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
RUSH,,,0,22,22,89,,,,,,,return,3.62296363142,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
LIFT,Arm,arm,0,23,23,25,0,0,0,0,7,4.905,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
LIFT,Leg,leg,0,23,23,25,0,1,1,1,7,2.36,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
LIFT,,,0,23,23,25,,,,,,,return,2.34837785898,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SKIP,Arm,arm,0,24,24,93,0,0,0,0,2,9.683,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SKIP,Leg,leg,0,24,24,93,0,1,1,1,1,18.41,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
SKIP,,,0,24,24,93,,,,,,,return,3.33758992578,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PEDAL,Arm,arm,0,25,25,83,0,0,0,0,7,9.602,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PEDAL,Leg,leg,0,25,25,83,0,1,1,1,7,2.209,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
PEDAL,,,0,25,25,83,,,,,,,return,6.02102272009,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STOMP,Arm,arm,0,26,26,104,0,0,0,0,1,10.338,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STOMP,Leg,leg,0,26,26,104,0,1,1,1,6,6.92,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
STOMP,,,0,26,26,104,,,,,,,return,3.89127277382,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CLUTCH,Arm,arm,0,27,27,11,0,0,0,0,2,11.262,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CLUTCH,Leg,leg,0,27,27,11,0,1,1,1,7,2.544,,,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
CLUTCH,,,0,27,27,11,,,,,,,return,5.26646005336,2018_Sep_13_1500,59.6298250906,verb_norming_L2-eng_oral_translation,001,808,
