word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
SKRIDA,Arm,arm,0,0,0,136,0,0,0,0,2,19.464,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SKRIDA,Ben,ben,0,0,0,136,0,1,1,1,4,6.735,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SKRIDA,,,0,0,0,136,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
GLIDA,Arm,arm,0,1,1,107,0,0,0,0,1,20.098,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
GLIDA,Ben,ben,0,1,1,107,0,1,1,1,4,14.016,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
GLIDA,,,0,1,1,107,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
TRASKA,Arm,arm,0,2,2,162,0,0,0,0,1,8.393,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
TRASKA,Ben,ben,0,2,2,162,0,1,1,1,6,5.009,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
TRASKA,,,0,2,2,162,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SKRAPA,Arm,arm,0,3,3,74,0,0,0,0,5,12.017,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SKRAPA,Ben,ben,0,3,3,74,0,1,1,1,5,6.67,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SKRAPA,,,0,3,3,74,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
STÖVLA,Arm,arm,0,4,4,152,0,0,0,0,1,5.324,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
STÖVLA,Ben,ben,0,4,4,152,0,1,1,1,5,5.982,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
STÖVLA,,,0,4,4,152,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
KNACKA,Arm,arm,0,5,5,36,0,0,0,0,5,11.495,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
KNACKA,Ben,ben,0,5,5,36,0,1,1,1,2,3.366,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
KNACKA,,,0,5,5,36,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SNUBBLA,Arm,arm,0,6,6,143,0,0,0,0,2,9.029,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SNUBBLA,Ben,ben,0,6,6,143,0,1,1,1,6,3.65,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SNUBBLA,,,0,6,6,143,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
ÖSA,Arm,arm,0,7,7,48,0,0,0,0,4,6.685,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
ÖSA,Ben,ben,0,7,7,48,0,1,1,1,1,2.897,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
ÖSA,,,0,7,7,48,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
JOGGA,Arm,arm,0,8,8,114,0,0,0,0,3,3.647,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
JOGGA,Ben,ben,0,8,8,114,0,1,1,1,6,3.45,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
JOGGA,,,0,8,8,114,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
HOPPA,Arm,arm,0,9,9,111,0,0,0,0,2,5.811,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
HOPPA,Ben,ben,0,9,9,111,0,1,1,1,5,7.408,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
HOPPA,,,0,9,9,111,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
NORPA,Arm,arm,0,10,10,46,0,0,0,0,3,6.416,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
NORPA,Ben,ben,0,10,10,46,0,1,1,1,1,2.394,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
NORPA,,,0,10,10,46,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SLITA,Arm,arm,0,11,11,82,0,0,0,0,5,7.221,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SLITA,Ben,ben,0,11,11,82,0,1,1,1,2,3.484,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SLITA,,,0,11,11,82,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SLEVA,Arm,arm,0,12,12,80,0,0,0,0,5,3.493,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SLEVA,Ben,ben,0,12,12,80,0,1,1,1,1,2.14,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
SLEVA,,,0,12,12,80,,,,,,,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
RO,Arm,arm,0,13,13,64,0,0,0,0,4,9.486,,,2018_Sep_10_1230,59.6035080448,verb_norming_L1-swe_no_translation,001,802,
