word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
WADE,Leg,leg,0,0,0,124,0,0,0,0,4,13.948,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
WADE,Arm,arm,0,0,0,124,0,1,1,1,1,5.665,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
WADE,,,0,0,0,124,,,,,,,return,14.5579886969,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
KNEEL,Leg,leg,0,1,1,76,0,0,0,0,7,13.458,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
KNEEL,Arm,arm,0,1,1,76,0,1,1,1,1,9.303,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
KNEEL,,,0,1,1,76,,,,,,,return,24.3684128178,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
STAGGER,Leg,leg,0,2,2,100,0,0,0,0,3,8.307,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
STAGGER,Arm,arm,0,2,2,100,0,1,1,1,5,2.98,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
STAGGER,,,0,2,2,100,,,,,,,return,2.18049598258,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
GESTURE,Leg,leg,0,3,3,17,0,0,0,0,1,5.241,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
GESTURE,Arm,arm,0,3,3,17,0,1,1,1,6,3.869,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
GESTURE,,,0,3,3,17,,,,,,,return,2.95241519477,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
CUT,Leg,leg,0,4,4,12,0,0,0,0,1,5.377,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
CUT,Arm,arm,0,4,4,12,0,1,1,1,7,1.908,,,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
CUT,,,0,4,4,12,,,,,,,return,2.51604321811,2018_Sep_13_1343,59.6239251807,verb_norming_L2-eng_oral_translation,001,807,
