word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
CLEAN,Arm,arm,0,0,0,9,0,0,0,0,7,18.208,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CLEAN,Leg,leg,0,0,0,9,0,1,1,1,2,63.994,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CLEAN,,,0,0,0,9,,,,,,,return,8.93940006962,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
BASH,Arm,arm,0,1,1,0,0,0,0,0,5,48.009,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
BASH,Leg,leg,0,1,1,0,0,1,1,1,2,6.453,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
BASH,,,0,1,1,0,,,,,,,return,3.3043525159,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
STRIDE,Arm,arm,0,2,2,107,0,0,0,0,1,20.972,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
STRIDE,Leg,leg,0,2,2,107,0,1,1,1,6,10.829,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
STRIDE,,,0,2,2,107,,,,,,,return,3.70675843278,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
JOG,Arm,arm,0,3,3,73,0,0,0,0,1,5.104,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
JOG,Leg,leg,0,3,3,73,0,1,1,1,7,6.418,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
JOG,,,0,3,3,73,,,,,,,return,1.72778669634,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CREEP,Arm,arm,0,4,4,61,0,0,0,0,1,26.072,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CREEP,Leg,leg,0,4,4,61,0,1,1,1,5,4.523,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CREEP,,,0,4,4,61,,,,,,,return,7.78221774077,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
GRIP,Arm,arm,0,5,5,21,0,0,0,0,7,3.632,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
GRIP,Leg,leg,0,5,5,21,0,1,1,1,1,21.412,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
GRIP,,,0,5,5,21,,,,,,,return,2.73292275913,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
RUSH,Arm,arm,0,6,6,89,0,0,0,0,3,12.555,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
RUSH,Leg,leg,0,6,6,89,0,1,1,1,7,25.136,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
RUSH,,,0,6,6,89,,,,,,,return,16.8724412043,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
POLISH,Arm,arm,0,7,7,32,0,0,0,0,7,3.548,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
POLISH,Leg,leg,0,7,7,32,0,1,1,1,1,2.025,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
POLISH,,,0,7,7,32,,,,,,,return,1.72786334809,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
WADE,Arm,arm,0,8,8,124,0,0,0,0,1,3.985,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
WADE,Leg,leg,0,8,8,124,0,1,1,1,7,6.722,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
WADE,,,0,8,8,124,,,,,,,return,1.57690719645,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
SKIP,Arm,arm,0,9,9,93,0,0,0,0,2,7.088,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
SKIP,Leg,leg,0,9,9,93,0,1,1,1,7,10.595,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
SKIP,,,0,9,9,93,,,,,,,return,5.249789504,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
STAB,Arm,arm,0,10,10,49,0,0,0,0,7,5.124,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
STAB,Leg,leg,0,10,10,49,0,1,1,1,1,3.098,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
STAB,,,0,10,10,49,,,,,,,return,20.2093809897,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
BRAID,Arm,arm,0,11,11,2,0,0,0,0,7,3.196,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
BRAID,Leg,leg,0,11,11,2,0,1,1,1,1,0.851,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
BRAID,,,0,11,11,2,,,,,,,return,1.84529107319,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
THROW,Arm,arm,0,12,12,52,0,0,0,0,7,2.475,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
THROW,Leg,leg,0,12,12,52,0,1,1,1,1,7.19,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
THROW,,,0,12,12,52,,,,,,,return,1.3755509345,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
INCH,Arm,arm,0,13,13,72,0,0,0,0,5,14.417,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
INCH,Leg,leg,0,13,13,72,0,1,1,1,2,1.371,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
INCH,,,0,13,13,72,,,,,,,return,3.63981892801,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
GRATE,Arm,arm,0,14,14,20,0,0,0,0,7,8.176,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
GRATE,Leg,leg,0,14,14,20,0,1,1,1,2,6.318,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
GRATE,,,0,14,14,20,,,,,,,return,1.76141548136,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CLUTCH,Arm,arm,0,15,15,11,0,0,0,0,7,17.25,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CLUTCH,Leg,leg,0,15,15,11,0,1,1,1,2,2.108,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CLUTCH,,,0,15,15,11,,,,,,,return,2.23089405582,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CROUCH,Arm,arm,0,16,16,62,0,0,0,0,5,8.864,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CROUCH,Leg,leg,0,16,16,62,0,1,1,1,7,2.394,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
CROUCH,,,0,16,16,62,,,,,,,return,4.96455093331,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
SQUEEZE,Arm,arm,0,17,17,48,0,0,0,0,7,3.893,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
SQUEEZE,Leg,leg,0,17,17,48,0,1,1,1,1,4.486,,,2018_Sep_11_1206,59.6269848749,verb_norming_L2-eng_oral_translation,001,804,
