8.4510 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x14CE5970>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1366,  768]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
9.6164 	EXP 	Created rating = RatingScale(acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText='accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=7, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=1, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, -0.4], precision=1, respKeys=['1', '2', '3', '4', '5', '6', '7'], rightKeys=['right'], scale=unicode(...), self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=6.0, win=Window(...))
9.6171 	EXP 	Created short_blank = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='short_blank', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
9.6178 	EXP 	Created text_5 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_5', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
9.6493 	EXP 	Created text_9 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_9', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
9.6582 	EXP 	rating: flipVert = False
9.6582 	EXP 	rating: autoLog = True
9.6582 	EXP 	text_11: autoDraw = True
12.4253 	DATA 	Keypress: space
12.4419 	EXP 	text_11: autoDraw = False
12.4419 	EXP 	introtext: autoDraw = True
21.5654 	DATA 	Keypress: space
21.5819 	EXP 	introtext: autoDraw = False
21.5819 	EXP 	text: autoDraw = True
32.7515 	DATA 	Keypress: space
32.7681 	EXP 	text: autoDraw = False
32.7681 	EXP 	text_2: autoDraw = True
42.0426 	DATA 	Keypress: space
42.0591 	EXP 	text_2: autoDraw = False
42.0591 	EXP 	text_4: autoDraw = True
46.2185 	DATA 	Keypress: space
46.2350 	EXP 	text_4: autoDraw = False
46.2350 	EXP 	text_5: autoDraw = True
46.7271 	EXP 	Imported verbs_norming_swe_sept2019_simple.csv as conditions, 169 conditions, 1 params
46.7280 	EXP 	Created sequence: random, trialTypes=169, nReps=1, seed=None
46.7283 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', u'SIGNERA')])
46.7304 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
46.7306 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
46.7309 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
46.7758 	EXP 	RatingScale rating: reset()
46.8052 	EXP 	text_5: autoDraw = False
46.8052 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet SIGNERA med ben/f\xf6tter?'
46.8052 	EXP 	text_10: autoDraw = True
46.8052 	EXP 	rating: autoDraw = True
58.3605 	DATA 	Keypress: 1
61.5805 	DATA 	Keypress: space
72.2803 	DATA 	Keypress: return
72.2828 	DATA 	RatingScale rating: (key response) rating=1
72.2829 	DATA 	RatingScale rating: rating RT=25.506
72.2829 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 11.586), (1, 25.506)]
72.3136 	EXP 	text_10: autoDraw = False
72.3136 	EXP 	rating: autoDraw = False
72.3136 	EXP 	short_blank: autoDraw = True
72.4985 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
72.5494 	EXP 	RatingScale rating: reset()
72.5651 	EXP 	short_blank: autoDraw = False
72.5651 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet SIGNERA med armar/h\xe4nder?'
72.5651 	EXP 	text_10: autoDraw = True
72.5651 	EXP 	rating: autoDraw = True
80.2464 	DATA 	Keypress: 7
80.7999 	DATA 	Keypress: return
80.8024 	DATA 	RatingScale rating: (key response) rating=7
80.8025 	DATA 	RatingScale rating: rating RT=8.252
80.8025 	DATA 	RatingScale rating: history=[(None, 0.0), (7, 7.698), (7, 8.252)]
80.8331 	EXP 	text_10: autoDraw = False
80.8331 	EXP 	rating: autoDraw = False
80.8331 	EXP 	short_blank: autoDraw = True
81.0344 	EXP 	short_blank: autoDraw = False
81.0344 	EXP 	text_5: autoDraw = True
81.5212 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', u'SVASSA')])
81.5237 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
81.5240 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
81.5243 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
81.5724 	EXP 	RatingScale rating: reset()
81.5879 	EXP 	text_5: autoDraw = False
81.5879 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet SVASSA med ben/f\xf6tter?'
81.5879 	EXP 	text_10: autoDraw = True
81.5879 	EXP 	rating: autoDraw = True
88.2125 	DATA 	Keypress: 5
89.4201 	DATA 	Keypress: return
89.4228 	DATA 	RatingScale rating: (key response) rating=5
89.4228 	DATA 	RatingScale rating: rating RT=7.850
89.4228 	DATA 	RatingScale rating: history=[(None, 0.0), (5, 6.641), (5, 7.85)]
89.4534 	EXP 	text_10: autoDraw = False
89.4534 	EXP 	rating: autoDraw = False
89.4534 	EXP 	short_blank: autoDraw = True
89.6383 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
89.6888 	EXP 	RatingScale rating: reset()
89.7048 	EXP 	short_blank: autoDraw = False
89.7048 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet SVASSA med armar/h\xe4nder?'
89.7048 	EXP 	text_10: autoDraw = True
89.7048 	EXP 	rating: autoDraw = True
91.9357 	DATA 	Keypress: 1
92.2376 	DATA 	Keypress: return
92.2402 	DATA 	RatingScale rating: (key response) rating=1
92.2402 	DATA 	RatingScale rating: rating RT=2.551
92.2402 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 2.248), (1, 2.551)]
92.2708 	EXP 	text_10: autoDraw = False
92.2708 	EXP 	rating: autoDraw = False
92.2708 	EXP 	short_blank: autoDraw = True
92.4721 	EXP 	short_blank: autoDraw = False
92.4721 	EXP 	text_5: autoDraw = True
92.9589 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', u'TV\xc4TTA')])
92.9617 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
92.9620 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
92.9623 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
93.0101 	EXP 	RatingScale rating: reset()
93.0254 	EXP 	text_5: autoDraw = False
93.0254 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet TV\xc4TTA med ben/f\xf6tter?'
93.0254 	EXP 	text_10: autoDraw = True
93.0254 	EXP 	rating: autoDraw = True
98.7782 	DATA 	Keypress: 1
99.5329 	DATA 	Keypress: return
99.5355 	DATA 	RatingScale rating: (key response) rating=1
99.5355 	DATA 	RatingScale rating: rating RT=6.525
99.5355 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 5.769), (1, 6.525)]
99.5661 	EXP 	text_10: autoDraw = False
99.5661 	EXP 	rating: autoDraw = False
99.5661 	EXP 	short_blank: autoDraw = True
99.7511 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
99.8014 	EXP 	RatingScale rating: reset()
99.8176 	EXP 	short_blank: autoDraw = False
99.8176 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet TV\xc4TTA med armar/h\xe4nder?'
99.8176 	EXP 	text_10: autoDraw = True
99.8176 	EXP 	rating: autoDraw = True
107.0964 	DATA 	Keypress: 6
107.7170 	DATA 	Keypress: return
107.7196 	DATA 	RatingScale rating: (key response) rating=6
107.7196 	DATA 	RatingScale rating: rating RT=7.918
107.7196 	DATA 	RatingScale rating: history=[(None, 0.0), (6, 7.296), (6, 7.918)]
107.7503 	EXP 	text_10: autoDraw = False
107.7503 	EXP 	rating: autoDraw = False
107.7503 	EXP 	short_blank: autoDraw = True
107.9516 	EXP 	short_blank: autoDraw = False
107.9516 	EXP 	text_5: autoDraw = True
108.4383 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', u'VIKA')])
108.4407 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
108.4409 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
108.4412 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
108.4880 	EXP 	RatingScale rating: reset()
108.5049 	EXP 	text_5: autoDraw = False
108.5049 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet VIKA med ben/f\xf6tter?'
108.5049 	EXP 	text_10: autoDraw = True
108.5049 	EXP 	rating: autoDraw = True
111.8426 	DATA 	Keypress: 1
112.1612 	DATA 	Keypress: return
112.1639 	DATA 	RatingScale rating: (key response) rating=1
112.1639 	DATA 	RatingScale rating: rating RT=3.675
112.1639 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 3.356), (1, 3.675)]
112.1945 	EXP 	text_10: autoDraw = False
112.1945 	EXP 	rating: autoDraw = False
112.1945 	EXP 	short_blank: autoDraw = True
112.3795 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
112.4293 	EXP 	RatingScale rating: reset()
112.4462 	EXP 	short_blank: autoDraw = False
112.4462 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet VIKA med armar/h\xe4nder?'
112.4462 	EXP 	text_10: autoDraw = True
112.4462 	EXP 	rating: autoDraw = True
114.1402 	DATA 	Keypress: 7
114.6793 	DATA 	Keypress: return
114.6795 	DATA 	RatingScale rating: (key response) rating=7
114.6795 	DATA 	RatingScale rating: rating RT=2.250
114.6796 	DATA 	RatingScale rating: history=[(None, 0.0), (7, 1.712), (7, 2.25)]
114.7102 	EXP 	text_10: autoDraw = False
114.7102 	EXP 	rating: autoDraw = False
114.7102 	EXP 	short_blank: autoDraw = True
114.9114 	EXP 	short_blank: autoDraw = False
114.9114 	EXP 	text_5: autoDraw = True
115.3982 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', u'RAKA')])
115.4005 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
115.4008 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
115.4011 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
115.4476 	EXP 	RatingScale rating: reset()
115.4648 	EXP 	text_5: autoDraw = False
115.4648 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet RAKA med ben/f\xf6tter?'
115.4648 	EXP 	text_10: autoDraw = True
115.4648 	EXP 	rating: autoDraw = True
125.3933 	DATA 	Keypress: 4
126.1337 	DATA 	Keypress: return
126.1339 	DATA 	RatingScale rating: (key response) rating=4
126.1340 	DATA 	RatingScale rating: rating RT=10.686
126.1340 	DATA 	RatingScale rating: history=[(None, 0.0), (4, 9.947), (4, 10.686)]
126.1647 	EXP 	text_10: autoDraw = False
126.1647 	EXP 	rating: autoDraw = False
126.1647 	EXP 	short_blank: autoDraw = True
126.3496 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
126.3990 	EXP 	RatingScale rating: reset()
126.4162 	EXP 	short_blank: autoDraw = False
126.4162 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet RAKA med armar/h\xe4nder?'
126.4162 	EXP 	text_10: autoDraw = True
126.4162 	EXP 	rating: autoDraw = True
129.5861 	DATA 	Keypress: 6
129.8880 	DATA 	Keypress: return
129.8905 	DATA 	RatingScale rating: (key response) rating=6
129.8906 	DATA 	RatingScale rating: rating RT=3.491
129.8906 	DATA 	RatingScale rating: history=[(None, 0.0), (6, 3.189), (6, 3.491)]
129.9213 	EXP 	text_10: autoDraw = False
129.9213 	EXP 	rating: autoDraw = False
129.9213 	EXP 	short_blank: autoDraw = True
130.1225 	EXP 	short_blank: autoDraw = False
130.1225 	EXP 	text_5: autoDraw = True
130.6093 	EXP 	New trial (rep=0, index=5): OrderedDict([('word', u'H\xd6JA')])
130.6118 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
130.6121 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
130.6124 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
130.6624 	EXP 	RatingScale rating: reset()
130.6760 	EXP 	text_5: autoDraw = False
130.6760 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet H\xd6JA med ben/f\xf6tter?'
130.6760 	EXP 	text_10: autoDraw = True
130.6760 	EXP 	rating: autoDraw = True
133.4434 	DATA 	Keypress: 1
133.8124 	DATA 	Keypress: return
133.8149 	DATA 	RatingScale rating: (key response) rating=1
133.8149 	DATA 	RatingScale rating: rating RT=3.152
133.8150 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 2.782), (1, 3.152)]
133.8457 	EXP 	text_10: autoDraw = False
133.8457 	EXP 	rating: autoDraw = False
133.8457 	EXP 	short_blank: autoDraw = True
134.0306 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
134.0801 	EXP 	RatingScale rating: reset()
134.0972 	EXP 	short_blank: autoDraw = False
134.0972 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet H\xd6JA med armar/h\xe4nder?'
134.0972 	EXP 	text_10: autoDraw = True
134.0972 	EXP 	rating: autoDraw = True
138.8939 	DATA 	Keypress: 7
139.1286 	DATA 	Keypress: return
139.1312 	DATA 	RatingScale rating: (key response) rating=7
139.1313 	DATA 	RatingScale rating: rating RT=5.051
139.1313 	DATA 	RatingScale rating: history=[(None, 0.0), (7, 4.815), (7, 5.05)]
139.1620 	EXP 	text_10: autoDraw = False
139.1620 	EXP 	rating: autoDraw = False
139.1620 	EXP 	short_blank: autoDraw = True
139.3633 	EXP 	short_blank: autoDraw = False
139.3633 	EXP 	text_5: autoDraw = True
139.8500 	EXP 	New trial (rep=0, index=6): OrderedDict([('word', u'TRYCKA')])
139.8525 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
139.8528 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
139.8531 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
139.9037 	EXP 	RatingScale rating: reset()
139.9169 	EXP 	text_5: autoDraw = False
139.9169 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet TRYCKA med ben/f\xf6tter?'
139.9169 	EXP 	text_10: autoDraw = True
139.9169 	EXP 	rating: autoDraw = True
143.8748 	DATA 	Keypress: 3
144.1600 	DATA 	Keypress: return
144.1626 	DATA 	RatingScale rating: (key response) rating=3
144.1627 	DATA 	RatingScale rating: rating RT=4.258
144.1627 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 3.972), (3, 4.258)]
144.1932 	EXP 	text_10: autoDraw = False
144.1932 	EXP 	rating: autoDraw = False
144.1932 	EXP 	short_blank: autoDraw = True
144.3781 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
144.4283 	EXP 	RatingScale rating: reset()
144.4447 	EXP 	short_blank: autoDraw = False
144.4447 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet TRYCKA med armar/h\xe4nder?'
144.4447 	EXP 	text_10: autoDraw = True
144.4447 	EXP 	rating: autoDraw = True
147.2122 	DATA 	Keypress: 6
148.3862 	DATA 	Keypress: return
148.3888 	DATA 	RatingScale rating: (key response) rating=6
148.3888 	DATA 	RatingScale rating: rating RT=3.960
148.3889 	DATA 	RatingScale rating: history=[(None, 0.0), (6, 2.785), (6, 3.96)]
148.4195 	EXP 	text_10: autoDraw = False
148.4195 	EXP 	rating: autoDraw = False
148.4195 	EXP 	short_blank: autoDraw = True
148.6207 	EXP 	short_blank: autoDraw = False
148.6207 	EXP 	text_5: autoDraw = True
149.1075 	EXP 	New trial (rep=0, index=7): OrderedDict([('word', u'FL\xc4TA')])
149.1100 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
149.1102 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
149.1105 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
149.1627 	EXP 	RatingScale rating: reset()
149.1745 	EXP 	text_5: autoDraw = False
149.1745 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet FL\xc4TA med ben/f\xf6tter?'
149.1745 	EXP 	text_10: autoDraw = True
149.1745 	EXP 	rating: autoDraw = True
151.4384 	DATA 	Keypress: 1
151.6565 	DATA 	Keypress: return
151.6591 	DATA 	RatingScale rating: (key response) rating=1
151.6591 	DATA 	RatingScale rating: rating RT=2.496
151.6592 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 2.277), (1, 2.496)]
151.6898 	EXP 	text_10: autoDraw = False
151.6898 	EXP 	rating: autoDraw = False
151.6898 	EXP 	short_blank: autoDraw = True
151.8747 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
151.9262 	EXP 	RatingScale rating: reset()
151.9413 	EXP 	short_blank: autoDraw = False
151.9413 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet FL\xc4TA med armar/h\xe4nder?'
151.9413 	EXP 	text_10: autoDraw = True
151.9413 	EXP 	rating: autoDraw = True
154.4405 	DATA 	Keypress: 7
154.7280 	DATA 	Keypress: return
154.7281 	DATA 	RatingScale rating: (key response) rating=7
154.7282 	DATA 	RatingScale rating: rating RT=2.801
154.7282 	DATA 	RatingScale rating: history=[(None, 0.0), (7, 2.515), (7, 2.801)]
154.7588 	EXP 	text_10: autoDraw = False
154.7588 	EXP 	rating: autoDraw = False
154.7588 	EXP 	short_blank: autoDraw = True
154.9601 	EXP 	short_blank: autoDraw = False
154.9601 	EXP 	text_5: autoDraw = True
155.4469 	EXP 	New trial (rep=0, index=8): OrderedDict([('word', u'KNOGA')])
155.4493 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
155.4496 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
155.4499 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
155.4971 	EXP 	RatingScale rating: reset()
155.5136 	EXP 	text_5: autoDraw = False
155.5136 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet KNOGA med ben/f\xf6tter?'
155.5136 	EXP 	text_10: autoDraw = True
155.5136 	EXP 	rating: autoDraw = True
160.1257 	DATA 	Keypress: 1
160.8637 	DATA 	Keypress: return
160.8663 	DATA 	RatingScale rating: (key response) rating=1
160.8664 	DATA 	RatingScale rating: rating RT=5.369
160.8664 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 4.63), (1, 5.369)]
160.8970 	EXP 	text_10: autoDraw = False
160.8970 	EXP 	rating: autoDraw = False
160.8970 	EXP 	short_blank: autoDraw = True
161.0819 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
161.1329 	EXP 	RatingScale rating: reset()
161.1484 	EXP 	short_blank: autoDraw = False
161.1484 	EXP 	text_10: text = u'Armar/h\xe4nder\n\nHur starkt f\xf6rknippar du verbet KNOGA med armar/h\xe4nder?'
161.1484 	EXP 	text_10: autoDraw = True
161.1484 	EXP 	rating: autoDraw = True
166.7502 	DATA 	Keypress: 5
167.5385 	DATA 	Keypress: return
167.5411 	DATA 	RatingScale rating: (key response) rating=5
167.5412 	DATA 	RatingScale rating: rating RT=6.408
167.5412 	DATA 	RatingScale rating: history=[(None, 0.0), (5, 5.619), (5, 6.408)]
167.5718 	EXP 	text_10: autoDraw = False
167.5718 	EXP 	rating: autoDraw = False
167.5718 	EXP 	short_blank: autoDraw = True
167.7730 	EXP 	short_blank: autoDraw = False
167.7730 	EXP 	text_5: autoDraw = True
168.2598 	EXP 	New trial (rep=0, index=9): OrderedDict([('word', u'PRESSA')])
168.2622 	EXP 	Imported leg_first_swe.csv as conditions, 2 conditions, 2 params
168.2625 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
168.2628 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Ben/f\xf6tter'), ('category_lowercase', u'ben/f\xf6tter')])
168.3104 	EXP 	RatingScale rating: reset()
168.3264 	EXP 	text_5: autoDraw = False
168.3264 	EXP 	text_10: text = u'Ben/f\xf6tter\n\nHur starkt f\xf6rknippar du verbet PRESSA med ben/f\xf6tter?'
168.3264 	EXP 	text_10: autoDraw = True
168.3264 	EXP 	rating: autoDraw = True
173.3076 	DATA 	Keypress: 1
173.7101 	DATA 	Keypress: return
173.7127 	DATA 	RatingScale rating: (key response) rating=1
173.7128 	DATA 	RatingScale rating: rating RT=5.402
173.7128 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 4.998), (1, 5.402)]
173.7434 	EXP 	text_10: autoDraw = False
173.7434 	EXP 	rating: autoDraw = False
173.7434 	EXP 	short_blank: autoDraw = True
173.9283 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Armar/h\xe4nder'), ('category_lowercase', u'armar/h\xe4nder')])
173.9786 	EXP 	RatingScale rating: reset()
173.9949 	EXP 	short_blank: autoDraw = False
