item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
0,platery,n,0,0,0,0,n,1,6.59125926125,2018_Sep_13_1613,59.6176051442,lextale,001,808,
0,denial,y,0,1,1,1,y,1,2.34813645013,2018_Sep_13_1613,59.6176051442,lextale,001,808,
0,generic,y,0,2,2,2,y,1,2.44876482432,2018_Sep_13_1613,59.6176051442,lextale,001,808,
1,mensible,n,0,3,3,3,n,1,2.34816529276,2018_Sep_13_1613,59.6176051442,lextale,001,808,
2,scornful,y,0,4,4,4,y,1,1.69411128355,2018_Sep_13_1613,59.6176051442,lextale,001,808,
3,stoutly,y,0,5,5,5,y,1,1.79481630802,2018_Sep_13_1613,59.6176051442,lextale,001,808,
4,ablaze,y,0,6,6,6,n,0,3.99201138217,2018_Sep_13_1613,59.6176051442,lextale,001,808,
5,kermshaw,n,0,7,7,7,n,1,1.2412764878,2018_Sep_13_1613,59.6176051442,lextale,001,808,
6,moonlit,y,0,8,8,8,n,0,1.40903548671,2018_Sep_13_1613,59.6176051442,lextale,001,808,
7,lofty,y,0,9,9,9,y,1,1.42581952575,2018_Sep_13_1613,59.6176051442,lextale,001,808,
8,hurricane,y,0,10,10,10,y,1,1.35892438332,2018_Sep_13_1613,59.6176051442,lextale,001,808,
9,flaw,y,0,11,11,11,y,1,0.905981724047,2018_Sep_13_1613,59.6176051442,lextale,001,808,
10,alberation,n,0,12,12,12,y,0,1.42586417256,2018_Sep_13_1613,59.6176051442,lextale,001,808,
11,unkempt,y,0,13,13,13,n,0,2.7507558349,2018_Sep_13_1613,59.6176051442,lextale,001,808,
12,breeding,y,0,14,14,14,y,1,1.42579423906,2018_Sep_13_1613,59.6176051442,lextale,001,808,
13,festivity,y,0,15,15,15,y,1,3.72297327197,2018_Sep_13_1613,59.6176051442,lextale,001,808,
14,screech,y,0,16,16,16,y,1,0.771797124904,2018_Sep_13_1613,59.6176051442,lextale,001,808,
15,savoury,y,0,17,17,17,n,0,4.88066145234,2018_Sep_13_1613,59.6176051442,lextale,001,808,
16,plaudate,n,0,18,18,18,y,0,1.19102670274,2018_Sep_13_1613,59.6176051442,lextale,001,808,
17,shin,y,0,19,19,19,y,1,0.922732574312,2018_Sep_13_1613,59.6176051442,lextale,001,808,
18,fluid,y,0,20,20,20,y,1,1.05686699518,2018_Sep_13_1613,59.6176051442,lextale,001,808,
19,spaunch,n,0,21,21,21,n,1,1.67735095078,2018_Sep_13_1613,59.6176051442,lextale,001,808,
20,allied,y,0,22,22,22,y,1,1.00656900737,2018_Sep_13_1613,59.6176051442,lextale,001,808,
21,slain,y,0,23,23,23,y,1,1.07351827911,2018_Sep_13_1613,59.6176051442,lextale,001,808,
22,recipient,y,0,24,24,24,y,1,5.19918244977,2018_Sep_13_1613,59.6176051442,lextale,001,808,
23,exprate,n,0,25,25,25,n,1,1.05688675041,2018_Sep_13_1613,59.6176051442,lextale,001,808,
24,eloquence,y,0,26,26,26,n,0,1.27482085962,2018_Sep_13_1613,59.6176051442,lextale,001,808,
25,cleanliness,y,0,27,27,27,y,1,0.93953044201,2018_Sep_13_1613,59.6176051442,lextale,001,808,
26,dispatch,y,0,28,28,28,y,1,1.10712428723,2018_Sep_13_1613,59.6176051442,lextale,001,808,
27,rebondicate,n,0,29,29,29,n,1,1.30848415789,2018_Sep_13_1613,59.6176051442,lextale,001,808,
28,ingenious,y,0,30,30,30,n,0,4.00852833057,2018_Sep_13_1613,59.6176051442,lextale,001,808,
29,bewitch,y,0,31,31,31,n,0,1.00648880116,2018_Sep_13_1613,59.6176051442,lextale,001,808,
30,skave,n,0,32,32,32,y,0,1.50974485732,2018_Sep_13_1613,59.6176051442,lextale,001,808,
31,plaintively,y,0,33,33,33,y,1,5.88686814889,2018_Sep_13_1613,59.6176051442,lextale,001,808,
32,kilp,n,0,34,34,34,n,1,0.956284058007,2018_Sep_13_1613,59.6176051442,lextale,001,808,
33,interfate,n,0,35,35,35,y,0,1.20775384674,2018_Sep_13_1613,59.6176051442,lextale,001,808,
34,hasty,y,0,36,36,36,y,1,2.1301920682,2018_Sep_13_1613,59.6176051442,lextale,001,808,
35,lengthy,y,0,37,37,37,y,1,2.29790365456,2018_Sep_13_1613,59.6176051442,lextale,001,808,
36,fray,y,0,38,38,38,y,1,1.82854400832,2018_Sep_13_1613,59.6176051442,lextale,001,808,
37,crumper,n,0,39,39,39,y,0,1.47595828645,2018_Sep_13_1613,59.6176051442,lextale,001,808,
38,upkeep,y,0,40,40,40,n,0,1.19106147194,2018_Sep_13_1613,59.6176051442,lextale,001,808,
39,majestic,y,0,41,41,41,y,1,2.86807579369,2018_Sep_13_1613,59.6176051442,lextale,001,808,
40,magrity,n,0,42,42,42,n,1,1.07368501321,2018_Sep_13_1613,59.6176051442,lextale,001,808,
41,nourishment,y,0,43,43,43,y,1,1.34197044934,2018_Sep_13_1613,59.6176051442,lextale,001,808,
42,abergy,n,0,44,44,44,n,1,5.06511677708,2018_Sep_13_1613,59.6176051442,lextale,001,808,
43,proom,n,0,45,45,45,y,0,1.05685632736,2018_Sep_13_1613,59.6176051442,lextale,001,808,
