item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
44,turmoil,y,0,46,46,46,y,1,1.37553497149,2018_Sep_13_1613,59.6176051442,lextale,001,808,
45,carbohydrate,y,0,47,47,47,y,1,1.77805834587,2018_Sep_13_1613,59.6176051442,lextale,001,808,
46,scholar,y,0,48,48,48,y,1,0.956070701579,2018_Sep_13_1613,59.6176051442,lextale,001,808,
47,turtle,y,0,49,49,49,y,1,0.85555335175,2018_Sep_13_1613,59.6176051442,lextale,001,808,
48,fellick,n,0,50,50,50,n,1,8.13414429848,2018_Sep_13_1613,59.6176051442,lextale,001,808,
49,destription,n,0,51,51,51,y,0,0.788525059108,2018_Sep_13_1613,59.6176051442,lextale,001,808,
50,cylinder,y,0,52,52,52,y,1,0.889047545295,2018_Sep_13_1613,59.6176051442,lextale,001,808,
51,censorship,y,0,53,53,53,y,1,1.09056348223,2018_Sep_13_1613,59.6176051442,lextale,001,808,
52,celestial,y,0,54,54,54,n,0,2.96878200346,2018_Sep_13_1613,59.6176051442,lextale,001,808,
53,rascal,y,0,55,55,55,n,0,2.16367006246,2018_Sep_13_1613,59.6176051442,lextale,001,808,
54,purrage,n,0,56,56,56,y,0,0.771764726334,2018_Sep_13_1613,59.6176051442,lextale,001,808,
55,pulsh,n,0,57,57,57,y,0,0.788628576485,2018_Sep_13_1613,59.6176051442,lextale,001,808,
56,muddy,y,0,58,58,58,y,1,0.754996886577,2018_Sep_13_1613,59.6176051442,lextale,001,808,
57,quirty,n,0,59,59,59,y,0,1.19106739851,2018_Sep_13_1613,59.6176051442,lextale,001,808,
58,pudour,n,0,60,60,60,y,0,1.97929138799,2018_Sep_13_1613,59.6176051442,lextale,001,808,
59,listless,y,0,61,61,61,y,1,3.25383606956,2018_Sep_13_1613,59.6176051442,lextale,001,808,
60,wrought,y,0,62,62,62,y,1,1.47611869887,2018_Sep_13_1613,59.6176051442,lextale,001,808,
