item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
0,platery,n,0,0,0,0,n,1,12.7127186995,2018_Sep_11_1322,59.6265634458,lextale,001,804,
0,denial,y,0,1,1,1,y,1,0.888937136471,2018_Sep_11_1322,59.6265634458,lextale,001,804,
0,generic,y,0,2,2,2,y,1,0.922730683264,2018_Sep_11_1322,59.6265634458,lextale,001,804,
1,mensible,n,0,3,3,3,n,1,3.62288363118,2018_Sep_11_1322,59.6265634458,lextale,001,804,
2,scornful,y,0,4,4,4,n,0,3.57251117871,2018_Sep_11_1322,59.6265634458,lextale,001,804,
3,stoutly,y,0,5,5,5,n,0,3.67315809583,2018_Sep_11_1322,59.6265634458,lextale,001,804,
4,ablaze,y,0,6,6,6,n,0,4.88065756144,2018_Sep_11_1322,59.6265634458,lextale,001,804,
5,kermshaw,n,0,7,7,7,n,1,1.8786492064,2018_Sep_11_1322,59.6265634458,lextale,001,804,
6,moonlit,y,0,8,8,8,y,1,2.09664166529,2018_Sep_11_1322,59.6265634458,lextale,001,804,
7,lofty,y,0,9,9,9,y,1,3.89125012298,2018_Sep_11_1322,59.6265634458,lextale,001,804,
8,hurricane,y,0,10,10,10,y,1,0.972817074533,2018_Sep_11_1322,59.6265634458,lextale,001,804,
9,flaw,y,0,11,11,11,y,1,0.754990957859,2018_Sep_11_1322,59.6265634458,lextale,001,804,
10,alberation,n,0,12,12,12,n,1,6.00434386294,2018_Sep_11_1322,59.6265634458,lextale,001,804,
11,unkempt,y,0,13,13,13,n,0,3.43828328514,2018_Sep_11_1322,59.6265634458,lextale,001,804,
12,breeding,y,0,14,14,14,y,1,1.08935026573,2018_Sep_11_1322,59.6265634458,lextale,001,804,
13,festivity,y,0,15,15,15,y,1,1.15670661382,2018_Sep_11_1322,59.6265634458,lextale,001,804,
14,screech,y,0,16,16,16,n,0,4.54516270126,2018_Sep_11_1322,59.6265634458,lextale,001,804,
15,savoury,y,0,17,17,17,y,1,0.80535906409,2018_Sep_11_1322,59.6265634458,lextale,001,804,
16,plaudate,n,0,18,18,18,n,1,2.86814673043,2018_Sep_11_1322,59.6265634458,lextale,001,804,
17,shin,y,0,19,19,19,y,1,2.21412747187,2018_Sep_11_1322,59.6265634458,lextale,001,804,
18,fluid,y,0,20,20,20,y,1,0.805341679155,2018_Sep_11_1322,59.6265634458,lextale,001,804,
19,spaunch,n,0,21,21,21,n,1,2.88484495997,2018_Sep_11_1322,59.6265634458,lextale,001,804,
20,allied,y,0,22,22,22,y,1,1.42598225867,2018_Sep_11_1322,59.6265634458,lextale,001,804,
21,slain,y,0,23,23,23,y,1,5.56869834649,2018_Sep_11_1322,59.6265634458,lextale,001,804,
22,recipient,y,0,24,24,24,y,1,1.34202922486,2018_Sep_11_1322,59.6265634458,lextale,001,804,
23,exprate,n,0,25,25,25,n,1,5.51802521369,2018_Sep_11_1322,59.6265634458,lextale,001,804,
24,eloquence,y,0,26,26,26,y,1,6.44042597831,2018_Sep_11_1322,59.6265634458,lextale,001,804,
25,cleanliness,y,0,27,27,27,y,1,0.78857114409,2018_Sep_11_1322,59.6265634458,lextale,001,804,
26,dispatch,y,0,28,28,28,y,1,1.00659837285,2018_Sep_11_1322,59.6265634458,lextale,001,804,
27,rebondicate,n,0,29,29,29,n,1,4.9477819787,2018_Sep_11_1322,59.6265634458,lextale,001,804,
28,ingenious,y,0,30,30,30,n,0,7.79891004363,2018_Sep_11_1322,59.6265634458,lextale,001,804,
29,bewitch,y,0,31,31,31,y,1,1.12395181686,2018_Sep_11_1322,59.6265634458,lextale,001,804,
30,skave,n,0,32,32,32,n,1,3.0023453857,2018_Sep_11_1322,59.6265634458,lextale,001,804,
31,plaintively,y,0,33,33,33,y,1,1.91226732339,2018_Sep_11_1322,59.6265634458,lextale,001,804,
32,kilp,n,0,34,34,34,n,1,2.19728581662,2018_Sep_11_1322,59.6265634458,lextale,001,804,
33,interfate,n,0,35,35,35,y,0,3.1868078376,2018_Sep_11_1322,59.6265634458,lextale,001,804,
34,hasty,y,0,36,36,36,y,1,0.889159189499,2018_Sep_11_1322,59.6265634458,lextale,001,804,
35,lengthy,y,0,37,37,37,y,1,0.755007552569,2018_Sep_11_1322,59.6265634458,lextale,001,804,
36,fray,y,0,38,38,38,y,1,5.88691060627,2018_Sep_11_1322,59.6265634458,lextale,001,804,
37,crumper,n,0,39,39,39,n,1,3.50548553949,2018_Sep_11_1322,59.6265634458,lextale,001,804,
38,upkeep,y,0,40,40,40,y,1,6.74230193127,2018_Sep_11_1322,59.6265634458,lextale,001,804,
39,majestic,y,0,41,41,41,y,1,0.63756876433,2018_Sep_11_1322,59.6265634458,lextale,001,804,
40,magrity,n,0,42,42,42,n,1,2.59972255225,2018_Sep_11_1322,59.6265634458,lextale,001,804,
41,nourishment,y,0,43,43,43,y,1,4.42877846734,2018_Sep_11_1322,59.6265634458,lextale,001,804,
42,abergy,n,0,44,44,44,n,1,1.64386803728,2018_Sep_11_1322,59.6265634458,lextale,001,804,
43,proom,n,0,45,45,45,y,0,0.771666270897,2018_Sep_11_1322,59.6265634458,lextale,001,804,
44,turmoil,y,0,46,46,46,n,0,2.24884400064,2018_Sep_11_1322,59.6265634458,lextale,001,804,
45,carbohydrate,y,0,47,47,47,y,1,2.16385340233,2018_Sep_11_1322,59.6265634458,lextale,001,804,
46,scholar,y,0,48,48,48,y,1,1.00660350931,2018_Sep_11_1322,59.6265634458,lextale,001,804,
47,turtle,y,0,49,49,49,y,1,0.822109053322,2018_Sep_11_1322,59.6265634458,lextale,001,804,
48,fellick,n,0,50,50,50,n,1,2.36506939947,2018_Sep_11_1322,59.6265634458,lextale,001,804,
49,destription,n,0,51,51,51,y,0,1.12399962543,2018_Sep_11_1322,59.6265634458,lextale,001,804,
50,cylinder,y,0,52,52,52,y,1,0.939405601188,2018_Sep_11_1322,59.6265634458,lextale,001,804,
51,censorship,y,0,53,53,53,y,1,0.771802584586,2018_Sep_11_1322,59.6265634458,lextale,001,804,
52,celestial,y,0,54,54,54,n,0,4.22660550857,2018_Sep_11_1322,59.6265634458,lextale,001,804,
53,rascal,y,0,55,55,55,y,1,1.4426148996,2018_Sep_11_1322,59.6265634458,lextale,001,804,
54,purrage,n,0,56,56,56,n,1,4.76332387303,2018_Sep_11_1322,59.6265634458,lextale,001,804,
55,pulsh,n,0,57,57,57,n,1,2.24755909593,2018_Sep_11_1322,59.6265634458,lextale,001,804,
56,muddy,y,0,58,58,58,y,1,0.704616924944,2018_Sep_11_1322,59.6265634458,lextale,001,804,
57,quirty,n,0,59,59,59,n,1,3.75707240865,2018_Sep_11_1322,59.6265634458,lextale,001,804,
58,pudour,n,0,60,60,60,n,1,1.77805720987,2018_Sep_11_1322,59.6265634458,lextale,001,804,
59,listless,y,0,61,61,61,n,0,2.02967529289,2018_Sep_11_1322,59.6265634458,lextale,001,804,
60,wrought,y,0,62,62,62,y,1,5.28325076148,2018_Sep_11_1322,59.6265634458,lextale,001,804,
