item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
0,platery,n,0,0,0,0,n,1,8.80496547353,2018_Sep_18_1406,59.6387915571,lextale,001,811,
0,denial,y,0,1,1,1,y,1,2.54924797221,2018_Sep_18_1406,59.6387915571,lextale,001,811,
0,generic,y,0,2,2,2,y,1,1.91214706532,2018_Sep_18_1406,59.6387915571,lextale,001,811,
1,mensible,n,0,3,3,3,n,1,11.8238302745,2018_Sep_18_1406,59.6387915571,lextale,001,811,
2,scornful,y,0,4,4,4,n,0,3.87437202608,2018_Sep_18_1406,59.6387915571,lextale,001,811,
3,stoutly,y,0,5,5,5,n,0,2.36501331315,2018_Sep_18_1406,59.6387915571,lextale,001,811,
4,ablaze,y,0,6,6,6,n,0,3.42153225045,2018_Sep_18_1406,59.6387915571,lextale,001,811,
5,kermshaw,n,0,7,7,7,n,1,7.31251854536,2018_Sep_18_1406,59.6387915571,lextale,001,811,
6,moonlit,y,0,8,8,8,y,1,3.47189225262,2018_Sep_18_1406,59.6387915571,lextale,001,811,
7,lofty,y,0,9,9,9,y,1,2.13022386394,2018_Sep_18_1406,59.6387915571,lextale,001,811,
8,hurricane,y,0,10,10,10,y,1,2.01283941213,2018_Sep_18_1406,59.6387915571,lextale,001,811,
9,flaw,y,0,11,11,11,y,1,1.89537554372,2018_Sep_18_1406,59.6387915571,lextale,001,811,
10,alberation,n,0,12,12,12,n,1,2.34824850837,2018_Sep_18_1406,59.6387915571,lextale,001,811,
11,unkempt,y,0,13,13,13,n,0,2.28116676814,2018_Sep_18_1406,59.6387915571,lextale,001,811,
12,breeding,y,0,14,14,14,y,1,1.89541821532,2018_Sep_18_1406,59.6387915571,lextale,001,811,
13,festivity,y,0,15,15,15,y,1,3.0185870404,2018_Sep_18_1406,59.6387915571,lextale,001,811,
14,screech,y,0,16,16,16,y,1,2.31471494775,2018_Sep_18_1406,59.6387915571,lextale,001,811,
15,savoury,y,0,17,17,17,n,0,2.43207806375,2018_Sep_18_1406,59.6387915571,lextale,001,811,
16,plaudate,n,0,18,18,18,n,1,2.14700565833,2018_Sep_18_1406,59.6387915571,lextale,001,811,
17,shin,y,0,19,19,19,y,1,3.33771928958,2018_Sep_18_1406,59.6387915571,lextale,001,811,
18,fluid,y,0,20,20,20,y,1,1.576818571,2018_Sep_18_1406,59.6387915571,lextale,001,811,
19,spaunch,n,0,21,21,21,y,0,2.01274379612,2018_Sep_18_1406,59.6387915571,lextale,001,811,
20,allied,y,0,22,22,22,y,1,1.67742913056,2018_Sep_18_1406,59.6387915571,lextale,001,811,
21,slain,y,0,23,23,23,y,1,1.66064219977,2018_Sep_18_1406,59.6387915571,lextale,001,811,
22,recipient,y,0,24,24,24,y,1,1.84526959565,2018_Sep_18_1406,59.6387915571,lextale,001,811,
23,exprate,n,0,25,25,25,n,1,1.87861745577,2018_Sep_18_1406,59.6387915571,lextale,001,811,
24,eloquence,y,0,26,26,26,y,1,6.00538136365,2018_Sep_18_1406,59.6387915571,lextale,001,811,
25,cleanliness,y,0,27,27,27,n,0,2.83468269117,2018_Sep_18_1406,59.6387915571,lextale,001,811,
26,dispatch,y,0,28,28,28,y,1,1.54323799258,2018_Sep_18_1406,59.6387915571,lextale,001,811,
