item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
29,bewitch,y,0,31,31,31,y,1,0.973275203998,2018_Sep_10_1331,59.6119312987,lextale,001,802,
30,skave,n,0,32,32,32,n,1,1.54320662782,2018_Sep_10_1331,59.6119312987,lextale,001,802,
31,plaintively,y,0,33,33,33,n,0,4.32730545717,2018_Sep_10_1331,59.6119312987,lextale,001,802,
32,kilp,n,0,34,34,34,n,1,2.19733510661,2018_Sep_10_1331,59.6119312987,lextale,001,802,
33,interfate,n,0,35,35,35,n,1,1.87856927237,2018_Sep_10_1331,59.6119312987,lextale,001,802,
34,hasty,y,0,36,36,36,y,1,0.754974499272,2018_Sep_10_1331,59.6119312987,lextale,001,802,
35,lengthy,y,0,37,37,37,y,1,0.721467552357,2018_Sep_10_1331,59.6119312987,lextale,001,802,
36,fray,y,0,38,38,38,y,1,0.721507458984,2018_Sep_10_1331,59.6119312987,lextale,001,802,
37,crumper,n,0,39,39,39,n,1,1.49297801421,2018_Sep_10_1331,59.6119312987,lextale,001,802,
38,upkeep,y,0,40,40,40,y,1,1.04026025442,2018_Sep_10_1331,59.6119312987,lextale,001,802,
39,majestic,y,0,41,41,41,y,1,0.622403105921,2018_Sep_10_1331,59.6119312987,lextale,001,802,
40,magrity,n,0,42,42,42,n,1,1.22459883962,2018_Sep_10_1331,59.6119312987,lextale,001,802,
41,nourishment,y,0,43,43,43,y,1,0.939484169317,2018_Sep_10_1331,59.6119312987,lextale,001,802,
42,abergy,n,0,44,44,44,n,1,2.78434261538,2018_Sep_10_1331,59.6119312987,lextale,001,802,
43,proom,n,0,45,45,45,y,0,0.755013615668,2018_Sep_10_1331,59.6119312987,lextale,001,802,
44,turmoil,y,0,46,46,46,y,1,0.973074880636,2018_Sep_10_1331,59.6119312987,lextale,001,802,
45,carbohydrate,y,0,47,47,47,y,1,0.989850678096,2018_Sep_10_1331,59.6119312987,lextale,001,802,
46,scholar,y,0,48,48,48,y,1,0.939443077346,2018_Sep_10_1331,59.6119312987,lextale,001,802,
47,turtle,y,0,49,49,49,y,1,0.620774836541,2018_Sep_10_1331,59.6119312987,lextale,001,802,
48,fellick,n,0,50,50,50,n,1,0.905906496799,2018_Sep_10_1331,59.6119312987,lextale,001,802,
49,destription,n,0,51,51,51,n,1,2.78434143003,2018_Sep_10_1331,59.6119312987,lextale,001,802,
50,cylinder,y,0,52,52,52,y,1,0.754991489221,2018_Sep_10_1331,59.6119312987,lextale,001,802,
51,censorship,y,0,53,53,53,y,1,0.939481008398,2018_Sep_10_1331,59.6119312987,lextale,001,802,
52,celestial,y,0,54,54,54,y,1,0.855669190663,2018_Sep_10_1331,59.6119312987,lextale,001,802,
53,rascal,y,0,55,55,55,y,1,0.87240547661,2018_Sep_10_1331,59.6119312987,lextale,001,802,
54,purrage,n,0,56,56,56,n,1,1.89542804401,2018_Sep_10_1331,59.6119312987,lextale,001,802,
55,pulsh,n,0,57,57,57,n,1,1.20789574335,2018_Sep_10_1331,59.6119312987,lextale,001,802,
56,muddy,y,0,58,58,58,y,1,0.822044894561,2018_Sep_10_1331,59.6119312987,lextale,001,802,
57,quirty,n,0,59,59,59,y,0,2.18053046575,2018_Sep_10_1331,59.6119312987,lextale,001,802,
58,pudour,n,0,60,60,60,n,1,1.02326121692,2018_Sep_10_1331,59.6119312987,lextale,001,802,
59,listless,y,0,61,61,61,n,0,9.09031541249,2018_Sep_10_1331,59.6119312987,lextale,001,802,
60,wrought,y,0,62,62,62,y,1,1.02336947846,2018_Sep_10_1331,59.6119312987,lextale,001,802,
