item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
0,platery,n,0,0,0,0,n,1,4.89750042277,2018_Sep_10_1331,59.6119312987,lextale,001,802,
0,denial,y,0,1,1,1,y,1,1.77797375487,2018_Sep_10_1331,59.6119312987,lextale,001,802,
0,generic,y,0,2,2,2,y,1,1.42581358153,2018_Sep_10_1331,59.6119312987,lextale,001,802,
1,mensible,n,0,3,3,3,n,1,2.70042372145,2018_Sep_10_1331,59.6119312987,lextale,001,802,
2,scornful,y,0,4,4,4,y,1,1.358697748,2018_Sep_10_1331,59.6119312987,lextale,001,802,
3,stoutly,y,0,5,5,5,y,1,1.84517967465,2018_Sep_10_1331,59.6119312987,lextale,001,802,
4,ablaze,y,0,6,6,6,y,1,1.49275358883,2018_Sep_10_1331,59.6119312987,lextale,001,802,
5,kermshaw,n,0,7,7,7,n,1,2.59950420956,2018_Sep_10_1331,59.6119312987,lextale,001,802,
6,moonlit,y,0,8,8,8,y,1,1.9960757167,2018_Sep_10_1331,59.6119312987,lextale,001,802,
7,lofty,y,0,9,9,9,y,1,1.45936083018,2018_Sep_10_1331,59.6119312987,lextale,001,802,
8,hurricane,y,0,10,10,10,y,1,1.44263205142,2018_Sep_10_1331,59.6119312987,lextale,001,802,
9,flaw,y,0,11,11,11,y,1,0.805153723486,2018_Sep_10_1331,59.6119312987,lextale,001,802,
10,alberation,n,0,12,12,12,n,1,3.35600661897,2018_Sep_10_1331,59.6119312987,lextale,001,802,
11,unkempt,y,0,13,13,13,y,1,2.09673840377,2018_Sep_10_1331,59.6119312987,lextale,001,802,
12,breeding,y,0,14,14,14,y,1,0.821972983609,2018_Sep_10_1331,59.6119312987,lextale,001,802,
13,festivity,y,0,15,15,15,y,1,0.838311783755,2018_Sep_10_1331,59.6119312987,lextale,001,802,
14,screech,y,0,16,16,16,y,1,0.956292761331,2018_Sep_10_1331,59.6119312987,lextale,001,802,
15,savoury,y,0,17,17,17,y,1,0.989745577475,2018_Sep_10_1331,59.6119312987,lextale,001,802,
16,plaudate,n,0,18,18,18,n,1,1.76122719593,2018_Sep_10_1331,59.6119312987,lextale,001,802,
17,shin,y,0,19,19,19,y,1,1.6271895304,2018_Sep_10_1331,59.6119312987,lextale,001,802,
18,fluid,y,0,20,20,20,y,1,1.67743276326,2018_Sep_10_1331,59.6119312987,lextale,001,802,
19,spaunch,n,0,21,21,21,n,1,1.07366921279,2018_Sep_10_1331,59.6119312987,lextale,001,802,
20,allied,y,0,22,22,22,y,1,1.00659407612,2018_Sep_10_1331,59.6119312987,lextale,001,802,
21,slain,y,0,23,23,23,y,1,0.973036554471,2018_Sep_10_1331,59.6119312987,lextale,001,802,
22,recipient,y,0,24,24,24,y,1,1.25817256099,2018_Sep_10_1331,59.6119312987,lextale,001,802,
23,exprate,n,0,25,25,25,n,1,1.34199228103,2018_Sep_10_1331,59.6119312987,lextale,001,802,
24,eloquence,y,0,26,26,26,y,1,1.35866337299,2018_Sep_10_1331,59.6119312987,lextale,001,802,
25,cleanliness,y,0,27,27,27,y,1,1.25818164864,2018_Sep_10_1331,59.6119312987,lextale,001,802,
26,dispatch,y,0,28,28,28,y,1,1.9290495743,2018_Sep_10_1331,59.6119312987,lextale,001,802,
27,rebondicate,n,0,29,29,29,n,1,3.33779615853,2018_Sep_10_1331,59.6119312987,lextale,001,802,
28,ingenious,y,0,30,30,30,y,1,1.66057636232,2018_Sep_10_1331,59.6119312987,lextale,001,802,
