word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
STOMP,Leg,leg,0,0,0,104,0,0,0,0,7,10.223,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
STOMP,Arm,arm,0,0,0,104,0,1,1,1,1,8.85,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
STOMP,,,0,0,0,104,,,,,,,return,10.5490008597,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
HOP,Leg,leg,0,1,1,71,0,0,0,0,7,10.911,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
HOP,Arm,arm,0,1,1,71,0,1,1,1,1,4.508,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
HOP,,,0,1,1,71,,,,,,,return,2.74959817873,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
CARVE,Leg,leg,0,2,2,4,0,0,0,0,1,12.871,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
CARVE,Arm,arm,0,2,2,4,0,1,1,1,6,4.205,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
CARVE,,,0,2,2,4,,,,,,,return,2.75087041521,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
PRANCE,Leg,leg,0,3,3,85,0,0,0,0,6,58.253,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
PRANCE,Arm,arm,0,3,3,85,0,1,1,1,2,1.236,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
PRANCE,,,0,3,3,85,,,,,,,return,3.92476499185,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
HUG,Leg,leg,0,4,4,23,0,0,0,0,2,4.939,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
HUG,Arm,arm,0,4,4,23,0,1,1,1,7,2.277,,,2018_Sep_12_1446,59.7045176296,verb_norming_L2-eng_oral_translation,001,805,
