word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
KNIPA,Ben/fötter,ben/fötter,0,0,0,37,0,0,0,0,6,14.911,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
KNIPA,Armar/händer,armar/händer,0,0,0,37,0,1,1,1,4,5.939,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
KNIPA,,,0,0,0,37,,,,,,,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
NAPPA,Ben/fötter,ben/fötter,0,1,1,45,0,0,0,0,1,12.043,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
NAPPA,Armar/händer,armar/händer,0,1,1,45,0,1,1,1,2,5.537,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
NAPPA,,,0,1,1,45,,,,,,,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
RÖRA,Ben/fötter,ben/fötter,0,2,2,65,0,0,0,0,5,4.244,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
RÖRA,Armar/händer,armar/händer,0,2,2,65,0,1,1,1,7,2.098,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
RÖRA,,,0,2,2,65,,,,,,,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
PRESSA,Ben/fötter,ben/fötter,0,3,3,55,0,0,0,0,6,5.852,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
PRESSA,Armar/händer,armar/händer,0,3,3,55,0,1,1,1,6,0.941,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
PRESSA,,,0,3,3,55,,,,,,,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
KARVA,Ben/fötter,ben/fötter,0,4,4,26,0,0,0,0,1,4.345,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
KARVA,Armar/händer,armar/händer,0,4,4,26,0,1,1,1,7,1.411,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
KARVA,,,0,4,4,26,,,,,,,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
NORPA,Ben/fötter,ben/fötter,0,5,5,46,0,0,0,0,1,2.769,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
NORPA,Armar/händer,armar/händer,0,5,5,46,0,1,1,1,5,2.266,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
NORPA,,,0,5,5,46,,,,,,,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
VADA,Ben/fötter,ben/fötter,0,6,6,165,0,0,0,0,6,2.786,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
VADA,Armar/händer,armar/händer,0,6,6,165,0,1,1,1,1,1.26,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
VADA,,,0,6,6,165,,,,,,,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
VANKA,Ben/fötter,ben/fötter,0,7,7,167,0,0,0,0,7,2.232,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
VANKA,Armar/händer,armar/händer,0,7,7,167,0,1,1,1,1,1.478,,,2018_Sep_12_1529,59.6289821748,verb_norming_L1-swe_no_translation,001,805,
