word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
STEP,Leg,leg,0,0,0,103,0,0,0,0,7,23.772,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
STEP,Arm,arm,0,0,0,103,0,1,1,1,1,6.855,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
STEP,,,0,0,0,103,,,,,,,return,13.2667196911,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
PAT,Leg,leg,0,1,1,27,0,0,0,0,1,7.036,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
PAT,Arm,arm,0,1,1,27,0,1,1,1,5,57.773,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
PAT,,,0,1,1,27,,,,,,,return,11.9748461817,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
WHIP,Leg,leg,0,2,2,57,0,0,0,0,1,11.884,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
WHIP,Arm,arm,0,2,2,57,0,1,1,1,3,8.65,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
WHIP,,,0,2,2,57,,,,,,,return,9.66053527035,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
CLICK,Leg,leg,0,3,3,10,0,0,0,0,1,6.181,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
CLICK,Arm,arm,0,3,3,10,0,1,1,1,3,6.821,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
CLICK,,,0,3,3,10,,,,,,,return,5.92067313391,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
RUN,Leg,leg,0,4,4,88,0,0,0,0,7,7.171,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
RUN,Arm,arm,0,4,4,88,0,1,1,1,3,12.038,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
RUN,,,0,4,4,88,,,,,,,return,4.98140390721,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
TOTTER,Leg,leg,0,5,5,114,0,0,0,0,3,14.046,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
TOTTER,Arm,arm,0,5,5,114,0,1,1,1,3,30.418,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
TOTTER,,,0,5,5,114,,,,,,,return,5.60219770928,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
DANCE,Leg,leg,0,6,6,64,0,0,0,0,7,7.588,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
DANCE,Arm,arm,0,6,6,64,0,1,1,1,6,7.625,,,2018_Sep_10_1112,59.2348110198,verb_norming_L2-eng_oral_translation,001,801,
