"expName","date","participant","trial","resp_time","our_transl","verb","ppt_translation","score"
"verb_norming_oral_input","2018_Jun_18_0953",907,0,70.0361410176,"hoppa","SKIP","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,1,2.46580627726,"fånga","CATCH","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,2,4.37758514896,"klappa","PAT","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,3,2.44900742686,"tälja","CARVE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,4,2.23066425334,"klämma","SQUEEZE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,5,2.43214338348,"nypa","PINCH","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,6,2.59991102145,"vada","WADE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,7,3.38807173758,"gripa tag i","GRAB","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,8,2.39868634152,"fly","FLEE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,9,1.89556754843,"knacka","KNOCK","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,10,2.83472589509,"skära","CUT","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,11,1.61043712097,"slänga","TOSS","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,12,2.06306532693,"rusa","FLIT","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,13,1.67745630391,"stampa","STOMP","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,14,2.65023803343,"klösa","CLAW","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,15,1.44263234276,"skala","PEEL","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,16,1.86202713846,"röra sig långsamt framåt","INCH","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,17,1.99608763044,"polera","POLISH","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,18,3.08628469897,"åka skridskor","SKATE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,19,2.3987294084,"vika ihop","FOLD","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,20,2.33142337631,"rengöra","CLEAN","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,21,3.01931608999,"gripa tag i","CLUTCH","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,22,2.83471799291,"lunka","PLOD","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,23,7.93299899208,"torka","WIPE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,24,3.37140564382,"skumma","SKIM","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,25,1.82844998335,"stampa","STAMP","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,26,1.47634778603,"klappa","CLAP","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,27,2.26448479561,"rycka","TUG","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,28,7.8157468331,"kravla","CRAWL","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,29,2.28125677859,"klicka","CLICK","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,30,2.4825723336,"spurta","SPRINT","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,31,2.18066913294,"röra","STIR","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,32,5.23298433353,"vandra","WANDER","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,33,1.24145547102,"repa","SCRATCH","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,34,3.63950252613,"hacka","HACK","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,35,2.48257984067,"fila","FILE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,36,2.5830047014,"gripa om","GRIP","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,37,43.3870373421,"fånga","SEIZE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,38,2.4320260361,"släpa sig fram","TRUDGE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,39,2.49928505022,"gå på tå","TIPTOE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,40,3.89131973131,"strosa","STROLL","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,41,2.93527640049,"gå uppför","MOUNT","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,42,45.6846089626,"tvinna","TWINE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,43,1.54337803202,"springa","RUN","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,44,2.41543264241,"glida","GLIDE","",""
"verb_norming_oral_input","2018_Jun_18_0953",907,45,3.08621753043,"krypa","CREEP","",""
