"expName","date","participant","trial","resp_time","our_transl","verb","ppt_translation","score","comment"
"verb_norming_oral_input","2018_Jun_18_1302",908,0,25.9450411249,"ströva","RAMBLE","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,1,6.7255861146,"vingla","ROLL","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,2,2.85148760523,"fly","FLEE","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,3,38.5737769301,"hoppa","LEAP","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,4,14.9601706397,"sticka","STAB","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,5,8.16789841905,"gå","WALK","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,6,162.712581496,"borsta","BRUSH","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,7,61.6168841149,"svassa","STRUT","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,8,7.71502089929,"gnugga","RUB","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,9,3.60619483537,"hoppa","SKIP","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,10,25.9618293074,"gå fram och tillbaka","PACE","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,11,1.45951969757,"knuffa","PUSH","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,12,14.1886104292,"röra sig långsamt framåt","INCH","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,13,2.61670513053,"binda","BIND","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,14,3.55596383488,"rycka","TUG","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,15,18.3981778362,"strosa","STROLL","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,16,6.05478226134,"plocka","PLUCK","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,17,4.17644344192,"gräva","DIG","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,18,1.12406304834,"lyfta","LIFT","","",""
"verb_norming_oral_input","2018_Jun_18_1302",908,19,1.50983683183,"glida","SLIDE","","",""
