"expName","date","participant","trial","verb","target","distrOne","distrTwo","w1","w2","w3","corr_answer","answer","correct"
"verb_norming","2018_Jun_19_1257",911,0,"NIP","nypa","peta","nudda","nudda","nypa","peta",2,2,1
"verb_norming","2018_Jun_19_1257",911,1,"STRIDE","kliva","tassa","lunka","kliva","tassa","lunka",1,1,1
"verb_norming","2018_Jun_19_1257",911,2,"KICK","sparka","knäa","tåa","knäa","sparka","tåa",2,2,1
"verb_norming","2018_Jun_19_1257",911,3,"PLOD","lunka","pulsa","vingla","lunka","pulsa","vingla",1,1,1
"verb_norming","2018_Jun_19_1257",911,4,"MOUNT","gå uppför","ströva runt","kliva över","ströva runt","kliva över","gå uppför",3,3,1
"verb_norming","2018_Jun_19_1257",911,5,"FLEE","fly","lyfta","flyga","fly","lyfta","flyga",1,1,1
"verb_norming","2018_Jun_19_1257",911,6,"GRIP","gripa om","hålla om","kasta om","hålla om","kasta om","gripa om",3,3,1
"verb_norming","2018_Jun_19_1257",911,7,"STIR","röra","sleva","vispa","sleva","vispa","röra",3,3,1
"verb_norming","2018_Jun_19_1257",911,8,"SEIZE","fånga","klämma","fästa","fästa","klämma","fånga",3,3,1
"verb_norming","2018_Jun_19_1257",911,9,"CATCH","fånga","krama","omfamna","omfamna","fånga","krama",2,2,1
"verb_norming","2018_Jun_19_1257",911,10,"RAMBLE","ströva","strutta","spurta","strutta","spurta","ströva",3,3,1
"verb_norming","2018_Jun_19_1257",911,11,"WANDER","vandra","marschera","spatsera","vandra","spatsera","marschera",1,2,0
"verb_norming","2018_Jun_19_1257",911,12,"BOUNCE","studsa","dunka","kasta","dunka","studsa","kasta",2,2,1
"verb_norming","2018_Jun_19_1257",911,13,"TIPTOE","gå på tå","snava","sparka","sparka","gå på tå","snava",2,2,1
"verb_norming","2018_Jun_19_1257",911,14,"HIKE","vandra","flanera","lunka","lunka","vandra","flanera",2,2,1
"verb_norming","2018_Jun_19_1257",911,15,"GRAB","gripa tag i","fästa ihop","smälla till","smälla till","gripa tag i","fästa ihop",2,2,1
"verb_norming","2018_Jun_19_1257",911,16,"PINCH","nypa","plocka","pensla","pensla","nypa","plocka",2,2,1
"verb_norming","2018_Jun_19_1257",911,17,"DELVE","gräva","plöja","rensa","plöja","rensa","gräva",3,2,0
"verb_norming","2018_Jun_19_1257",911,18,"DUNK","dunka","dumpa","dunsa","dunsa","dumpa","dunka",3,3,1
"verb_norming","2018_Jun_19_1257",911,19,"SHAKE","skaka","röra","vispa","skaka","röra","vispa",1,1,1
"verb_norming","2018_Jun_19_1257",911,20,"LEAP","hoppa","stega","kliva","stega","hoppa","kliva",2,2,1
"verb_norming","2018_Jun_19_1257",911,21,"FOLD","vika ihop","knyta ihop","bunta ihop","bunta ihop","knyta ihop","vika ihop",3,3,1
"verb_norming","2018_Jun_19_1257",911,22,"TRUDGE","släpa sig fram","kasta sig fram","ta sig fram","ta sig fram","kasta sig fram","släpa sig fram",3,1,0
"verb_norming","2018_Jun_19_1257",911,23,"TROT","trava","promenera","flanera","promenera","trava","flanera",2,1,0
"verb_norming","2018_Jun_19_1257",911,24,"PRANCE","kråma sig","promenera","traska","kråma sig","traska","promenera",1,2,0
"verb_norming","2018_Jun_19_1257",911,25,"SPRINT","spurta","springa","löpa","löpa","spurta","springa",2,2,1
"verb_norming","2018_Jun_19_1257",911,26,"FILE","fila","putsa","riva","riva","fila","putsa",2,2,1
"verb_norming","2018_Jun_19_1257",911,27,"WRAP","slå in","slå ihop","slå till","slå ihop","slå in","slå till",2,2,1
"verb_norming","2018_Jun_19_1257",911,28,"POKE","peta","trycka","knuffa","trycka","peta","knuffa",2,2,1
"verb_norming","2018_Jun_19_1257",911,29,"RUN","springa","rusa","jogga","rusa","springa","jogga",2,2,1
"verb_norming","2018_Jun_19_1257",911,30,"CARVE","tälja","hacka","riva","riva","hacka","tälja",3,3,1
"verb_norming","2018_Jun_19_1257",911,31,"JOG","jogga","spurta","rusa","jogga","rusa","spurta",1,1,1
"verb_norming","2018_Jun_19_1257",911,32,"TRIP","snubbla","stampa","stappla","snubbla","stappla","stampa",1,1,1
"verb_norming","2018_Jun_19_1257",911,33,"CLICK","klicka","klappa","klämma","klicka","klappa","klämma",1,1,1
"verb_norming","2018_Jun_19_1257",911,34,"SLIDE","glida","ramla","hasa","hasa","glida","ramla",2,2,1
"verb_norming","2018_Jun_19_1257",911,35,"SKATE","åka skridskor","åka skidor","åka kälke","åka skridskor","åka kälke","åka skidor",1,1,1
"verb_norming","2018_Jun_19_1257",911,36,"STROLL","strosa","trava","marschera","trava","marschera","strosa",3,3,1
"verb_norming","2018_Jun_19_1257",911,37,"WOBBLE","vingla","ramla","glida","ramla","vingla","glida",2,2,1
"verb_norming","2018_Jun_19_1257",911,38,"CLEAN","rengöra","rensa","plocka","rengöra","rensa","plocka",1,1,1
"verb_norming","2018_Jun_19_1257",911,39,"PLUCK","plocka","rensa","picka","plocka","rensa","picka",1,3,0
"verb_norming","2018_Jun_19_1257",911,40,"ROAM","ströva omkring","ta sig fram","luffa runt","ta sig fram","ströva omkring","luffa runt",2,1,0
"verb_norming","2018_Jun_19_1257",911,41,"STRAY","ströva","vandra","promenera","vandra","promenera","ströva",3,3,1
"verb_norming","2018_Jun_19_1257",911,42,"TOSS","slänga","fånga","gripa","slänga","gripa","fånga",1,1,1
"verb_norming","2018_Jun_19_1257",911,43,"CLUTCH","gripa tag i","sätta ihop","dra ut","sätta ihop","dra ut","gripa tag i",3,3,1
"verb_norming","2018_Jun_19_1257",911,44,"PUNCH","slå","knuffa","kasta","knuffa","slå","kasta",2,2,1
"verb_norming","2018_Jun_19_1257",911,45,"CLAW","klösa","nypa","rispa","nypa","rispa","klösa",3,3,1
"verb_norming","2018_Jun_19_1257",911,46,"THROW","kasta","greppa","träffa","kasta","träffa","greppa",1,1,1
"verb_norming","2018_Jun_19_1257",911,47,"HACK","hacka","skära","kåpa","kåpa","hacka","skära",2,2,1
"verb_norming","2018_Jun_19_1257",911,48,"DANCE","dansa","snurra","svänga","dansa","snurra","svänga",1,1,1
"verb_norming","2018_Jun_19_1257",911,49,"STAB","sticka","hacka","skära","skära","hacka","sticka",3,3,1
"verb_norming","2018_Jun_19_1257",911,50,"DIG","gräva","dränera","dika","gräva","dika","dränera",1,1,1
