"expName","date","participant","trial","verb","target","distrOne","distrTwo","w1","w2","w3","corr_answer","answer","correct"
"verb_norming","2018_Jun_12_1416",904,0,"PACE","gå fram och tillbaka","luffa runt","rusa fram","rusa fram","luffa runt","gå fram och tillbaka",3,3,1
"verb_norming","2018_Jun_12_1416",904,1,"SNEAK","smyga","hasa","glida","smyga","glida","hasa",1,1,1
"verb_norming","2018_Jun_12_1416",904,2,"SKATE","åka skridskor","åka skidor","åka kälke","åka kälke","åka skidor","åka skridskor",3,3,1
"verb_norming","2018_Jun_12_1416",904,3,"KNEEL","knäböja","krypa","kräla","kräla","knäböja","krypa",2,2,1
"verb_norming","2018_Jun_12_1416",904,4,"DELVE","gräva","plöja","rensa","rensa","plöja","gräva",3,2,0
"verb_norming","2018_Jun_12_1416",904,5,"BRUSH","borsta","skrubba","putsa","skrubba","putsa","borsta",3,3,1
"verb_norming","2018_Jun_12_1416",904,6,"CARVE","tälja","hacka","riva","hacka","riva","tälja",3,3,1
"verb_norming","2018_Jun_12_1416",904,7,"STAGGER","ragla","lunka","halka","lunka","ragla","halka",2,2,1
"verb_norming","2018_Jun_12_1416",904,8,"PINCH","nypa","plocka","pensla","nypa","pensla","plocka",1,1,1
"verb_norming","2018_Jun_12_1416",904,9,"WOBBLE","vingla","ramla","glida","glida","ramla","vingla",3,2,0
"verb_norming","2018_Jun_12_1416",904,10,"STAMP","stampa","kliva","skutta","kliva","skutta","stampa",3,3,1
"verb_norming","2018_Jun_12_1416",904,11,"HIKE","vandra","flanera","lunka","flanera","lunka","vandra",3,3,1
"verb_norming","2018_Jun_12_1416",904,12,"KNOCK","knacka","krocka","klicka","krocka","klicka","knacka",3,3,1
"verb_norming","2018_Jun_12_1416",904,13,"FLIT","rusa","hasa","svassa","rusa","svassa","hasa",1,3,0
"verb_norming","2018_Jun_12_1416",904,14,"STEP","gå","klampa","traska","traska","gå","klampa",2,2,1
"verb_norming","2018_Jun_12_1416",904,15,"JOG","jogga","spurta","rusa","spurta","jogga","rusa",2,2,1
"verb_norming","2018_Jun_12_1416",904,16,"KICK","sparka","knäa","tåa","tåa","knäa","sparka",3,3,1
"verb_norming","2018_Jun_12_1416",904,17,"WANDER","vandra","marschera","spatsera","marschera","vandra","spatsera",2,2,1
"verb_norming","2018_Jun_12_1416",904,18,"FLEE","fly","lyfta","flyga","fly","flyga","lyfta",1,1,1
"verb_norming","2018_Jun_12_1416",904,19,"LIMP","halta","hasa","halka","hasa","halka","halta",3,3,1
"verb_norming","2018_Jun_12_1416",904,20,"DANCE","dansa","snurra","svänga","svänga","dansa","snurra",2,2,1
"verb_norming","2018_Jun_12_1416",904,21,"ROAM","ströva omkring","ta sig fram","luffa runt","luffa runt","ströva omkring","ta sig fram",2,2,1
"verb_norming","2018_Jun_12_1416",904,22,"CATCH","fånga","krama","omfamna","fånga","krama","omfamna",1,1,1
"verb_norming","2018_Jun_12_1416",904,23,"SKIP","hoppa","kliva","strutta","kliva","strutta","hoppa",3,3,1
