"expName","date","participant","trial","verb","category","rated_category","rating"
"verb_norming_L1swe","2018_Sep_07_1309",800,1,"polera","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,1,"polera","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,2,"skjuta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,2,"skjuta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,3,"slunga","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,3,"slunga","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,4,"ösa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,4,"ösa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,5,"löpa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,5,"löpa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,6,"greppa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,6,"greppa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,7,"släntra","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,7,"släntra","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,8,"linka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,8,"linka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,9,"piska","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,9,"piska","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,10,"vingla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,10,"vingla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,11,"trycka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,11,"trycka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,12,"vandra","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,12,"vandra","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,13,"trippa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,13,"trippa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,14,"rulla","leg","Arm",6
"verb_norming_L1swe","2018_Sep_07_1309",800,14,"rulla","leg","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,15,"knipa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,15,"knipa","arm","Leg",4
"verb_norming_L1swe","2018_Sep_07_1309",800,16,"dunka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,16,"dunka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,17,"rulta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,17,"rulta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,18,"smeka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,18,"smeka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,19,"klämma","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,19,"klämma","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,20,"rycka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,20,"rycka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,21,"skutta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,21,"skutta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,22,"bulta","arm","Arm",5
"verb_norming_L1swe","2018_Sep_07_1309",800,22,"bulta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,23,"slinta","leg","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,23,"slinta","leg","Leg",2
"verb_norming_L1swe","2018_Sep_07_1309",800,24,"smälla","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,24,"smälla","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,25,"ränna","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,25,"ränna","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,26,"dansa","leg","Arm",2
"verb_norming_L1swe","2018_Sep_07_1309",800,26,"dansa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,27,"strutta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,27,"strutta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,28,"kliva","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,28,"kliva","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,29,"ragla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,29,"ragla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,30,"klicka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,30,"klicka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,31,"slita","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,31,"slita","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,32,"gnida","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,32,"gnida","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,33,"hiva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,33,"hiva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,34,"trumma","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,34,"trumma","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,35,"fånga","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,35,"fånga","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,36,"snava","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,36,"snava","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,37,"promenera","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,37,"promenera","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,38,"stega","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,38,"stega","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,39,"skynda","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,39,"skynda","leg","Leg",6
"verb_norming_L1swe","2018_Sep_07_1309",800,40,"krama","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,40,"krama","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,41,"skura","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,41,"skura","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,42,"riva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,42,"riva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,43,"ströva","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,43,"ströva","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,44,"halta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,44,"halta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,45,"putta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,45,"putta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,46,"klia","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,46,"klia","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,47,"kravla","leg","Arm",4
"verb_norming_L1swe","2018_Sep_07_1309",800,47,"kravla","leg","Leg",5
"verb_norming_L1swe","2018_Sep_07_1309",800,48,"stövla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,48,"stövla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,49,"lunka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,49,"lunka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,50,"paddla","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,50,"paddla","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,51,"vanka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,51,"vanka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,52,"norpa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,52,"norpa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,53,"skumma","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,53,"skumma","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,54,"rusa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,54,"rusa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,55,"svassa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,55,"svassa","leg","Leg",6
"verb_norming_L1swe","2018_Sep_07_1309",800,56,"kila","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,56,"kila","leg","Leg",6
"verb_norming_L1swe","2018_Sep_07_1309",800,57,"svaja","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,57,"svaja","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,58,"sparka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,58,"sparka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,59,"koppla","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,59,"koppla","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,60,"irra","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,60,"irra","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,61,"gnugga","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,61,"gnugga","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,62,"flanera","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,62,"flanera","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,63,"nypa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,63,"nypa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,64,"karva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,64,"karva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,65,"peta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,65,"peta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,66,"rista","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,66,"rista","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,67,"studsa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,67,"studsa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,68,"krypa","leg","Arm",4
"verb_norming_L1swe","2018_Sep_07_1309",800,68,"krypa","leg","Leg",5
"verb_norming_L1swe","2018_Sep_07_1309",800,69,"rota","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,69,"rota","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,70,"knata","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,70,"knata","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,71,"halka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,71,"halka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,72,"vada","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,72,"vada","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,73,"skopa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,73,"skopa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,74,"skrida","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,74,"skrida","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,75,"sno","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,75,"sno","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,76,"jogga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,76,"jogga","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,77,"badda","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,77,"badda","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,78,"stöta","arm","Arm",5
"verb_norming_L1swe","2018_Sep_07_1309",800,78,"stöta","arm","Leg",2
"verb_norming_L1swe","2018_Sep_07_1309",800,79,"slå","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,79,"slå","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,80,"skejta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,80,"skejta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,81,"fly","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,81,"fly","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,82,"fatta","arm","Arm",5
"verb_norming_L1swe","2018_Sep_07_1309",800,82,"fatta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,83,"tassa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,83,"tassa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,84,"gå","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,84,"gå","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,85,"traska","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,85,"traska","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,86,"snärta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,86,"snärta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,87,"knäa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,87,"knäa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,88,"skyffla",NA,"Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,88,"skyffla",NA,"Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,89,"klå","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,89,"klå","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,90,"sprinta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,90,"sprinta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,91,"borsta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,91,"borsta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,92,"tvinna","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,92,"tvinna","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,93,"signera","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,93,"signera","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,94,"dra","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,94,"dra","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,95,"skrapa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,95,"skrapa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,96,"klättra","leg","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,96,"klättra","leg","Leg",5
"verb_norming_L1swe","2018_Sep_07_1309",800,97,"stiga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,97,"stiga","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,98,"åla","leg","Arm",5
"verb_norming_L1swe","2018_Sep_07_1309",800,98,"åla","leg","Leg",5
"verb_norming_L1swe","2018_Sep_07_1309",800,99,"pilla","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,99,"pilla","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,100,"vira","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,100,"vira","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,101,"skala","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,101,"skala","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,102,"smyga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,102,"smyga","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,103,"kasta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,103,"kasta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,104,"kratsa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,104,"kratsa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,105,"svabba","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,105,"svabba","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,106,"ta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,106,"ta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,107,"lyfta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,107,"lyfta","arm","Leg",5
"verb_norming_L1swe","2018_Sep_07_1309",800,108,"vika","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,108,"vika","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,109,"skaka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,109,"skaka","arm","Leg",3
"verb_norming_L1swe","2018_Sep_07_1309",800,110,"städa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,110,"städa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,111,"gräva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,111,"gräva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,112,"vackla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,112,"vackla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,113,"klösa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,113,"klösa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,114,"binda","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,114,"binda","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,115,"svepa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,115,"svepa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,116,"torka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,116,"torka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,117,"håva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,117,"håva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,118,"slipa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,118,"slipa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,119,"skära","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,119,"skära","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,120,"knycka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,120,"knycka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,121,"daska","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,121,"daska","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,122,"knivhugga","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,122,"knivhugga","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,123,"fösa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,123,"fösa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,124,"stappla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,124,"stappla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,125,"knoga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,125,"knoga","leg","Leg",6
"verb_norming_L1swe","2018_Sep_07_1309",800,126,"tåga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,126,"tåga","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,127,"flacka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,127,"flacka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,128,"putsa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,128,"putsa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,129,"gripa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,129,"gripa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,130,"trampa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,130,"trampa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,131,"cykla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,131,"cykla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,132,"linda","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,132,"linda","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,133,"klippa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,133,"klippa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,134,"hacka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,134,"hacka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,135,"glida","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,135,"glida","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,136,"knacka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,136,"knacka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,137,"guppa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,137,"guppa","leg","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,138,"knalla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,138,"knalla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,139,"höja","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,139,"höja","arm","Leg",3
"verb_norming_L1swe","2018_Sep_07_1309",800,140,"hissa","arm","Arm",6
"verb_norming_L1swe","2018_Sep_07_1309",800,140,"hissa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,141,"haffa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,141,"haffa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,142,"banka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,142,"banka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,143,"pressa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,143,"pressa","arm","Leg",2
"verb_norming_L1swe","2018_Sep_07_1309",800,144,"stå","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,144,"stå","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,145,"rafsa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,145,"rafsa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,146,"kela","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,146,"kela","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,147,"nappa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,147,"nappa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,148,"gestikulera","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,148,"gestikulera","arm","Leg",2
"verb_norming_L1swe","2018_Sep_07_1309",800,149,"repa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,149,"repa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,150,"fila","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,150,"fila","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,151,"ro","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,151,"ro","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,152,"stampa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,152,"stampa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,153,"fläta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,153,"fläta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,154,"marschera","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,154,"marschera","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,155,"sleva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,155,"sleva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,156,"skrubba","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,156,"skrubba","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,157,"ila","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,157,"ila","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,158,"pinna","leg","Arm",4
"verb_norming_L1swe","2018_Sep_07_1309",800,158,"pinna","leg","Leg",4
"verb_norming_L1swe","2018_Sep_07_1309",800,159,"grabba","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,159,"grabba","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,160,"raka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,160,"raka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,161,"raspa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,161,"raspa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,162,"plocka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,162,"plocka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,163,"träda","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,163,"träda","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,164,"springa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,164,"springa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,165,"klappa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,165,"klappa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_07_1309",800,166,"hoppa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_07_1309",800,166,"hoppa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_07_1309",800,167,"tvätta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_07_1309",800,167,"tvätta","arm","Leg",1
