"expName","date","participant","trial","verb","translation","Score","verb_category","cognate_bin","cognate","in_orig"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,118,"inch","jag vet inte",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,119,"limp","halta",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,120,"scrape","jag vet inte",0,"arm",1,"skrapa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,121,"catch","fånga",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,122,"brush","borsta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,123,"sneak","smyga",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,124,"grip","jag vet inte",0,"arm",1,"gripa, greppa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,125,"bounce","hoppa",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,126,"trot","trava",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,127,"pinch","nypa",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1112",801,128,"waddle","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,1,"wade","vada",1,"leg",1,"vada","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,2,"braid","fläta",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,3,"tug","krama",0,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,4,"leap","hoppa",1,"leg",-99,"löpa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,5,"scrub","skrubba",1,"arm",1,"skrubba","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,6,"click","klicka",1,"arm",1,"klicka","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,7,"bash","slå",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,8,"skate","skejta",1,"leg",1,"skejta","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,9,"totter","promenera",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,10,"grovel","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,11,"flee","fly",1,"leg",1,"fly","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,12,"plod","jag vet inte",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,13,"wander","vandra",1,"leg",1,"vandra","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,14,"stroll","promenera",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,15,"sneak","smyga",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,16,"mount","bestiga",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,17,"chop","hacka",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,18,"ramble","driva runt",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,19,"straddle","grensla",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,20,"stride","skrida",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,21,"grasp","fatta",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,22,"lift","lyfta",1,"arm",1,"lyfta","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,23,"jog","jogga",1,"leg",1,"jogga","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,24,"file","fila",1,"arm",1,"fila","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,25,"creep","krypa",1,"leg",1,"krypa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,26,"clean","städa",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,27,"skip","hoppa",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,28,"punch","slå",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,29,"bind","binda",1,"arm",1,"binda","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,30,"catch","fånga",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,31,"tramp","trampa",1,"leg",1,"trampa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,32,"walk","gå",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,33,"dig","gräva",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,34,"rush","rusa",1,"leg",-99,"rusa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,35,"pat","klappa",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,36,"lumber","gå",0.5,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,37,"carve","karva",1,"arm",1,"karva","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,38,"stir","blanda",1,"arm",-99,"störa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,39,"bounce","studsa",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,40,"stagger","vackla",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,41,"rub","gnida in",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,42,"toss","kasta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,43,"row","ro",1,"arm",1,"ro","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,44,"nip","jag vet inte",0,"arm",1,"nypa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,45,"hop","hoppa",1,"leg",1,"hoppa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,46,"trudge","jag vet inte",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,47,"squat","benböj",-99,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,48,"claw","kloa",1,"arm",1,"klösa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,49,"grab","grabba tag",1,"arm",1,"grabba","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,50,"cycle","cykla",1,"leg",1,"cykla","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,51,"saunter","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,52,"prance","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,53,"hack","hacka",1,"arm",1,"hacka","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,54,"grip","greppa",1,"arm",1,"gripa, greppa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,55,"polish","polera",1,"arm",1,"polera","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,56,"inch","tumma",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,57,"glide","glida",1,"leg",1,"glida","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,58,"whip","piska",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,59,"jump","hoppa",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,60,"waddle","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,61,"fold","vika",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,62,"kick","sparka",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,63,"stab","knivhugga",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,64,"switch","byta",-99,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,65,"tiptoe","stå på tå",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,66,"crouch","böja sig ner",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,67,"squeeze","klämma",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,68,"pedal","pedala",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,69,"hike","hajka",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,70,"wash","tvätta",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,71,"trek","hajka",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,72,"march","marschera",1,"leg",1,"marschera","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,73,"poke","peta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,74,"sign","signera",1,"arm",1,"signera","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,75,"slap","örfila",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,76,"pluck","plocka",1,"arm",1,"plocka","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,77,"pull","dra",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,78,"tread","gå försiktigt",1,"leg",1,"träda","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,79,"slither","slinta",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,80,"trot","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,81,"brush","borsta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,82,"traipse","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,83,"shamble","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,84,"snatch","jag vet inte",0,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,85,"kneel","knäböja",1,"leg",1,"knäa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,86,"roam","jag vet inte",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,87,"push","trycka",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,88,"throw","kasta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,89,"stumble","snubbla",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,90,"grate","hyvla",0,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,91,"gesture","gestikulera",1,"arm",1,"gestikulera","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,92,"skim","jag vet inte",0,"arm",1,"skumma","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,93,"limp","halta",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,94,"wipe","torka",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,95,"clutch","jag vet inte",0,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,96,"dash","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,97,"scrape","skrapa",1,"arm",1,"skrapa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,98,"step","stega",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,99,"hobble","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,100,"run","springa",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,101,"peel","skala",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,102,"trample","trampa",1,"leg",1,"trampa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,103,"strut","gå, spatsera",1,"leg",1,"strutta","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,104,"pace","stega upp",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,105,"hug","krama",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,106,"pinch","nypa",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,107,"trip","snubbla",1,"leg",1,"trippa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,108,"sway","svaja",1,"leg",1,"svaja","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,109,"stomp","stampa",1,"leg",1,"stampa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,110,"clap","klappa",1,"arm",1,"klappa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,111,"seize","fånga",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,112,"slip","halka",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,113,"sprint","springa",0.5,"leg",1,"sprinta","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,114,"knock","knacka",1,"arm",1,"knacka","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,115,"twine","tvina",0,"arm",1,"tvinna","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,116,"scratch","klia",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,117,"stray","gå",0.5,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,118,"scoop","skopa",1,"arm",1,"skopa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,119,"slide","glida",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,120,"shake","skaka",1,"arm",1,"skaka","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,121,"wrap","vira in",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,122,"toddle","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,123,"stamp","stampa",1,"leg",1,"stampa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,124,"dunk","dunka",1,"arm",1,"dunka","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,125,"cut","klippa",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,126,"dance","dansa",1,"leg",1,"dansa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,127,"wobble","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1303",802,128,"stand","stå",1,"leg",1,"stå","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,1,"scratch","klia",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,2,"trample","trampa",1,"leg",1,"trampa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,3,"hobble","snubbla",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,4,"sneak","smyga",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,5,"wade","vada",1,"leg",1,"vada","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,6,"throw","kasta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,7,"trudge","jag vet inte",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,8,"clean","städa",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,9,"crouch","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,10,"gesture","gest, gester",-99,"arm",1,"gestikulera","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,11,"kneel","buga",0,"leg",1,"knäa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,12,"wipe","ingen aning",0,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,13,"jump","hoppa",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,14,"inch","en bit",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,15,"dunk","dunka",1,"arm",1,"dunka","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,16,"limp","halta",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,17,"cut","dela, skära",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,18,"ramble","snubbla",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,19,"rub","skrubba",0,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,20,"brush","borsta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,21,"squat","benböja",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,22,"peel","skala",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,23,"squeeze","klämma",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,24,"click","klicka",1,"arm",1,"klicka","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,25,"scrape","skrapa",1,"arm",1,"skrapa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,26,"walk","gå",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,27,"nip","nypa",1,"arm",1,"nypa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,28,"twine","tvinna ",1,"arm",1,"tvinna","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,29,"scoop","skopa",1,"arm",1,"skopa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,30,"plod","jag vet inte",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,31,"hug","krama",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,32,"sway","svinga",0,"leg",1,"svaja","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,33,"cycle","cykla",1,"leg",1,"cykla","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,34,"sprint","springa",0.5,"leg",1,"sprinta","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,35,"flee","fly",1,"leg",1,"fly","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,36,"slap","slå",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,37,"wobble","vaja",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,38,"strut","strutta",1,"leg",1,"strutta","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,39,"stamp","stampa",1,"leg",1,"stampa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,40,"prance","ingen aning",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,41,"skip","skutta",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,42,"dance","dansa",1,"leg",1,"dansa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,43,"tramp","trampa",1,"leg",1,"trampa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,44,"rush","skynda",1,"leg",-99,"rusa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,45,"pedal","",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,46,"poke","peta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,47,"shake","skaka",1,"arm",1,"skaka","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,48,"carve","rista",1,"arm",1,"karva","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,49,"whip","vippa",0,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,50,"saunter","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,51,"scrub","skrubba",1,"arm",1,"skrubba","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,52,"toss","jag vet inte",0,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,53,"march","marschera",1,"leg",1,"marschera","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,54,"stumble","ostadig i benen",-99,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,55,"trip","trilla",1,"leg",1,"trippa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,56,"stir","jag vet inte",0,"arm",-99,"störa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,57,"toddle","",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,58,"pluck","plocka",1,"arm",1,"plocka","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,59,"push","putta",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,60,"punch","slå",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,61,"grasp","ta tag i något",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,62,"shamble","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,63,"straddle","",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,64,"creep","krypa",1,"leg",1,"krypa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,65,"file","fila",1,"arm",1,"fila","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,66,"wander","vandra",1,"leg",1,"vandra","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,67,"claw","klättra",0,"arm",1,"klösa","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,68,"wrap","omfamna, slå in",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,69,"seize","ingen aning",0,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,70,"step","steg",-99,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,71,"stagger","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,72,"slither","slinta",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,73,"totter","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,74,"trek","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,75,"braid","fläta",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,76,"knock","knacka",1,"arm",1,"knacka","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,77,"hike","jag vet inte",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,78,"mount","jag vet inte",0,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,79,"waddle","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,80,"trot","jag vet inte",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,81,"glide","glida",1,"leg",1,"glida","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,82,"dash","slå",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,83,"clutch","jag vet inte",0,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,84,"traipse","ingen aning",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,85,"stab","hugga",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,86,"stroll","gå, spatsera, lunka",1,"leg",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,87,"row","ro",1,"arm",1,"ro","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,88,"grab","ta tag",1,"arm",1,"grabba","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,89,"chop","hugga, skära av, hugga av",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,90,"bounce","studsa",1,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,91,"snatch","ta, stjäla",1,"arm",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,92,"stand","stå",1,"leg",1,"stå","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,93,"grip","gripa",1,"arm",1,"gripa, greppa","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,94,"wash","tvätta",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,95,"hack","hacka",1,"arm",1,"hacka","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,96,"skim","skumma",1,"arm",1,"skumma","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,97,"grovel","ingen aning",0,"leg",0,"","no"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,98,"dig","gräva",1,"arm",0,"","yes"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,99,"sign","signera",1,"arm",1,"signera","no"
