"expName","date","session","participant","block","Movement","trial","WordType","trialRT","word1","word2","word3","word4","response","comment","coder"
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",1,"leg",6.65833401159,"flee","wander","sprint","slip","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",2,"leg",5.28337164545,"pedal","hop","rush","cycle","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",3,"arm",5.5348914209,"peel","slap","pinch","pat","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",4,"leg",7.51449249021,"wade","bounce","kick","strut","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",5,"leg",6.50867218288,"limp","march","step","skate","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",6,"leg",9.29138637186,"stray","stomp","run","hike","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",7,"arm",13.3159469546,"wipe","dig","squeeze","snatch","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",8,"leg",10.5657634279,"jog","trip","glide","skip","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",9,"leg",7.51311870645,"stroll","stand","stride","dance","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",10,"arm",9.9795358768,"catch","poke","whip","chop","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",11,"arm",12.6452101688,"shake","pluck","pull","sign","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",12,"arm",7.46327765762,"grab","rub","throw","scrape","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",13,"leg",9.22430447505,"kneel","trample","jump","tiptoe","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",14,"arm",6.94344056775,"knock","clap","polish","scrub","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",15,"arm",11.3541789973,"push","fold","gesture","scoop","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",16,"arm",16.4363096936,"clean","scratch","brush","punch","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",17,"leg",11.9916201956,"tramp","stumble","trek","walk","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",18,"arm",9.34262530592,"click","stab","bind","hug","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",19,"arm",16.0670724143,"wrap","carve","dunk","grip","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,1,"feet",20,"leg",8.67072769844,"squat","slide","sneak","leap","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",1,"arm",14.3898531233,"punch","pat","clap","bind","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",2,"leg",23.6987288648,"stumble","tiptoe","skate","strut","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",3,"arm",24.435543583,"pull","clean","sign","whip","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",4,"arm",30.6071136475,"hug","pluck","chop","catch","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",5,"arm",21.1483081954,"scoop","polish","peel","throw","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",6,"leg",23.6139387096,"slide","slip","limp","wade","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",7,"leg",34.4988613043,"flee","kneel","trample","run","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",8,"arm",30.0710179433,"poke","scrape","shake","fold","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",9,"leg",28.0412178591,"glide","stomp","sprint","jump","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",10,"leg",16.1506981919,"tramp","bounce","jog","kick","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",11,"arm",27.4374080884,"carve","scrub","click","wipe","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",12,"leg",22.8087252061,"leap","pedal","walk","march","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",13,"arm",23.6304023839,"squeeze","grip","stab","push","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",14,"leg",21.4838085537,"dance","hop","rush","stroll","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",15,"arm",28.4262364647,"dunk","snatch","grab","gesture","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",16,"leg",23.210948705,"stride","trek","stand","stray","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",17,"arm",23.6975332739,"rub","pinch","knock","scratch","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",18,"leg",19.0531066004,"hike","trip","wander","skip","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",19,"arm",23.4130972127,"wrap","slap","brush","dig","","",""
"sheb_replication_1810","2018_Oct_23_1510",2,702,2,"hands",20,"leg",35.8904434117,"squat","step","cycle","sneak","","",""
