"expName","date","session","participant","block","Movement","trial","WordType","trialRT","word1","word2","word3","word4","response","comment","coder"
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",1,"arm",5.81544625456,"push","dunk","scratch","gesture","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",2,"leg",8.664790957,"stomp","jog","trip","skip","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",3,"arm",7.19890039857,"hug","punch","squeeze","scrub","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",4,"leg",6.36498772865,"bounce","march","hop","sprint","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",5,"leg",7.848490434,"rush","stray","leap","step","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",6,"arm",8.38173531531,"wrap","pinch","poke","knock","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",7,"leg",7.06564672221,"trample","stroll","walk","run","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",8,"arm",10.2811814912,"sign","stab","grip","dig","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",9,"arm",9.76505004428,"brush","pull","polish","scrape","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",10,"leg",8.43208567752,"pedal","stumble","tramp","slip","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",11,"arm",4.882707946,"pat","clean","wipe","grab","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",12,"leg",5.21575278044,"flee","kick","squat","stand","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",13,"arm",8.53206874197,"peel","rub","whip","pluck","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",14,"leg",6.9815822395,"wander","tiptoe","kneel","cycle","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",15,"leg",6.8988903868,"trek","skate","hike","slide","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",16,"arm",7.3652581377,"carve","scoop","slap","clap","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",17,"leg",6.89870512416,"wade","glide","sneak","jump","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",18,"arm",7.8323005077,"snatch","chop","fold","shake","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",19,"arm",6.38235753682,"catch","click","bind","throw","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,1,"feet",20,"leg",7.59880458587,"dance","strut","limp","stride","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",1,"leg",6.71517781052,"pedal","slip","run","trample","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",2,"arm",8.24828701909,"gesture","shake","stab","pinch","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",3,"leg",12.8970312076,"walk","stomp","rush","tiptoe","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",4,"leg",16.9959541557,"squat","bounce","sneak","sprint","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",5,"arm",9.04833586118,"sign","peel","push","wrap","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",6,"arm",14.1806435739,"clean","pull","carve","knock","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",7,"arm",12.5807236671,"scrape","punch","clap","brush","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",8,"leg",9.01437004516,"wade","kick","hop","kneel","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",9,"arm",12.9641562907,"snatch","hug","dunk","chop","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",10,"arm",13.0147078226,"scrub","rub","whip","grab","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",11,"leg",9.78138780687,"march","jump","wander","stumble","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",12,"leg",8.53184885927,"glide","dance","stand","skip","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",13,"arm",10.6307661934,"fold","poke","click","grip","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",14,"arm",11.3644450391,"throw","slap","scratch","catch","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",15,"leg",16.6136359172,"jog","step","trek","skate","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",16,"arm",11.4310919943,"scoop","squeeze","dig","pat","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",17,"arm",12.9645567583,"wipe","pluck","polish","bind","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",18,"leg",10.0474048681,"flee","leap","hike","cycle","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",19,"leg",11.8140904664,"strut","slide","limp","stray","","",""
"sheb_replication_1810","2018_Nov_01_1632",2,705,2,"hands",20,"leg",7.46504471102,"trip","tramp","stride","stroll","","",""
