"expName","date","session","participant","block","Movement","trial","WordType","trialRT","word1","word2","word3","word4","response","comment","coder"
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",1,"arm",5.03193139986,"grip","punch","gesture","pinch","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",2,"leg",4.32753183875,"stand","squat","flee","stroll","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",3,"leg",4.51216713678,"wade","skate","trudge","stride","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",4,"arm",8.45274732048,"clap","pat","click","scrub","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",5,"arm",4.59594019179,"hug","peel","catch","wipe","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",6,"leg",4.52709982825,"walk","step","roam","jump","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",7,"arm",5.19963397245,"pull","chop","wash","stir","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",8,"arm",5.73613419746,"rub","hack","brush","sign","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",9,"arm",8.35414311662,"scoop","poke","push","scratch","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",10,"leg",18.9686146387,"leap","glide","wobble","bounce","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",11,"leg",5.6353861405,"rush","trample","limp","jog","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",12,"leg",6.05476228952,"sprint","hop","run","wander","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",13,"arm",4.62922681025,"knock","cut","throw","polish","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",14,"arm",6.40700217349,"whip","fold","nip","grab","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",15,"leg",7.53057440328,"kick","slip","trip","march","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",16,"leg",8.25193948376,"hike","strut","stray","skip","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",17,"arm",11.4384341575,"pluck","clean","stab","grasp","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",18,"arm",4.44450379837,"snatch","carve","dig","slap","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",19,"leg",5.78669451911,"pace","pedal","stomp","tiptoe","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,1,"hands",20,"leg",3.47218858321,"trot","sneak","stumble","kneel","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",1,"arm",4.37784916931,"polish","brush","catch","clean","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",2,"leg",6.00485231476,"wander","pace","kick","stumble","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",3,"arm",3.45349407359,"snatch","hug","hack","gesture","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",4,"leg",3.87467112243,"kneel","leap","stand","stride","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",5,"leg",4.44624701249,"skip","squat","slip","stroll","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",6,"arm",3.84129402436,"grip","pinch","chop","grasp","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",7,"arm",4.9305480101,"pull","stab","scratch","poke","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",8,"leg",7.64799362455,"rush","pedal","step","wobble","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",9,"arm",4.56232642435,"pluck","slap","whip","click","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",10,"leg",6.30767413275,"run","stomp","sneak","skate","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",11,"leg",3.62423383724,"wade","jog","trot","march","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",12,"arm",5.60231129964,"stir","push","knock","grab","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",13,"leg",6.89366907458,"stray","hike","limp","strut","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",14,"arm",7.32952239015,"cut","throw","rub","carve","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",15,"arm",5.35095499449,"scoop","scrub","pat","sign","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",16,"leg",5.04874006157,"glide","jump","trudge","flee","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",17,"leg",5.92073867711,"walk","hop","sprint","trample","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",18,"leg",5.2330525568,"bounce","trip","tiptoe","roam","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",19,"arm",4.00893416996,"clap","peel","dig","wipe","","",""
"sheb_replication_1810","2018_Oct_05_1305",1,991,2,"feet",20,"arm",4.47851504391,"nip","punch","fold","wash","","",""
