expName;date;session;participant;block;Movement;trial;WordType;trialRT;word1;word2;word3;word4;response;comment;coder
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;1;arm;5.03193139986;grip;punch;gesture;pinch;grip,punch,gesture,o;;PJ
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;2;leg;4.32753183875;stand;squat;flee;stroll;stand,flee,squat,stroll;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;3;leg;4.51216713678;wade;skate;trudge;stride;wade,skate,trudge,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;4;arm;8.45274732048;clap;pat;click;scrub;clap,r=pit,r=stab,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;5;arm;4.59594019179;hug;peel;catch;wipe;hug,peel,r=scratch,r=grab;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;6;leg;4.52709982825;walk;step;roam;jump;walk,roam,r=stum,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;7;arm;5.19963397245;pull;chop;wash;stir;pull,r=jump,stir,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;8;arm;5.73613419746;rub;hack;brush;sign;r=rug,r=hap,o,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;9;arm;8.35414311662;scoop;poke;push;scratch;scoop,r=brush,r=tug,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;10;leg;18.9686146387;leap;glide;wobble;bounce;leap,glide,o,bounce;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;11;leg;5.6353861405;rush;trample;limp;jog;rush,trample,limp,jog;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;12;leg;6.05476228952;sprint;hop;run;wander;sprint,hop,o,wander;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;13;arm;4.62922681025;knock;cut;throw;polish;r=know,cut,throw,polish;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;14;arm;6.40700217349;whip;fold;nip;grab;whip,nip,fold,o;If the participant only says three words and does'nt indicate where the omission is, do we just put the x at the end?;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;15;leg;7.53057440328;kick;slip;trip;march;kick,r=crip,r=limp,march;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;16;leg;8.25193948376;hike;strut;stray;skip;hike,strut,stray,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;17;arm;11.4384341575;pluck;clean;stab;grasp;pluck,o,r=scrub,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;18;arm;4.44450379837;snatch;carve;dig;slap;snatch,carve,dig,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;19;leg;5.78669451911;pace;pedal;stomp;tiptoe;pace,pedal,tiptoe,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;1;hands;20;leg;3.47218858321;trot;sneak;stumble;kneel;trot,kneel,stumble,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;1;arm;4.37784916931;polish;brush;catch;clean;polish,brush,catch,clean;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;2;leg;6.00485231476;wander;pace;kick;stumble;wander,o,o,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;3;arm;3.45349407359;snatch;hug;hack;gesture;snatch,hug,o,gesture;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;4;leg;3.87467112243;kneel;leap;stand;stride;kneel,leap,stand,stride;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;5;leg;4.44624701249;skip;squat;slip;stroll;skip,o,squat,stroll;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;6;arm;3.84129402436;grip;pinch;chop;grasp;pinch,o,grasp,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;7;arm;4.9305480101;pull;stab;scratch;poke;pull,stab,r=choke,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;8;leg;7.64799362455;rush;pedal;step;wobble;rush,wobble,r=stumble,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;9;arm;4.56232642435;pluck;slap;whip;click;pluck,r=pick,o,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;10;leg;6.30767413275;run;stomp;sneak;skate;run,stomp,sneak,r=stumble;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;11;leg;3.62423383724;wade;jog;trot;march;wade,trot,march,jog;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;12;arm;5.60231129964;stir;push;knock;grab;stir,push,knock,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;13;leg;6.89366907458;stray;hike;limp;strut;stray,hike,limp,o;;
sheb_replication_1810;2018_Oct_05_1305;1;991;2;feet;14;arm;7.32952239015;cut;throw;rub;carve;cut,throw,o,rub;;
