expName;date;participant;trial;resp_time;our_transl;verb;ppt_translation;score;comment
verb_norming_oral_input;2018_Jun_18_0953;907;60;1.20781983977;vingla;ROLL;rulla;-99;
verb_norming_oral_input;2018_Jun_18_0953;907;61;1.97939862036;binda;BIND;binda fast;1;
verb_norming_oral_input;2018_Jun_18_0953;907;62;1.45951732691;smyga;SNEAK;smyga;1;
verb_norming_oral_input;2018_Jun_18_0953;907;63;7.07780249843;hoppa;LEAP;hopp;0;noun
verb_norming_oral_input;2018_Jun_18_0953;907;64;1.72786944966;smälla till;SLAP;slog;-99;how do we feel about translations in past tense?
verb_norming_oral_input;2018_Jun_18_0953;907;65;2.73394859711;halta;LIMP;slapp;0;adjective
verb_norming_oral_input;2018_Jun_18_0953;907;66;1.96262150096;plocka;PLUCK;plocka;1;
verb_norming_oral_input;2018_Jun_18_0953;907;67;2.13024729479;ströva omkring;ROAM;vandra;-99;too vague?
verb_norming_oral_input;2018_Jun_18_0953;907;68;2.34823289464;snubbla;TRIP;ramla;1;
verb_norming_oral_input;2018_Jun_18_0953;907;69;1.9624832128;vandra;HIKE;vandra;1;
verb_norming_oral_input;2018_Jun_18_0953;907;70;1.45953708237;gripa;GRASP;ta tag;1;
verb_norming_oral_input;2018_Jun_18_0953;907;71;1.84532548489;gnugga;RUB;gnugga;1;
verb_norming_oral_input;2018_Jun_18_0953;907;72;1.81171118953;tvätta;WASH;tvätta;1;
verb_norming_oral_input;2018_Jun_18_0953;907;73;1.64390522599;skrapa;SCRAPE;skrapa;1;
verb_norming_oral_input;2018_Jun_18_0953;907;74;2.59997739976;marschera;MARCH;marschera;1;
verb_norming_oral_input;2018_Jun_18_0953;907;75;1.67752426266;ströva;STRAY;gå ifrån;-99;too vague?
verb_norming_oral_input;2018_Jun_18_0953;907;76;2.04645257289;ragla;STAGGER;ramla;0;
verb_norming_oral_input;2018_Jun_18_0953;907;77;16.2179204069;ströva;RAMBLE;prata i ett;-99;ramble on in that case?
verb_norming_oral_input;2018_Jun_18_0953;907;78;1.99617732019;skrubba;SCRUB;gnugga;0;
verb_norming_oral_input;2018_Jun_18_0953;907;79;19.0688592057;gräva;DELVE;gräva;1;
verb_norming_oral_input;2018_Jun_18_0953;907;80;1.54338040267;peta;POKE;peta;1;
verb_norming_oral_input;2018_Jun_18_0953;907;81;1.274908957;jogga;JOG;jogga;1;
verb_norming_oral_input;2018_Jun_18_0953;907;82;2.18065925521;slå på/av;SWITCH;byta;-99;all ppts said this instead of anything hand-related.
verb_norming_oral_input;2018_Jun_18_0953;907;83;1.7445959951;gräva;DIG;gräva;1;
verb_norming_oral_input;2018_Jun_18_0953;907;84;1.09055622263;skutta;HOP;hoppa;1;
verb_norming_oral_input;2018_Jun_18_0953;907;85;1.29179078029;dra;PULL;dra;1;
verb_norming_oral_input;2018_Jun_18_0953;907;86;2.61670908162;lyfta;LIFT;lyfta;1;
verb_norming_oral_input;2018_Jun_18_0953;907;87;2.08005264433;trampa;TREAD;går försiktigt;0;
verb_norming_oral_input;2018_Jun_18_0953;907;88;3.37116107133;gå fram och tillbaka;PACE;gå i en viss fart;0;
verb_norming_oral_input;2018_Jun_18_0953;907;89;2.06324470643;kråma sig;PRANCE;gå stolt;1;
verb_norming_oral_input;2018_Jun_18_0953;907;90;3.40493657117;slå;BASH;slå nånting;1;
verb_norming_oral_input;2018_Jun_18_0953;907;91;16.6882791303;vingla;SWAY;övertala;0;
verb_norming_oral_input;2018_Jun_18_0953;907;92;7.68157017907;rycka till sig;SNATCH;stjäla nånting;-99;too vague?
verb_norming_oral_input;2018_Jun_18_0953;907;93;23.764861137;knäböja;KNEEL;knäböja;1;
verb_norming_oral_input;2018_Jun_18_0953;907;94;7.68156543776;snubbla;STUMBLE;ramla;1;
verb_norming_oral_input;2018_Jun_18_0953;907;95;1.24131797307;hacka;CHOP;hugga;0;
verb_norming_oral_input;2018_Jun_18_0953;907;96;2.31478731084;skyffla;SCOOP;skopa;-99;unsure of correctness
verb_norming_oral_input;2018_Jun_18_0953;907;97;0.906091672406;klättra;CLIMB;klättra;1;
verb_norming_oral_input;2018_Jun_18_0953;907;98;1.76119571054;trava;TROT;trava;1;
verb_norming_oral_input;2018_Jun_18_0953;907;99;2.71720348154;slå in;WRAP;slå in;1;
verb_norming_oral_input;2018_Jun_18_0953;907;100;64.5016790158;dunka;DUNK;dunka;1;
verb_norming_oral_input;2018_Jun_18_0953;907;101;1.56015712696;vingla;WOBBLE;stappla;-99;unsure of correctness
verb_norming_oral_input;2018_Jun_18_0953;907;102;2.56635678266;svassa;STRUT;gå med självförtroende;1;
verb_norming_oral_input;2018_Jun_18_0953;907;103;1.35874674578;fläta;BRAID;fläta;1;
verb_norming_oral_input;2018_Jun_18_0953;907;104;1.44274020752;riva;GRATE;riva;1;
verb_norming_oral_input;2018_Jun_18_0953;907;105;1.82838281481;kliva;STRIDE;gå fort;0;
verb_norming_oral_input;2018_Jun_18_0953;907;106;1.22473919841;gå;WALK;gå;1;
verb_norming_oral_input;2018_Jun_18_0953;907;107;1.40854826277;sparka;KICK;sparka;1;
verb_norming_oral_input;2018_Jun_18_0953;907;108;1.27505080114;hoppa;JUMP;hoppa;1;
verb_norming_oral_input;2018_Jun_18_0953;907;109;2.86820940936;nypa;NIP;nypa;1;
verb_norming_oral_input;2018_Jun_18_0953;907;110;4.24334093128;piska;WHIP;piska;1;
verb_norming_oral_input;2018_Jun_18_0953;907;111;1.77804908597;skaka;SHAKE;skaka;1;
