"expName","date","participant","trial","verb","category","rated_category","rating","verb_normed"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,99,"sign","arm","Leg",1,"sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,99,"sign","arm","Arm",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,100,"lumber","leg","Leg",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,100,"lumber","leg","Arm",1,"sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,101,"stray","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,101,"stray","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,102,"pace","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,102,"pace","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,103,"lift","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,103,"lift","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,104,"pat","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,104,"pat","arm","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,105,"pull","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,105,"pull","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,106,"switch","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,106,"switch","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,107,"tug","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,107,"tug","arm","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,108,"clap","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,108,"clap","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,109,"hop","leg","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,109,"hop","leg","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,110,"slip","leg","Leg",7,"june"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,110,"slip","leg","Arm",4,"june"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,111,"bash","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,111,"bash","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,112,"roam","leg","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,112,"roam","leg","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,113,"run","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,113,"run","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,114,"polish","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,114,"polish","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,115,"stride","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,115,"stride","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,116,"jog","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,116,"jog","leg","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,117,"grate","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,117,"grate","arm","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,118,"kick","leg","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,118,"kick","leg","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,119,"tiptoe","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,119,"tiptoe","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,120,"stomp","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,120,"stomp","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,121,"bind","arm","Leg",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,121,"bind","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,122,"skate","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,122,"skate","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,123,"catch","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,123,"catch","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,124,"slide","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,124,"slide","leg","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,125,"tread","leg","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,125,"tread","leg","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,126,"pinch","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,126,"pinch","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,127,"fold","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,127,"fold","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,128,"leap","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_10_1422",803,128,"leap","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,1,"clean","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,1,"clean","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,2,"bash","arm","Arm",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,2,"bash","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,3,"stride","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,3,"stride","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,4,"jog","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,4,"jog","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,5,"creep","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,5,"creep","leg","Leg",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,6,"grip","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,6,"grip","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,7,"rush","leg","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,7,"rush","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,8,"polish","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,8,"polish","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,9,"wade","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,9,"wade","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,10,"skip","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,10,"skip","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,11,"stab","arm","Arm",7,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,11,"stab","arm","Leg",1,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,12,"braid","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,12,"braid","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,13,"throw","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,13,"throw","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,14,"inch","leg","Arm",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,14,"inch","leg","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,15,"grate","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,15,"grate","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,16,"clutch","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,16,"clutch","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,17,"crouch","leg","Arm",5,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,17,"crouch","leg","Leg",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,18,"squeeze","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,18,"squeeze","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,19,"trot","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,19,"trot","leg","Leg",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,20,"pull","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,20,"pull","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,21,"claw","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,21,"claw","arm","Leg",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,22,"march","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,22,"march","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,23,"step","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,23,"step","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,24,"dance","leg","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,24,"dance","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,25,"slap","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,25,"slap","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,26,"grasp","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,26,"grasp","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,27,"dunk","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,27,"dunk","arm","Leg",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,28,"pluck","arm","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,28,"pluck","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,29,"pace","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,29,"pace","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,30,"toss","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,30,"toss","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,31,"tread","leg","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,31,"tread","leg","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,32,"whip","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,32,"whip","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,33,"slither","leg","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,33,"slither","leg","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,34,"push","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,34,"push","arm","Leg",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,35,"slip","leg","Arm",4,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,35,"slip","leg","Leg",7,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,36,"trip","leg","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,36,"trip","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,37,"toddle","leg","Arm",6,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,37,"toddle","leg","Leg",2,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,38,"stand","leg","Arm",1,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,38,"stand","leg","Leg",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,39,"leap","leg","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,39,"leap","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,40,"shake","arm","Arm",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,40,"shake","arm","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,41,"rub","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,41,"rub","arm","Leg",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,42,"ramble","leg","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,42,"ramble","leg","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,43,"cut","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,43,"cut","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,44,"lift","arm","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,44,"lift","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,45,"limp","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,45,"limp","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,46,"skate","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,46,"skate","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,47,"sprint","leg","Arm",3,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,47,"sprint","leg","Leg",7,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,48,"tiptoe","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,48,"tiptoe","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,49,"stamp","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,49,"stamp","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,50,"switch","arm","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,50,"switch","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,51,"grab","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,51,"grab","arm","Leg",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,52,"bind","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,52,"bind","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,53,"dash","leg","Arm",5,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,53,"dash","leg","Leg",3,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,54,"jump","leg","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,54,"jump","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,55,"snatch","arm","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,55,"snatch","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,56,"traipse","leg","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,56,"traipse","leg","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,57,"dig","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,57,"dig","arm","Leg",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,58,"twine","arm","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,58,"twine","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,59,"catch","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,59,"catch","arm","Leg",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,60,"nip","arm","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,60,"nip","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,61,"stir","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,61,"stir","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,62,"slide","leg","Arm",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,62,"slide","leg","Leg",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,63,"cycle","leg","Arm",3,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,63,"cycle","leg","Leg",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,64,"click","arm","Arm",7,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,64,"click","arm","Leg",1,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,65,"sway","leg","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,65,"sway","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,66,"bounce","leg","Arm",2,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,66,"bounce","leg","Leg",6,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,67,"kneel","leg","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,67,"kneel","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,68,"tug","arm","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,68,"tug","arm","Leg",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,69,"waddle","leg","Arm",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,69,"waddle","leg","Leg",5,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,70,"stumble","leg","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,70,"stumble","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,71,"grovel","leg","Arm",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,71,"grovel","leg","Leg",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,72,"pedal","leg","Arm",3,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,72,"pedal","leg","Leg",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,73,"kick","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,73,"kick","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,74,"shamble","leg","Arm",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,74,"shamble","leg","Leg",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,75,"tramp","leg","Arm",2,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,75,"tramp","leg","Leg",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,76,"poke","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,76,"poke","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,77,"squat","leg","Arm",2,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,77,"squat","leg","Leg",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,78,"totter","leg","Arm",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,78,"totter","leg","Leg",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,79,"peel","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,79,"peel","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,80,"hack","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,80,"hack","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,81,"punch","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,81,"punch","arm","Leg",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,82,"glide","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,82,"glide","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,83,"sneak","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,83,"sneak","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,84,"brush","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,84,"brush","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,85,"scoop","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,85,"scoop","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,86,"wipe","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,86,"wipe","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,87,"file","arm","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,87,"file","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,88,"chop","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,88,"chop","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,89,"stomp","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,89,"stomp","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,90,"row","arm","Arm",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,90,"row","arm","Leg",5,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,91,"wander","leg","Arm",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,91,"wander","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,92,"hug","arm","Arm",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,92,"hug","arm","Leg",3,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,93,"wobble","leg","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,93,"wobble","leg","Leg",5,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,94,"pat","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,94,"pat","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,95,"skim","arm","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,95,"skim","arm","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,96,"stagger","leg","Arm",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,96,"stagger","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,97,"carve","arm","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,97,"carve","arm","Leg",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,98,"trudge","leg","Arm",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,98,"trudge","leg","Leg",4,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,99,"scrape","arm","Arm",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,99,"scrape","arm","Leg",3,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,100,"roam","leg","Arm",1,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,100,"roam","leg","Leg",6,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,101,"hike","leg","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,101,"hike","leg","Leg",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,102,"mount","leg","Arm",3,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,102,"mount","leg","Leg",6,"june"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,103,"trample","leg","Arm",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,103,"trample","leg","Leg",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,104,"wrap","arm","Arm",7,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,104,"wrap","arm","Leg",2,"june+sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,105,"sign","arm","Arm",7,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,105,"sign","arm","Leg",1,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,106,"hobble","leg","Arm",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,106,"hobble","leg","Leg",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,107,"lumber","leg","Arm",4,"sept"
"verb_norming_L2eng_sept","2018_Sep_11_1206",804,107,"lumber","leg","Leg",4,"sept"
